,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,19,3,14201,3479.0,40.0,835.3529411764706,1167.1380028287394,151.0,293.0,716.0,17.0,1.0
1,2013-03-28,19,4,23048,6853.0,60.0,606.5263157894736,1135.26505386716,113.5,237.0,698.0,38.0,1.0
2,2013-03-29,19,5,30871,4075.0,41.0,907.970588235294,955.2451846228266,273.75,602.0,1074.0,34.0,1.0
3,2013-03-30,19,6,19574,3631.0,50.0,529.027027027027,693.9895727077079,132.0,262.0,635.0,37.0,1.0
4,2013-04-01,19,1,17272,4256.0,50.0,719.6666666666666,1040.1424094248143,98.5,262.0,658.25,24.0,1.0
5,2013-04-02,19,2,23327,6151.0,41.0,518.3777777777777,1182.824264379134,81.0,121.0,302.0,45.0,1.0
6,2013-04-03,19,3,26166,4380.0,71.0,688.578947368421,1031.1880220610135,128.75,338.0,540.0,38.0,1.0
7,2013-04-04,19,4,25064,7200.0,60.0,928.2962962962964,1517.4166258889534,141.0,312.0,1240.5,27.0,1.0
8,2013-04-05,19,5,17951,3732.0,81.0,718.04,1052.498791764944,131.0,272.0,525.0,25.0,1.0
9,2013-04-06,19,6,27897,6999.0,51.0,797.0571428571428,1253.1696975096,141.0,403.0,852.0,35.0,1.0
10,2013-04-07,19,0,20265,5084.0,51.0,506.625,918.6278978692025,118.5,176.5,491.5,40.0,0.0
11,2013-04-08,19,1,24103,4126.0,50.0,803.4333333333333,1037.1879982327991,143.5,458.5,822.0,30.0,1.0
12,2013-04-09,19,2,18657,7381.0,50.0,518.25,1267.6038672573204,108.25,186.0,297.0,36.0,1.0
13,2013-04-10,19,3,28771,4477.0,50.0,653.8863636363636,1015.6015336531163,131.0,272.5,688.25,44.0,1.0
14,2013-04-11,19,4,21759,4135.0,41.0,494.52272727272725,798.090730070803,121.0,197.0,406.25,44.0,1.0
15,2013-04-12,19,5,17697,2996.0,71.0,520.5,648.6345214558368,135.25,317.5,610.0,34.0,1.0
16,2013-04-13,19,6,39276,9374.0,41.0,1155.1764705882354,1976.7264716373925,214.5,454.0,1212.5,34.0,1.0
17,2013-04-14,19,0,35794,5921.0,60.0,1154.645161290323,1619.2021399110345,130.5,353.0,1669.5,31.0,1.0
18,2013-04-15,19,1,11399,4118.0,40.0,518.1363636363636,867.1794615964557,111.0,222.0,594.75,22.0,1.0
19,2013-04-16,19,2,17315,7545.0,60.0,665.9615384615385,1457.1358888111774,161.25,282.5,433.75,26.0,1.0
20,2013-04-17,19,3,28411,7111.0,81.0,1183.7916666666667,1561.7386069535692,213.75,585.0,1497.75,24.0,1.0
