,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,24,3,18089,5425.0,60.0,1808.9,1543.8712129650653,937.75,1663.5,2112.75,10.0,1.0
1,2013-03-28,24,4,14431,4065.0,50.0,515.3928571428571,877.5734363820422,87.75,156.0,373.25,28.0,
2,2013-03-29,24,5,39753,4376.0,70.0,1104.25,1274.4877374290986,131.0,438.5,1764.75,36.0,1.0
3,2013-03-30,24,6,25043,2188.0,30.0,481.59615384615387,516.9907368084087,108.5,268.0,700.75,52.0,1.0
4,2013-03-31,24,0,27455,3933.0,50.0,596.8478260869565,865.7375780837286,118.5,212.0,625.5,46.0,0.0
5,2013-04-01,24,1,28212,4711.0,40.0,1007.5714285714286,1312.2232598143823,87.75,489.5,1205.0,28.0,1.0
6,2013-04-02,24,2,4992,897.0,50.0,217.0434782608696,201.3589012550091,91.0,161.0,247.0,23.0,2.0
7,2013-04-03,24,3,32962,3944.0,61.0,867.421052631579,1013.725818029413,172.0,388.5,1253.0,38.0,
8,2013-04-04,24,4,36040,5233.0,51.0,1287.142857142857,1278.373379476629,326.25,943.0,1918.75,28.0,
9,2013-04-05,24,5,34406,4166.0,60.0,860.15,1037.5361482735718,244.5,435.5,934.75,40.0,2.0
10,2013-04-06,24,6,35575,6278.0,50.0,1147.5806451612902,1548.3930976810238,161.0,434.0,1518.0,31.0,1.0
11,2013-04-07,24,0,14729,1553.0,30.0,306.8541666666667,351.63387569382587,97.75,166.0,312.25,48.0,1.0
12,2013-04-08,24,1,34662,4447.0,40.0,845.4146341463414,1145.7235263275727,222.0,413.0,675.0,41.0,1.0
13,2013-04-09,24,2,26521,4845.0,30.0,631.452380952381,1044.9991528151766,110.25,232.0,481.25,42.0,1.0
14,2013-04-10,24,3,7441,1371.0,60.0,413.3888888888889,404.8129762638965,93.5,267.0,491.5,18.0,
15,2013-04-11,24,4,22229,3874.0,81.0,966.4782608695652,1232.8715877084103,176.5,312.0,1068.5,23.0,
16,2013-04-12,24,5,41477,4599.0,60.0,882.4893617021277,1103.3518078296188,136.0,383.0,1140.0,47.0,1.0
17,2013-04-13,24,6,28351,3933.0,70.0,1012.5357142857144,1175.6320752918518,144.0,469.5,1379.5,28.0,1.0
18,2013-04-14,24,0,27445,3076.0,30.0,703.7179487179487,806.9444299890906,146.5,302.0,1079.0,39.0,1.0
19,2013-04-15,24,1,31697,3933.0,70.0,834.1315789473684,1039.7498444221178,151.25,418.5,878.25,38.0,1.0
20,2013-04-16,24,2,19477,3813.0,60.0,572.8529411764706,846.3026943391073,71.0,196.5,557.25,34.0,
21,2013-04-17,24,3,28684,5074.0,41.0,1247.1304347826087,1429.9702255116372,146.0,532.0,1861.5,23.0,1.0
22,2013-04-18,24,4,32801,5553.0,40.0,1171.4642857142858,1435.518114806117,189.25,669.5,1296.25,28.0,1.0
23,2013-04-19,24,5,22429,4004.0,60.0,1068.047619047619,1404.9338232169682,202.0,383.0,1149.0,21.0,
24,2013-04-20,24,6,7219,1936.0,80.0,401.05555555555554,513.499925221625,106.5,207.0,410.75,18.0,
25,2013-04-21,24,0,12575,4438.0,40.0,598.8095238095239,993.7447669823284,91.0,252.0,565.0,21.0,
26,2013-04-22,24,1,14676,2691.0,60.0,305.75,409.4893290896576,111.0,181.0,335.5,48.0,
27,2013-04-23,24,2,14792,1402.0,51.0,255.0344827586207,288.5520394865249,90.25,141.0,275.25,58.0,
28,2013-04-24,24,3,29682,3500.0,30.0,520.7368421052631,681.7186402844491,141.0,272.0,605.0,57.0,
29,2013-04-25,24,4,44832,8584.0,70.0,1358.5454545454545,1876.3063464375475,171.0,483.0,1593.0,33.0,
30,2013-04-26,24,5,11499,2118.0,50.0,499.9565217391304,524.4100129288904,121.5,413.0,579.5,23.0,
