,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,18,3,25163,8451.0,60.0,811.7096774193549,1551.2986429343296,141.5,293.0,837.0,31.0,2.0
1,2013-03-28,18,4,11795,1876.0,60.0,512.8260869565217,480.4113438383168,151.0,434.0,570.0,23.0,
2,2013-03-29,18,5,24224,5768.0,30.0,692.1142857142858,1119.4516980208125,131.0,343.0,560.0,35.0,1.0
3,2013-03-30,18,6,14967,2804.0,40.0,498.9,591.2950340070338,138.75,247.0,632.75,30.0,2.0
4,2013-03-31,18,0,12784,2037.0,81.0,799.0,610.8286175352298,442.5,590.0,1111.75,16.0,
5,2013-04-01,18,1,22818,3984.0,40.0,1267.6666666666667,1391.3401072770262,201.25,650.5,2076.75,18.0,
6,2013-04-02,18,2,33623,4054.0,60.0,1461.8695652173913,1209.030915626524,464.5,1522.0,2082.5,23.0,
7,2013-04-03,18,3,23112,9963.0,30.0,1359.529411764706,2440.988097002089,251.0,353.0,1352.0,17.0,1.0
8,2013-04-04,18,4,3630,645.0,111.0,330.0,182.79113764075103,196.5,302.0,444.0,11.0,
9,2013-04-05,18,5,21943,4246.0,50.0,783.6785714285714,1047.0265147009277,154.5,338.0,872.0,28.0,1.0
10,2013-04-06,18,6,30061,6314.0,60.0,910.939393939394,1237.560098020343,272.0,514.0,928.0,33.0,
11,2013-04-08,18,1,23084,4125.0,70.0,923.36,1237.3144601649708,131.0,363.0,898.0,25.0,1.0
12,2013-04-09,18,2,15153,3792.0,61.0,797.5263157894736,1000.7326964902072,105.5,464.0,968.5,19.0,1.0
13,2013-04-10,18,3,23076,3873.0,50.0,721.125,1005.4001209597136,95.25,206.5,957.5,32.0,
14,2013-04-16,18,2,31137,5406.0,70.0,973.03125,1355.474264920918,223.75,365.5,1199.75,32.0,
15,2013-04-17,18,3,33904,3822.0,50.0,753.4222222222222,972.7724785115454,111.0,323.0,837.0,45.0,
16,2013-04-18,18,4,192,192.0,192.0,192.0,,192.0,192.0,192.0,1.0,
17,2013-04-20,18,6,7099,3429.0,41.0,591.5833333333334,926.8000135690088,181.0,252.0,705.25,12.0,1.0
18,2013-04-21,18,0,16275,1996.0,60.0,542.5,508.4686780439127,161.25,443.5,642.75,30.0,1.0
19,2013-04-22,18,1,11877,1523.0,71.0,539.8636363636364,354.53904284356736,315.25,479.0,675.75,22.0,
20,2013-04-23,18,2,54552,3712.0,50.0,924.6101694915254,945.067011252042,197.0,635.0,1291.5,59.0,
21,2013-04-24,18,3,18609,3651.0,30.0,547.3235294117648,801.9621664388458,148.5,272.0,516.75,34.0,
22,2013-04-25,18,4,18590,2673.0,60.0,715.0,728.0830721833876,173.75,438.5,895.25,26.0,
23,2013-04-26,18,5,41559,4369.0,30.0,554.12,789.178052735198,136.0,283.0,580.0,75.0,0.0
24,2013-04-27,18,6,719,679.0,40.0,359.5,451.8412331782039,199.75,359.5,519.25,2.0,
25,2013-05-03,18,5,5703,2634.0,70.0,814.7142857142857,864.7661946610606,302.5,656.0,869.0,7.0,
26,2013-05-04,18,6,7721,1498.0,51.0,406.3684210526316,390.4833487026496,121.0,272.0,585.0,19.0,
27,2013-05-05,18,0,6186,1170.0,81.0,515.5,392.7764805030511,139.25,499.0,814.75,12.0,
28,2013-05-06,18,1,8362,2834.0,71.0,760.1818181818181,865.5738926494744,106.0,464.0,913.0,11.0,
29,2013-05-07,18,2,22820,6868.0,60.0,1201.0526315789473,1636.0172667414067,176.0,585.0,1733.5,19.0,
30,2013-05-08,18,3,13526,3309.0,81.0,845.375,965.9868097788224,143.5,393.5,1221.5,16.0,
31,2013-05-14,18,2,6504,1524.0,50.0,722.6666666666666,450.2604801667586,383.0,796.0,957.0,9.0,
32,2013-05-15,18,3,16598,4417.0,61.0,518.6875,968.366547419566,128.5,176.5,338.0,32.0,
33,2013-05-16,18,4,28670,6586.0,50.0,597.2916666666666,1258.4399487500104,98.5,206.5,408.25,48.0,
34,2013-05-17,18,5,876,323.0,50.0,125.14285714285714,93.17265080023674,75.5,80.0,136.0,7.0,
35,2013-05-18,18,6,11109,4690.0,61.0,694.3125,1200.4306848655056,121.0,192.0,541.75,16.0,
36,2013-05-19,18,0,21140,3572.0,70.0,782.9629629629629,851.6956156118345,317.5,504.0,847.5,27.0,
37,2013-05-20,18,1,11462,2786.0,70.0,1042.0,970.0205152469716,237.0,675.0,1767.0,11.0,
38,2013-05-21,18,2,8236,1664.0,61.0,358.0869565217391,414.9032650722201,96.0,191.0,347.5,23.0,
39,2013-05-22,18,3,5476,3307.0,41.0,497.8181818181818,946.70669356267,96.0,131.0,363.5,11.0,
40,2013-05-23,18,4,27188,4608.0,30.0,1045.6923076923076,1187.4676170483392,116.0,484.0,1747.0,26.0,
41,2013-05-24,18,5,8957,2057.0,41.0,639.7857142857143,627.2863630900017,153.75,318.0,1046.25,14.0,
42,2013-05-25,18,6,15971,2834.0,50.0,665.4583333333334,699.351002198011,133.5,367.5,1092.5,24.0,
43,2013-05-26,18,0,20654,4609.0,70.0,688.4666666666667,983.9011981983213,126.25,308.0,671.25,30.0,
44,2013-05-29,18,3,9823,5356.0,100.0,982.3,1607.6837064547242,194.0,408.0,728.75,10.0,
