,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,52,3,4993,2254.0,111.0,832.1666666666666,915.395524714135,186.5,389.0,1395.5,6.0,
1,2013-03-28,52,4,19228,2466.0,61.0,600.875,714.7956509245458,126.0,243.0,993.0,32.0,1.0
2,2013-03-29,52,5,10473,2457.0,41.0,476.04545454545456,695.7808547491787,91.0,126.0,606.5,22.0,
3,2013-03-30,52,6,17039,3226.0,50.0,608.5357142857143,786.7486060029717,101.0,349.0,598.75,28.0,1.0
4,2013-03-31,52,0,3356,1506.0,60.0,479.4285714285714,614.6383373287788,66.0,111.0,773.5,7.0,1.0
5,2013-04-01,52,1,14294,4541.0,91.0,893.375,1181.0907317673214,168.5,404.0,1107.5,16.0,
6,2013-04-02,52,2,5551,2306.0,70.0,308.3888888888889,526.3127161330978,83.5,136.5,255.25,18.0,
7,2013-04-03,52,3,7330,1082.0,40.0,366.5,316.6822249178936,156.75,202.0,594.5,20.0,0.0
8,2013-04-04,52,4,10575,5268.0,102.0,622.0588235294117,1232.0097133641152,182.0,233.0,424.0,17.0,2.0
9,2013-04-05,52,5,10426,8312.0,20.0,1303.25,2844.0782965915087,126.0,248.0,678.0,8.0,1.0
10,2013-04-06,52,6,1506,587.0,80.0,215.14285714285717,182.6767897785855,96.0,121.0,263.0,7.0,0.0
11,2013-04-07,52,0,8028,2184.0,30.0,535.2,699.3220390390354,106.0,192.0,738.0,15.0,0.0
12,2013-04-08,52,1,8363,3499.0,30.0,696.9166666666666,967.5076187939,71.0,444.5,861.75,12.0,0.0
13,2013-04-09,52,2,5610,2891.0,61.0,467.5,837.7349873861716,88.5,121.5,265.75,12.0,2.0
14,2013-04-10,52,3,6348,1658.0,81.0,453.4285714285714,438.4638769939565,192.0,303.5,488.25,14.0,1.0
15,2013-04-11,52,4,16378,2578.0,51.0,564.7586206896551,739.6839892419509,111.0,222.0,637.0,29.0,2.0
16,2013-04-12,52,5,9799,4337.0,71.0,699.9285714285714,1179.7516990572935,106.0,233.0,558.75,14.0,1.0
17,2013-04-13,52,6,10785,1931.0,40.0,539.25,614.6143741789386,98.5,308.5,632.0,20.0,2.0
18,2013-04-14,52,0,11021,2709.0,50.0,440.84,629.0130284819227,122.0,212.0,415.0,25.0,1.0
19,2013-04-15,52,1,2931,2255.0,91.0,586.2,939.64950912561,101.0,121.0,363.0,5.0,1.0
20,2013-04-16,52,2,2315,1375.0,70.0,463.0,536.6707556780042,71.0,354.0,445.0,5.0,1.0
21,2013-04-17,52,3,930,536.0,41.0,186.0,205.35457141247184,60.0,91.0,202.0,5.0,1.0
