,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,7,3,28745,4347.0,60.0,1149.8,1195.2050033362475,434.0,726.0,1230.0,25.0,1.0
1,2013-03-28,7,4,30795,6063.0,51.0,1099.821428571429,1410.7649370720685,186.75,600.0,1237.75,28.0,1.0
2,2013-03-29,7,5,17618,4821.0,41.0,518.1764705882352,1136.7924698156608,70.25,141.0,279.5,34.0,1.0
3,2013-03-30,7,6,10583,2561.0,60.0,503.95238095238096,708.6637055889398,131.0,202.0,474.0,21.0,2.0
4,2013-03-31,7,0,16441,2239.0,40.0,342.5208333333333,475.0896439299677,108.5,202.0,357.25,48.0,2.0
5,2013-04-01,7,1,26160,7141.0,51.0,747.4285714285714,1547.9304644230874,85.5,191.0,519.5,35.0,2.0
6,2013-04-02,7,2,25644,6383.0,40.0,582.8181818181819,1067.4982985167485,81.0,161.0,695.5,44.0,
7,2013-04-03,7,3,35243,6617.0,51.0,1258.678571428571,1483.1220836732778,259.75,701.0,2039.5,28.0,2.0
8,2013-04-04,7,4,32907,3570.0,60.0,476.9130434782609,698.8452816049368,121.0,192.0,565.0,69.0,2.0
9,2013-04-05,7,5,35292,3803.0,71.0,1176.4,1113.322477061805,303.0,650.5,1960.0,30.0,2.0
10,2013-04-06,7,6,54434,8895.0,50.0,598.1758241758242,996.983869181962,252.0,433.0,600.0,91.0,
11,2013-04-07,7,0,44286,10149.0,60.0,1006.5,1611.150859796579,206.25,570.0,955.0,44.0,
12,2013-04-08,7,1,37110,10714.0,70.0,562.2727272727273,1335.5352663080257,171.25,216.5,458.75,66.0,2.0
13,2013-04-09,7,2,13462,4884.0,30.0,420.6875,885.4513133006277,70.0,186.0,332.0,32.0,
14,2013-04-10,7,3,15931,2682.0,50.0,430.5675675675676,572.0396519152874,71.0,181.0,534.0,37.0,
15,2013-04-11,7,4,32678,3359.0,80.0,961.1176470588236,938.1404806836376,302.25,605.0,1154.75,34.0,0.0
16,2013-04-12,7,5,23134,3190.0,50.0,746.258064516129,870.7086373654482,131.0,393.0,1028.5,31.0,1.0
17,2013-04-13,7,6,14800,2663.0,41.0,321.7391304347826,421.70307799485903,113.5,176.5,365.5,46.0,2.0
18,2013-04-14,7,0,9907,2592.0,60.0,230.3953488372093,386.4547740147661,86.0,141.0,236.5,43.0,
19,2013-04-15,7,1,14693,4882.0,30.0,734.65,1097.86564584005,173.5,292.5,819.5,20.0,1.0
20,2013-04-16,7,2,18025,1231.0,31.0,353.4313725490196,322.2667376507827,81.0,242.0,448.0,51.0,1.0
21,2013-04-17,7,3,22871,2743.0,30.0,519.7954545454545,592.474259260126,115.25,313.0,690.25,44.0,2.0
22,2013-04-18,7,4,22620,3357.0,61.0,646.2857142857143,874.9710439386508,131.0,292.0,600.0,35.0,2.0
23,2013-04-19,7,5,35372,7675.0,50.0,1105.375,1603.2419524402785,148.5,298.0,1674.25,32.0,
24,2013-04-20,7,6,4724,1775.0,101.0,429.45454545454544,478.6932971405309,157.5,293.0,464.0,11.0,2.0
25,2013-04-21,7,0,22379,3983.0,131.0,658.2058823529412,793.0060865451682,244.5,383.0,545.0,34.0,
26,2013-04-22,7,1,9112,1332.0,61.0,506.22222222222223,414.248370447369,141.75,444.0,749.0,18.0,
27,2013-04-27,7,6,402,342.0,60.0,201.0,199.4041122946064,130.5,201.0,271.5,2.0,
28,2013-04-28,7,0,3797,1109.0,50.0,223.35294117647055,255.07472953442252,80.0,161.0,272.0,17.0,
29,2013-04-29,7,1,6165,1401.0,60.0,513.75,417.0079844450332,211.75,419.0,807.5,12.0,
30,2013-04-30,7,2,9508,4105.0,40.0,452.7619047619048,931.2699342705048,60.0,81.0,202.0,21.0,
31,2013-05-01,7,3,19746,3783.0,30.0,1161.529411764706,1241.32797427025,151.0,575.0,1680.0,17.0,
32,2013-05-02,7,4,14259,2834.0,70.0,491.6896551724138,546.3828526545071,202.0,353.0,504.0,29.0,
33,2013-05-03,7,5,13567,4985.0,40.0,753.7222222222222,1379.287062454221,82.75,171.5,494.0,18.0,
34,2013-05-04,7,6,1129,383.0,191.0,282.25,99.87116701030384,199.25,277.5,360.5,4.0,
35,2013-05-05,7,0,8122,1250.0,41.0,208.25641025641025,211.22060280647935,90.0,141.0,242.0,39.0,
36,2013-05-06,7,1,10818,3257.0,50.0,721.2,828.684172132458,272.0,535.0,721.0,15.0,
37,2013-05-07,7,2,353,161.0,71.0,117.66666666666669,45.09249752822895,96.0,121.0,141.0,3.0,
38,2013-05-08,7,3,1634,555.0,51.0,204.25,178.45267479883046,78.25,121.0,309.75,8.0,
39,2013-05-09,7,4,695,423.0,272.0,347.5,106.77312395916869,309.75,347.5,385.25,2.0,
40,2013-05-10,7,5,6090,2067.0,61.0,358.2352941176471,486.1811042980492,101.0,171.0,404.0,17.0,
41,2013-05-11,7,6,6041,1644.0,61.0,431.5,558.320937481991,83.5,176.5,456.75,14.0,
42,2013-05-12,7,0,19425,1533.0,40.0,281.5217391304348,270.52050094627776,121.0,192.0,313.0,69.0,
43,2013-05-13,7,1,18123,4754.0,30.0,624.9310344827586,937.6397393392504,141.0,292.0,616.0,29.0,
44,2013-05-14,7,2,13825,3561.0,40.0,531.7307692307693,788.4063194922937,102.75,181.5,655.5,26.0,
