,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,33,3,2914,857.0,70.0,291.4,239.91628169472412,100.25,282.5,343.0,10.0,
1,2013-03-28,33,4,5823,2632.0,70.0,831.8571428571429,1020.6985236545,116.0,181.0,1354.0,7.0,2.0
2,2013-03-29,33,5,8578,8578.0,8578.0,8578.0,,8578.0,8578.0,8578.0,1.0,1.0
3,2013-03-30,33,6,10128,5293.0,121.0,1446.857142857143,2208.369491168497,146.5,162.0,2129.5,7.0,1.0
4,2013-03-31,33,0,15357,4891.0,81.0,903.3529411764706,1248.7553273748458,222.0,423.0,776.0,17.0,2.0
5,2013-04-01,33,1,22531,4734.0,50.0,1072.904761904762,1472.7639289703525,172.0,323.0,1110.0,21.0,1.0
6,2013-04-02,33,2,13244,4147.0,50.0,1324.4,1472.497666476174,116.0,852.5,2188.75,10.0,
7,2013-04-03,33,3,22481,5846.0,61.0,1498.7333333333331,1614.5713923367964,237.0,1008.0,2112.0,15.0,1.0
8,2013-04-04,33,4,6347,1413.0,40.0,577.0,484.5598002310964,217.5,434.0,857.5,11.0,1.0
9,2013-04-05,33,5,31594,8228.0,71.0,1373.6521739130435,1899.8331172810383,333.0,534.0,1498.5,23.0,1.0
10,2013-04-06,33,6,12398,4923.0,80.0,1127.090909090909,1469.0550333153249,183.0,554.0,1367.0,11.0,1.0
11,2013-04-07,33,0,6764,1866.0,60.0,356.0,434.6794476648536,140.5,191.0,342.5,19.0,
12,2013-04-08,33,1,31811,5749.0,71.0,1096.9310344827586,1459.582766483884,262.0,636.0,1060.0,29.0,2.0
13,2013-04-09,33,2,14949,6072.0,70.0,679.5,1298.296053624574,99.25,237.0,602.5,22.0,2.0
14,2013-04-10,33,3,29752,4659.0,60.0,1144.3076923076924,1222.3611829318131,277.0,695.5,1822.75,26.0,1.0
15,2013-04-11,33,4,27882,6375.0,70.0,1394.1,1741.4288114255942,126.75,479.0,2365.0,20.0,2.0
16,2013-04-12,33,5,19370,6868.0,51.0,922.3809523809524,1864.2333404429412,172.0,333.0,554.0,21.0,0.0
17,2013-04-13,33,6,737,222.0,91.0,184.25,62.34514148405364,181.75,212.0,214.5,4.0,2.0
18,2013-04-14,33,0,1077,332.0,60.0,153.85714285714286,100.6386747584787,85.5,90.0,212.0,7.0,1.0
19,2013-04-15,33,1,20057,4912.0,70.0,1253.5625,1598.1012470533065,108.5,267.5,2061.5,16.0,2.0
20,2013-04-16,33,2,19962,6687.0,71.0,831.75,1382.8770026100754,181.75,373.0,766.5,24.0,2.0
