,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,31,3,4659,1340.0,40.0,465.9,383.5794717019031,173.0,474.5,579.0,10.0,
1,2013-03-28,31,4,26243,3643.0,50.0,452.4655172413793,704.104587912835,123.5,192.0,370.5,58.0,2.0
2,2013-03-29,31,5,38166,6254.0,31.0,471.1851851851852,882.8972068014359,121.0,232.0,403.0,81.0,2.0
3,2013-03-30,31,6,18176,1383.0,51.0,242.34666666666664,200.1060862786681,120.5,172.0,303.0,75.0,0.0
4,2013-03-31,31,0,21410,2995.0,41.0,578.6486486486486,716.3979812698858,101.0,222.0,736.0,37.0,
5,2013-04-01,31,1,19777,4358.0,70.0,637.9677419354839,1044.1023731375185,151.0,202.0,579.5,31.0,
6,2013-04-02,31,2,24971,5798.0,60.0,542.8478260869565,922.5477275793572,131.0,262.0,519.25,46.0,
7,2013-04-03,31,3,15762,1977.0,40.0,463.5882352941176,486.2583250138514,102.75,352.5,587.25,34.0,2.0
8,2013-04-04,31,4,30982,3912.0,40.0,516.3666666666667,740.818968866732,131.0,292.5,489.75,60.0,1.0
9,2013-04-05,31,5,17427,3767.0,50.0,370.7872340425532,584.0515885556317,100.5,225.0,398.5,47.0,2.0
10,2013-04-06,31,6,24821,2360.0,50.0,477.3269230769231,523.9816910868819,121.0,262.5,657.75,52.0,1.0
11,2013-04-07,31,0,16005,1966.0,40.0,400.125,477.81013220305135,111.0,222.0,421.0,40.0,
12,2013-04-08,31,1,34365,4097.0,40.0,701.3265306122449,986.5100816294084,121.0,253.0,880.0,49.0,
13,2013-04-09,31,2,20720,2783.0,40.0,493.3333333333333,597.2260538101076,105.25,227.0,607.25,42.0,
14,2013-04-10,31,3,32410,4550.0,50.0,558.7931034482758,888.9442537456399,104.25,282.5,468.75,58.0,
15,2013-04-11,31,4,29790,3671.0,40.0,458.3076923076923,702.2918491241045,91.0,212.0,454.0,65.0,
16,2013-04-12,31,5,14164,3690.0,30.0,314.7555555555556,553.2383242639138,90.0,152.0,353.0,45.0,2.0
17,2013-04-13,31,6,18183,1846.0,50.0,443.4878048780488,409.5445105206038,141.0,332.0,585.0,41.0,
18,2013-04-14,31,0,28191,2835.0,50.0,375.88,488.95182872222784,131.0,222.0,428.0,75.0,1.0
19,2013-04-15,31,1,36166,4055.0,31.0,446.4938271604938,622.4240540711933,101.0,232.0,504.0,81.0,1.0
20,2013-04-16,31,2,41393,4578.0,30.0,667.6290322580645,841.1318922302952,152.0,343.0,827.0,62.0,1.0
21,2013-04-17,31,3,31997,3843.0,60.0,639.94,867.8400682623686,146.75,297.5,609.75,50.0,1.0
22,2013-04-18,31,4,25340,3711.0,40.0,487.3076923076923,766.9580232003789,100.75,171.5,486.5,52.0,
23,2013-04-19,31,5,25387,3793.0,50.0,497.7843137254902,650.7004015282452,136.0,222.0,620.0,51.0,
24,2013-04-20,31,6,21480,5134.0,61.0,596.6666666666666,862.3825137373786,218.75,399.5,644.5,36.0,
25,2013-04-21,31,0,14947,2180.0,40.0,415.19444444444446,489.7850735312055,98.5,282.0,481.75,36.0,
26,2013-04-22,31,1,31811,4337.0,60.0,589.0925925925926,890.5591050383667,123.5,259.0,623.0,54.0,
27,2013-04-23,31,2,33418,4388.0,60.0,903.1891891891892,1011.1949706998986,181.0,545.0,1099.0,37.0,
28,2013-04-24,31,3,8663,3541.0,50.0,376.6521739130435,713.8308692410429,106.0,212.0,267.0,23.0,
29,2013-04-25,31,4,32870,3236.0,40.0,538.8524590163935,609.7054708645691,131.0,313.0,747.0,61.0,
30,2013-04-26,31,5,8884,2411.0,70.0,444.2,552.7763990696609,153.5,232.0,531.75,20.0,
31,2013-04-27,31,6,3762,1009.0,40.0,179.14285714285714,207.6016102332267,81.0,121.0,192.0,21.0,
32,2013-04-28,31,0,19333,3773.0,70.0,604.15625,750.5560136572731,118.5,308.0,905.5,32.0,
33,2013-04-29,31,1,17713,1664.0,30.0,402.5681818181818,436.51055011237474,118.5,242.0,464.75,44.0,
34,2013-04-30,31,2,22447,6342.0,50.0,680.2121212121212,1177.8380819741246,71.0,312.0,847.0,33.0,
35,2013-05-01,31,3,12666,1633.0,40.0,361.8857142857143,389.8541787287509,101.0,192.0,459.0,35.0,
36,2013-05-02,31,4,12695,2300.0,60.0,528.9583333333334,612.2658188818109,128.75,231.5,661.0,24.0,
37,2013-05-03,31,5,13232,2752.0,50.0,456.2758620689655,617.6189241498192,121.0,232.0,394.0,29.0,
38,2013-05-04,31,6,5685,575.0,30.0,258.40909090909093,150.23557979796075,161.25,231.5,360.5,22.0,
39,2013-05-05,31,0,21649,2350.0,60.0,313.7536231884058,342.43536984874123,121.0,201.0,363.0,69.0,
40,2013-05-06,31,1,3995,1887.0,61.0,399.5,576.83200905174,80.25,116.0,484.25,10.0,
41,2013-05-07,31,2,15058,3399.0,50.0,792.5263157894736,1016.6407301839748,131.5,262.0,958.5,19.0,
42,2013-05-08,31,3,19072,2109.0,51.0,346.76363636363635,425.4832095584521,110.5,181.0,353.0,55.0,
43,2013-05-09,31,4,16095,3892.0,30.0,459.8571428571428,822.0991117741413,101.0,262.0,444.0,35.0,
44,2013-05-10,31,5,20599,1492.0,51.0,316.9076923076923,312.39746933378615,110.0,222.0,412.0,65.0,
45,2013-05-11,31,6,16604,2087.0,30.0,404.9756097560976,515.3174015985138,71.0,191.0,454.0,41.0,
46,2013-05-12,31,0,16186,1916.0,30.0,394.780487804878,482.0615371607199,81.0,192.0,494.0,41.0,
47,2013-05-13,31,1,17693,2946.0,101.0,769.2608695652174,816.4875001766187,201.5,353.0,1317.5,23.0,
48,2013-05-14,31,2,23042,3089.0,60.0,490.25531914893617,595.5417872421098,131.0,313.0,539.5,47.0,
49,2013-05-15,31,3,30020,3095.0,50.0,469.0625,553.5601335253211,115.25,252.0,627.75,64.0,
50,2013-05-16,31,4,13823,3147.0,30.0,476.6551724137931,733.4137049180199,151.0,221.0,444.0,29.0,
51,2013-05-17,31,5,3647,775.0,60.0,191.94736842105263,173.20459119017812,85.5,142.0,217.0,19.0,
52,2013-05-18,31,6,8100,1311.0,51.0,253.125,247.98162653062465,91.75,166.5,309.5,32.0,
53,2013-05-19,31,0,11547,2703.0,50.0,256.6,434.7785956929426,71.0,111.0,262.0,45.0,
54,2013-05-20,31,1,10863,1140.0,31.0,285.8684210526316,278.0283060693964,90.25,186.0,413.75,38.0,
55,2013-05-21,31,2,21566,3286.0,50.0,392.1090909090909,536.6505060619673,111.0,202.0,403.5,55.0,
56,2013-05-22,31,3,23614,2833.0,50.0,454.11538461538464,545.9261838289543,113.5,282.5,602.5,52.0,
57,2013-05-23,31,4,9801,3892.0,70.0,612.5625,986.2155929781952,141.0,211.5,448.5,16.0,
58,2013-05-24,31,5,807,807.0,807.0,807.0,,807.0,807.0,807.0,1.0,
59,2013-05-25,31,6,18129,2149.0,41.0,453.225,470.4339779013656,128.5,247.5,560.0,40.0,
60,2013-05-26,31,0,3106,767.0,101.0,388.25,241.2697068190937,196.0,348.0,557.0,8.0,
61,2013-05-29,31,3,1130,1130.0,1130.0,1130.0,,1130.0,1130.0,1130.0,1.0,
62,2013-05-30,31,4,1582,1582.0,1582.0,1582.0,,1582.0,1582.0,1582.0,1.0,
