,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,15,3,22910,4014.0,50.0,881.1538461538462,950.618438378204,234.75,526.5,1306.5,26.0,
1,2013-03-28,15,4,10302,4544.0,61.0,606.0,1077.2180025417324,81.0,141.0,716.0,17.0,
2,2013-03-29,15,5,31620,4992.0,61.0,790.5,966.9610073542726,151.75,292.5,1278.75,40.0,1.0
3,2013-03-30,15,6,32483,8221.0,51.0,792.2682926829268,1445.9999485544638,141.0,272.0,635.0,41.0,2.0
4,2013-03-31,15,0,42587,4038.0,60.0,835.0392156862745,903.7909484119502,196.0,494.0,1053.5,51.0,1.0
5,2013-04-01,15,1,31143,4896.0,40.0,943.7272727272727,1082.4965147959851,161.0,736.0,1200.0,33.0,
6,2013-04-02,15,2,6192,1271.0,60.0,516.0,432.7064930075687,121.0,549.5,728.75,12.0,
7,2013-04-03,15,3,37612,4588.0,50.0,1175.375,1275.0759053939216,239.25,615.0,2062.75,32.0,0.0
8,2013-04-04,15,4,4546,1099.0,90.0,413.27272727272725,338.9728870895402,206.5,282.0,484.5,11.0,
9,2013-04-05,15,5,24682,3318.0,50.0,632.8717948717949,817.5244461011605,71.0,252.0,993.0,39.0,1.0
10,2013-04-06,15,6,11359,2955.0,60.0,454.36,598.5114089695088,100.0,373.0,474.0,25.0,
11,2013-04-07,15,0,15045,3662.0,40.0,537.3214285714286,828.5165258447678,71.0,237.0,536.75,28.0,
12,2013-04-08,15,1,29962,2975.0,50.0,881.2352941176471,823.9373342905333,221.25,645.0,1394.75,34.0,
13,2013-04-09,15,2,19116,2491.0,30.0,546.1714285714286,559.3713112643035,151.5,323.0,757.0,35.0,1.0
14,2013-04-10,15,3,25396,4618.0,91.0,976.7692307692308,1142.975566062278,275.25,614.5,1051.25,26.0,
15,2013-04-11,15,4,3548,1372.0,131.0,443.5,430.16275989443807,198.75,257.0,450.5,8.0,
16,2013-04-12,15,5,13735,3106.0,81.0,981.0714285714286,958.1613373287656,284.5,529.5,1679.25,14.0,
17,2013-04-13,15,6,16968,4084.0,40.0,499.05882352941177,902.0515318605184,100.25,217.0,451.25,34.0,
18,2013-04-14,15,0,13553,2803.0,50.0,616.0454545454545,868.5415513416307,101.0,247.0,461.5,22.0,
19,2013-04-15,15,1,22575,3884.0,41.0,836.1111111111111,1018.1806297861864,201.0,343.0,1114.5,27.0,
20,2013-04-16,15,2,14610,2038.0,60.0,429.7058823529412,486.6619465988477,91.0,252.0,502.25,34.0,
21,2013-04-17,15,3,12600,3258.0,71.0,630.0,755.3868301459158,143.5,373.0,738.75,20.0,1.0
22,2013-04-18,15,4,9620,2895.0,181.0,1068.888888888889,869.7715855965354,464.0,968.0,1482.0,9.0,
23,2013-04-19,15,5,12383,3036.0,30.0,1125.7272727272727,1034.4460441133788,101.0,1109.0,1795.0,11.0,
24,2013-04-20,15,6,13328,3873.0,101.0,666.4,898.5832943261884,196.0,322.5,713.25,20.0,
25,2013-04-21,15,0,3833,2541.0,101.0,638.8333333333334,953.6811661486591,146.25,202.0,545.0,6.0,
26,2013-04-22,15,1,24173,4358.0,40.0,619.8205128205128,850.1921724495393,196.5,333.0,575.0,39.0,
27,2013-04-23,15,2,20044,2996.0,91.0,954.4761904761904,845.2040356652126,313.0,748.0,1210.0,21.0,
28,2013-04-25,15,4,11757,2168.0,50.0,979.75,658.7515913384264,587.5,973.0,1287.75,12.0,
29,2013-04-28,15,0,17164,5547.0,71.0,1009.6470588235294,1344.8677881662045,273.0,524.0,937.0,17.0,
30,2013-04-29,15,1,38204,3359.0,90.0,888.4651162790698,746.6981715984302,277.5,676.0,1286.0,43.0,
31,2013-04-30,15,2,16629,6123.0,70.0,1279.1538461538462,1731.6631623073547,201.0,444.0,1613.0,13.0,
32,2013-05-05,15,0,21353,4175.0,70.0,1779.4166666666667,1522.5870602565246,284.25,1618.0,2911.25,12.0,
33,2013-05-06,15,1,21447,4047.0,70.0,857.88,1076.452093685548,192.0,353.0,1018.0,25.0,
34,2013-05-07,15,2,6745,1747.0,60.0,481.7857142857143,479.6850214257474,153.75,282.0,655.75,14.0,
35,2013-05-08,15,3,13605,1573.0,71.0,438.8709677419355,383.7214911829919,157.5,303.0,564.5,31.0,
36,2013-05-10,15,5,13251,3922.0,182.0,1656.375,1248.8062800130372,696.0,1628.5,2274.5,8.0,
37,2013-05-13,15,1,10366,2461.0,41.0,575.8888888888889,720.5594957587502,91.0,232.5,589.75,18.0,
38,2013-05-14,15,2,11263,2048.0,50.0,417.14814814814815,413.3780820827814,182.0,312.0,464.0,27.0,
39,2013-05-15,15,3,22400,3511.0,71.0,640.0,703.6984230394688,257.0,393.0,696.5,35.0,
40,2013-05-16,15,4,9338,2582.0,40.0,933.8,957.5209658279028,133.75,564.5,1662.0,10.0,
41,2013-05-25,15,6,2666,1151.0,283.0,533.2,351.4921051744975,354.0,434.0,444.0,5.0,
42,2013-05-26,15,0,1147,453.0,70.0,191.16666666666663,140.61780351956386,102.75,151.5,213.75,6.0,
43,2013-05-27,15,1,2884,585.0,51.0,206.0,138.8568715232731,141.0,181.0,222.0,14.0,
44,2013-05-28,15,2,10553,2866.0,50.0,555.421052631579,650.800218174985,171.5,353.0,655.5,19.0,
45,2013-05-29,15,3,14997,2385.0,70.0,749.85,703.3017077366321,138.5,545.0,1182.5,20.0,
46,2013-05-30,15,4,1319,282.0,91.0,164.875,68.32995055506146,130.75,141.0,171.25,8.0,
