,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,8,3,15625,4184.0,60.0,976.5625,1254.027430255548,146.0,252.0,1595.25,16.0,1.0
1,2013-03-28,8,4,19647,2695.0,50.0,701.6785714285714,725.7596813542103,158.5,489.0,867.25,28.0,1.0
2,2013-03-29,8,5,19672,4705.0,50.0,786.88,1119.9266464074033,91.0,323.0,868.0,25.0,1.0
3,2013-03-30,8,6,17003,2784.0,40.0,548.483870967742,696.1942674746152,131.0,242.0,600.0,31.0,1.0
4,2013-03-31,8,0,8244,2158.0,40.0,412.2,525.1789269031633,108.5,181.5,461.5,20.0,1.0
5,2013-04-01,8,1,28189,3895.0,60.0,626.4222222222222,843.5916582438365,121.0,302.0,858.0,45.0,1.0
6,2013-04-02,8,2,19336,3258.0,61.0,585.939393939394,768.823002200195,121.0,312.0,625.0,33.0,1.0
7,2013-04-03,8,3,24346,6666.0,71.0,760.8125,1193.7774536616814,158.5,388.5,965.5,32.0,1.0
8,2013-04-04,8,4,16241,2109.0,70.0,676.7083333333334,592.7511743642057,176.25,443.5,1089.0,24.0,1.0
9,2013-04-05,8,5,37737,4680.0,70.0,1179.28125,1233.7780485911896,333.0,721.0,1441.25,32.0,1.0
10,2013-04-06,8,6,26497,7737.0,41.0,946.3214285714286,1672.5282050120552,161.75,378.0,993.0,28.0,1.0
11,2013-04-07,8,0,33124,5177.0,70.0,871.6842105263158,1195.4576440271208,186.25,358.0,852.0,38.0,1.0
12,2013-04-08,8,1,25377,4257.0,40.0,563.9333333333333,897.4812836741804,121.0,241.0,575.0,45.0,1.0
13,2013-04-09,8,2,19809,2626.0,40.0,582.6176470588235,590.5602894173636,151.25,438.5,815.5,34.0,1.0
14,2013-04-10,8,3,27093,4187.0,30.0,732.2432432432432,940.5439149002324,151.0,313.0,747.0,37.0,0.0
15,2013-04-11,8,4,17176,3459.0,51.0,477.1111111111111,671.8165471435435,98.5,257.0,607.75,36.0,1.0
16,2013-04-12,8,5,24059,4681.0,40.0,559.5116279069767,913.3185271330202,86.0,161.0,584.5,43.0,1.0
17,2013-04-13,8,6,16139,3399.0,51.0,461.1142857142857,686.8727415069039,100.0,212.0,449.0,35.0,1.0
18,2013-04-14,8,0,17646,1563.0,50.0,430.390243902439,364.1714484997953,141.0,333.0,524.0,41.0,1.0
19,2013-04-15,8,1,32243,5414.0,61.0,1240.1153846153843,1509.0342958839092,201.25,403.0,1984.75,26.0,1.0
20,2013-04-16,8,2,14213,1654.0,70.0,384.1351351351352,391.7943878392624,100.0,242.0,473.0,37.0,1.0
21,2013-04-17,8,3,30344,4023.0,60.0,758.6,956.0174282286508,209.25,403.0,870.0,40.0,1.0
22,2013-04-18,8,4,25448,3763.0,40.0,553.2173913043479,787.1123006998705,131.0,318.0,613.0,46.0,1.0
23,2013-04-19,8,5,23359,5440.0,30.0,440.7358490566038,809.6622076032078,91.0,192.0,494.0,53.0,
24,2013-04-20,8,6,13876,1675.0,40.0,433.625,451.2033909447047,100.75,282.0,499.75,32.0,1.0
25,2013-04-21,8,0,15329,2038.0,50.0,450.8529411764706,554.1002607204597,123.25,177.0,602.25,34.0,0.0
26,2013-04-22,8,1,26737,3794.0,40.0,495.1296296296296,784.494959429104,93.5,211.5,572.25,54.0,
27,2013-04-23,8,2,25181,2067.0,60.0,662.6578947368421,575.4641030115672,206.75,514.5,859.5,38.0,1.0
28,2013-04-24,8,3,20968,3327.0,71.0,616.7058823529412,752.8989843069321,153.75,282.0,672.75,34.0,
29,2013-04-25,8,4,24273,1866.0,50.0,362.2835820895522,379.1866816949838,100.5,202.0,524.5,67.0,0.0
30,2013-04-26,8,5,26981,3459.0,50.0,627.4651162790698,719.1672548307657,172.0,313.0,676.0,43.0,1.0
31,2013-04-27,8,6,13506,1744.0,40.0,225.1,278.16631410917586,88.5,131.0,264.75,60.0,0.0
32,2013-04-28,8,0,19448,4173.0,40.0,452.27906976744185,697.0552115039585,126.0,212.0,428.5,43.0,
33,2013-04-29,8,1,29205,4003.0,40.0,608.4375,787.0147990241218,113.25,303.0,666.0,48.0,1.0
34,2013-04-30,8,2,35946,3983.0,60.0,665.6666666666666,678.3676856846379,183.75,519.5,864.25,54.0,
35,2013-05-01,8,3,26135,3914.0,40.0,622.2619047619048,786.5376445652392,153.5,378.5,733.5,42.0,1.0
36,2013-05-02,8,4,27398,4277.0,41.0,547.96,693.5725602462447,194.5,297.0,759.25,50.0,1.0
37,2013-05-03,8,5,26152,4155.0,41.0,792.4848484848485,1182.5865486617704,110.0,181.0,665.0,33.0,
38,2013-05-04,8,6,24695,3167.0,50.0,617.375,636.2442962315494,151.0,408.0,812.0,40.0,
39,2013-05-05,8,0,17379,2802.0,70.0,579.3,689.5693883716928,123.5,307.5,706.0,30.0,0.0
40,2013-05-06,8,1,22077,3844.0,41.0,469.7234042553192,732.3110737850136,86.0,211.0,539.0,47.0,
41,2013-05-07,8,2,19187,3708.0,30.0,436.0681818181818,609.099388450334,88.5,227.5,572.5,44.0,1.0
42,2013-05-08,8,3,32494,4106.0,50.0,649.88,829.5919488716444,161.75,353.0,722.75,50.0,1.0
43,2013-05-09,8,4,20360,3996.0,60.0,484.7619047619048,703.8601166987729,111.0,237.5,519.0,42.0,1.0
44,2013-05-10,8,5,29622,3560.0,61.0,658.2666666666667,766.4062357404318,192.0,373.0,837.0,45.0,
45,2013-05-11,8,6,25537,2742.0,40.0,580.3863636363636,700.8652863262433,100.75,242.0,712.5,44.0,
46,2013-05-12,8,0,25080,2744.0,50.0,557.3333333333334,591.9335036364074,181.0,262.0,716.0,45.0,
47,2013-05-13,8,1,18047,2472.0,40.0,474.92105263157896,569.0257383424404,102.75,216.0,625.75,38.0,
48,2013-05-14,8,2,9208,1281.0,70.0,263.0857142857143,269.06159052491734,110.5,151.0,343.0,35.0,
49,2013-05-15,8,3,36329,4999.0,41.0,844.8604651162791,1083.0527310162156,146.0,351.0,1318.0,43.0,
50,2013-05-16,8,4,29572,3891.0,30.0,704.0952380952381,924.076752422122,204.25,322.5,693.5,42.0,
51,2013-05-17,8,5,21420,4398.0,40.0,420.0,706.6773804219291,91.0,182.0,444.0,51.0,
52,2013-05-18,8,6,11013,827.0,61.0,275.325,215.15866387627904,108.5,207.0,330.5,40.0,
53,2013-05-19,8,0,17552,2975.0,70.0,408.1860465116279,633.1837638855591,91.0,152.0,413.5,43.0,1.0
54,2013-05-20,8,1,18746,3076.0,30.0,360.5,491.8849897458296,81.0,166.5,466.5,52.0,
55,2013-05-21,8,2,26747,1942.0,30.0,495.3148148148149,469.49361818051295,141.0,368.0,630.25,54.0,
56,2013-05-22,8,3,35043,6437.0,41.0,898.5384615384615,1395.7971660470369,111.0,253.0,1154.5,39.0,
57,2013-05-23,8,4,35137,2864.0,50.0,616.438596491228,690.5310590289978,141.0,363.0,766.0,57.0,1.0
58,2013-05-24,8,5,23409,5902.0,50.0,1017.782608695652,1450.0817518183317,105.5,393.0,1313.0,23.0,1.0
59,2013-05-25,8,6,27072,5773.0,60.0,629.5813953488372,923.0527053145356,171.0,405.0,584.0,43.0,
60,2013-05-26,8,0,24313,5881.0,80.0,784.2903225806451,1231.794143882502,161.5,292.0,817.0,31.0,
61,2013-05-27,8,1,35286,5145.0,50.0,665.7735849056604,970.687219715802,142.0,272.0,787.0,53.0,
62,2013-05-28,8,2,24623,3741.0,60.0,769.46875,1106.2181428800998,106.0,237.0,731.25,32.0,
63,2013-05-29,8,3,27293,1876.0,40.0,682.325,551.8566976521982,254.5,510.0,885.5,40.0,
