,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,27,3,16790,4094.0,60.0,1049.375,1097.5420341229153,292.0,716.5,1388.75,16.0,
1,2013-03-28,27,4,16173,2813.0,60.0,646.92,762.3851782399761,132.0,363.0,827.0,25.0,1.0
2,2013-03-29,27,5,34535,3985.0,51.0,627.9090909090909,834.8161978394312,177.0,312.0,736.0,55.0,1.0
3,2013-03-30,27,6,14279,1624.0,100.0,649.0454545454545,473.44165198628,209.5,524.0,1041.25,22.0,1.0
4,2013-03-31,27,0,16412,1110.0,71.0,356.7826086956522,269.1093881713017,164.5,262.0,408.25,46.0,
5,2013-04-01,27,1,19079,4327.0,50.0,596.21875,950.6187368566344,151.75,307.5,534.25,32.0,
6,2013-04-02,27,2,14858,6286.0,41.0,512.3448275862069,1163.39669796991,111.0,192.0,322.0,29.0,
7,2013-04-03,27,3,27180,4044.0,40.0,604.0,1025.8267619118471,141.0,262.0,424.0,45.0,1.0
8,2013-04-04,27,4,21600,4054.0,40.0,514.2857142857143,833.4134419103128,163.5,262.5,353.0,42.0,1.0
9,2013-04-05,27,5,31013,4347.0,71.0,886.0857142857143,1291.4495816131343,171.5,302.0,714.0,35.0,1.0
10,2013-04-06,27,6,12351,1180.0,41.0,352.8857142857143,278.0415512143476,130.5,232.0,575.0,35.0,
11,2013-04-07,27,0,4204,524.0,71.0,262.75,146.24978632463024,146.0,237.0,350.75,16.0,
12,2013-04-08,27,1,26446,4296.0,40.0,508.5769230769231,671.1180705025405,169.5,332.5,526.75,52.0,0.0
13,2013-04-09,27,2,5355,1796.0,41.0,595.0,566.1775339944177,252.0,423.0,827.0,9.0,
14,2013-04-10,27,3,26487,4195.0,40.0,519.3529411764706,944.8491059111906,101.0,232.0,454.0,51.0,0.0
15,2013-04-11,27,4,17880,5072.0,30.0,687.6923076923077,1298.4601270499074,91.0,171.5,312.75,26.0,
16,2013-04-12,27,5,17577,3641.0,60.0,585.9,831.8047827175102,153.5,237.0,640.75,30.0,
17,2013-04-13,27,6,6111,4266.0,50.0,763.875,1424.7677943641002,151.0,277.5,446.5,8.0,
18,2013-04-14,27,0,10289,4460.0,51.0,411.56,864.3226191648579,141.0,181.0,272.0,25.0,
19,2013-04-15,27,1,17076,4185.0,50.0,334.8235294117647,586.8449439462643,116.0,191.0,337.5,51.0,1.0
20,2013-04-16,27,2,2442,706.0,60.0,222.0,191.9713520294109,101.5,141.0,282.5,11.0,1.0
21,2013-04-17,27,3,18677,4347.0,50.0,667.0357142857143,967.7006914882712,142.0,252.0,753.75,28.0,1.0
22,2013-04-21,27,0,11627,2724.0,60.0,645.9444444444445,758.4469792025268,138.75,226.5,953.5,18.0,
23,2013-04-22,27,1,19889,4197.0,60.0,452.02272727272725,837.8425641265527,121.0,186.5,424.0,44.0,
24,2013-04-23,27,2,19020,6878.0,50.0,613.5483870967741,1200.8631573083776,146.5,322.0,655.5,31.0,
25,2013-04-24,27,3,10832,2128.0,50.0,349.4193548387097,387.5289042289661,131.5,252.0,423.5,31.0,
26,2013-04-25,27,4,18495,5346.0,40.0,462.375,948.4644996262548,90.75,156.5,335.5,40.0,2.0
27,2013-04-26,27,5,12577,4217.0,40.0,419.23333333333335,991.909328563833,110.25,151.0,198.75,30.0,1.0
28,2013-04-27,27,6,10636,917.0,80.0,312.8235294117647,198.7880660079115,158.75,293.0,391.25,34.0,
29,2013-04-28,27,0,6138,686.0,40.0,180.52941176470588,131.8601727942917,81.0,136.0,259.5,34.0,
30,2013-04-29,27,1,26031,4004.0,50.0,456.6842105263158,677.1336162165679,121.0,232.0,444.0,57.0,1.0
31,2013-04-30,27,2,161,91.0,70.0,80.5,14.849242404917495,75.25,80.5,85.75,2.0,
32,2013-05-01,27,3,25813,3976.0,60.0,526.795918367347,663.3564897421244,171.0,303.0,697.0,49.0,
33,2013-05-02,27,4,17402,3630.0,30.0,457.9473684210527,734.6058309629591,101.0,231.5,451.25,38.0,
34,2013-05-03,27,5,17151,4854.0,51.0,686.04,999.0679189457876,171.0,282.0,767.0,25.0,
35,2013-05-04,27,6,9559,1210.0,50.0,318.6333333333333,292.1279223020383,121.0,191.5,454.0,30.0,
36,2013-05-05,27,0,7616,2502.0,50.0,331.1304347826087,493.05995434335887,136.0,192.0,343.0,23.0,
37,2013-05-06,27,1,29954,4266.0,60.0,525.5087719298245,799.2492040035139,131.0,262.0,475.0,57.0,
38,2013-05-07,27,2,23716,2642.0,30.0,431.2,472.8503169315024,151.0,252.0,625.0,55.0,1.0
39,2013-05-08,27,3,19191,4155.0,40.0,834.3913043478261,1174.6233724874012,141.5,333.0,660.5,23.0,2.0
40,2013-05-09,27,4,9096,958.0,61.0,284.25,192.82182984433095,141.0,242.0,408.0,32.0,
