,conv_date,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-03-27,2,3,738,434.0,71.0,184.5,168.8993783292289,86.75,116.5,214.25,4.0,2.0
1,2013-03-28,2,4,13005,5618.0,40.0,1000.3846153846154,1617.6053050966798,101.0,162.0,1100.0,13.0,1.0
2,2013-03-29,2,5,17871,6183.0,71.0,1051.235294117647,1520.8743180080564,182.0,475.0,1452.0,17.0,2.0
3,2013-03-30,2,6,24770,5881.0,50.0,917.4074074074074,1150.7086197797112,232.5,676.0,1099.0,27.0,2.0
4,2013-03-31,2,0,28591,5599.0,60.0,1504.7894736842106,1916.757840699508,111.0,545.0,2720.5,19.0,2.0
5,2013-04-01,2,1,24131,3541.0,50.0,689.4571428571429,905.5722384170116,136.0,264.0,751.5,35.0,
6,2013-04-02,2,2,26022,6204.0,50.0,929.3571428571428,1559.6009512000585,115.75,227.0,918.0,28.0,
7,2013-04-03,2,3,3723,1392.0,40.0,248.2,342.114057839529,101.0,141.0,187.0,15.0,1.0
8,2013-04-04,2,4,18154,3339.0,71.0,1296.7142857142858,1152.62505936342,435.75,897.0,2013.75,14.0,1.0
9,2013-04-05,2,5,14720,3662.0,60.0,700.952380952381,1075.187075638025,101.0,241.0,595.0,21.0,1.0
10,2013-04-06,2,6,25433,3197.0,70.0,794.78125,741.7480110490094,192.0,600.0,1197.75,32.0,
11,2013-04-07,2,0,13978,4137.0,70.0,635.3636363636364,926.8906826925912,100.5,196.5,717.0,22.0,2.0
12,2013-04-08,2,1,25481,7009.0,71.0,821.9677419354839,1374.4467367846833,121.0,323.0,932.5,31.0,1.0
13,2013-04-09,2,2,24909,4297.0,81.0,1245.45,1487.47045879556,136.0,514.5,2007.0,20.0,1.0
14,2013-04-10,2,3,18766,5212.0,70.0,938.3,1466.5373503596832,108.5,237.0,839.75,20.0,
15,2013-04-11,2,4,30938,5779.0,30.0,1189.923076923077,1703.633479902926,113.5,353.0,1247.75,26.0,1.0
16,2013-04-12,2,5,12390,2420.0,292.0,1032.5,769.6963391789353,385.25,759.5,1495.0,12.0,
17,2013-04-13,2,6,26721,5635.0,60.0,1336.05,1591.8626783872107,118.5,478.5,2106.5,20.0,1.0
18,2013-04-14,2,0,23996,6646.0,60.0,799.8666666666667,1295.310367103744,158.5,252.0,860.25,30.0,1.0
19,2013-04-15,2,1,24230,3445.0,40.0,692.2857142857143,830.3979050264211,141.0,323.0,923.0,35.0,1.0
20,2013-04-16,2,2,28265,6202.0,71.0,1130.6,1681.6287987147064,182.0,474.0,947.0,25.0,1.0
21,2013-04-17,2,3,33179,7110.0,40.0,1327.16,2105.2133636918297,121.0,302.0,948.0,25.0,2.0
22,2013-04-18,2,4,27854,4640.0,60.0,844.060606060606,1100.9539880086363,111.0,403.0,978.0,33.0,2.0
23,2013-04-19,2,5,27125,4405.0,40.0,821.969696969697,1018.8554388641356,101.0,252.0,1292.0,33.0,
24,2013-04-20,2,6,28002,5367.0,61.0,1077.0,1283.6588643405223,171.25,625.5,1477.5,26.0,2.0
25,2013-04-21,2,0,25008,2884.0,70.0,675.8918918918919,815.8871376123791,121.0,262.0,1009.0,37.0,
26,2013-04-22,2,1,23248,9114.0,50.0,968.6666666666666,1898.2398864913423,222.0,353.5,605.0,24.0,
27,2013-04-23,2,2,32356,3923.0,40.0,980.4848484848484,978.4088844014848,212.0,676.0,1453.0,33.0,1.0
28,2013-04-24,2,3,36602,4054.0,70.0,813.3777777777777,1038.1395135023758,151.0,283.0,1210.0,45.0,
29,2013-04-25,2,4,13696,4672.0,51.0,856.0,1262.8779302318442,158.5,227.0,1121.0,16.0,1.0
30,2013-04-26,2,5,8140,3307.0,60.0,1162.857142857143,1189.6204476738828,242.5,728.0,1780.0,7.0,
31,2013-04-28,2,0,8702,4901.0,50.0,791.0909090909091,1400.821148794196,105.5,323.0,670.5,11.0,
32,2013-04-29,2,1,23353,6862.0,70.0,753.3225806451613,1380.2050182755888,146.0,252.0,489.5,31.0,1.0
33,2013-04-30,2,2,15531,4226.0,101.0,1109.357142857143,1202.1079311035169,420.5,665.5,1354.75,14.0,1.0
34,2013-05-01,2,3,26812,5495.0,50.0,536.24,851.4398982947436,152.0,252.0,590.0,50.0,
35,2013-05-02,2,4,7174,3623.0,50.0,652.1818181818181,1006.7597348108256,234.5,313.0,609.0,11.0,
36,2013-05-03,2,5,8645,4307.0,61.0,665.0,1164.6806429232006,120.0,212.0,635.0,13.0,1.0
37,2013-05-04,2,6,37775,4054.0,51.0,1079.2857142857142,1192.314668578544,166.5,524.0,1816.0,35.0,
38,2013-05-05,2,0,22013,3277.0,50.0,628.9428571428572,795.554410564147,116.0,373.0,883.5,35.0,
39,2013-05-06,2,1,10620,4237.0,50.0,442.5,883.8937079516528,98.5,161.5,343.75,24.0,1.0
40,2013-05-08,2,3,7803,4054.0,60.0,520.2,1005.5994800544172,115.5,222.0,393.5,15.0,1.0
41,2013-05-09,2,4,24214,7933.0,50.0,1729.571428571429,2285.534063636759,227.25,773.5,2117.75,14.0,
42,2013-05-10,2,5,4256,1100.0,61.0,236.44444444444449,253.7625620703273,75.25,141.5,308.0,18.0,
43,2013-05-11,2,6,27253,5605.0,81.0,1297.7619047619048,1557.4854703900744,424.0,534.0,1482.0,21.0,
44,2013-05-12,2,0,8038,2421.0,101.0,574.1428571428571,583.6393587643838,264.5,378.0,705.75,14.0,
45,2013-05-13,2,1,12028,2734.0,60.0,388.0,506.4305151416793,171.0,242.0,368.0,31.0,
46,2013-05-14,2,2,9360,9360.0,9360.0,9360.0,,9360.0,9360.0,9360.0,1.0,
47,2013-05-15,2,3,23718,8120.0,60.0,790.6,1455.5444437000908,143.75,317.5,979.5,30.0,
48,2013-05-16,2,4,1180,505.0,50.0,236.0,216.18394945046225,70.0,121.0,434.0,5.0,
49,2013-05-17,2,5,19526,9350.0,121.0,1502.0,2483.9796027074512,232.0,686.0,1587.0,13.0,
50,2013-05-18,2,6,35277,6941.0,101.0,1306.5555555555557,1642.7361868197763,322.5,695.0,1331.0,27.0,
51,2013-05-19,2,0,232,232.0,232.0,232.0,,232.0,232.0,232.0,1.0,
52,2013-05-20,2,1,9959,3384.0,61.0,711.3571428571429,986.6802620709708,231.25,343.0,581.25,14.0,
