,userID,date,dayofweek,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,level
0,54,2013-03-27,3,15613.0,4794.0,1164.0,2230.4285714285716,1434.4808418777454,1217.0,1295.0,2963.0,7.0,
1,54,2013-03-28,4,66527.0,20402.0,1084.0,5117.461538461538,6781.118855756581,1247.0,2473.0,3601.0,13.0,1
2,54,2013-03-29,5,174694.0,127244.0,927.0,15881.272727272728,37191.15242390563,1206.5,3720.0,7748.5,11.0,
3,54,2013-03-31,0,133584.0,133584.0,133584.0,133584.0,,133584.0,133584.0,133584.0,1.0,
4,54,2013-04-01,1,14335.0,6005.0,3604.0,4778.333333333333,1201.3552069780749,4165.0,4726.0,5365.5,3.0,
5,54,2013-04-02,2,76339.0,32397.0,2395.0,9542.375,11109.413382192084,2400.0,2497.5,14815.5,8.0,
6,54,2013-04-03,3,64979.0,13204.0,1108.0,4331.933333333333,4576.1531796706195,1200.5,2400.0,5339.0,15.0,
7,54,2013-04-04,4,80163.0,28708.0,1200.0,8016.3,8040.058997157782,3561.75,5955.0,8098.0,10.0,1
8,54,2013-04-05,5,136542.0,76716.0,1133.0,11378.5,21513.1536443933,1247.0,2282.5,10799.0,12.0,1
9,54,2013-04-06,6,82069.0,82069.0,82069.0,82069.0,,82069.0,82069.0,82069.0,1.0,1
10,54,2013-04-07,0,9760.0,3600.0,1201.0,1952.0,1047.3707557498442,1262.0,1296.0,2401.0,5.0,
11,54,2013-04-08,1,160817.0,145201.0,2400.0,40204.25,70041.49385602318,4200.0,6608.0,42612.25,4.0,
12,54,2013-04-09,2,155423.0,155423.0,155423.0,155423.0,,155423.0,155423.0,155423.0,1.0,
13,54,2013-04-11,4,9269.0,3600.0,1153.0,2317.25,1321.3905239052785,1189.75,2258.0,3385.5,4.0,1
14,54,2013-04-12,5,79441.0,18428.0,1133.0,7944.1,5818.755583837876,5035.5,7198.0,7200.0,10.0,1
15,54,2013-04-13,6,69962.0,19200.0,1095.0,5381.692307692308,5619.837295755921,1201.0,2220.0,7200.0,13.0,2
16,54,2013-04-14,0,52915.0,18003.0,1200.0,5291.5,6142.879640508821,1201.25,1853.5,6601.5,10.0,
17,54,2013-04-15,1,61751.0,12002.0,1200.0,4116.733333333334,3368.0334971753527,1206.5,2401.0,5659.5,15.0,1
18,54,2013-04-16,2,49206.0,14400.0,1152.0,3785.076923076923,3975.444345427281,1203.0,1227.0,4805.0,13.0,1
19,54,2013-04-17,3,66277.0,11999.0,1200.0,3682.0555555555557,3164.4720305330784,1271.75,2456.5,4500.25,18.0,2
20,54,2013-04-18,4,63511.0,13200.0,1038.0,4234.066666666667,3633.5760124284234,1799.5,3597.0,4832.5,15.0,
21,54,2013-04-19,5,61133.0,20400.0,1090.0,6113.3,7340.472661893103,1563.5,3000.5,4779.75,10.0,
22,54,2013-04-20,6,21296.0,7071.0,237.0,2662.0,2024.729117684635,1593.5,2400.5,2703.75,8.0,
23,54,2013-04-21,0,61269.0,22917.0,889.0,5105.75,6231.939886584273,1976.5,3597.5,3928.75,12.0,
24,54,2013-04-22,1,45970.0,10804.0,1158.0,2298.5,2930.84655454969,1201.0,1202.0,1320.25,20.0,
25,54,2013-04-23,2,40641.0,16800.0,884.0,2390.6470588235293,3751.0157947744046,1200.0,1201.0,2395.0,17.0,1
26,54,2013-04-24,3,76552.0,40351.0,2512.0,9569.0,12593.199094295755,3602.25,5420.5,7511.25,8.0,
27,54,2013-04-25,4,57837.0,14400.0,504.0,3614.8125,3367.8650451732774,1231.25,3589.5,3863.5,16.0,
28,54,2013-04-26,5,40380.0,8403.0,1204.0,3365.0,1934.3389756522183,2400.0,2567.5,3892.25,12.0,
29,54,2013-04-27,6,67566.0,12004.0,1197.0,4826.142857142857,3646.490575400342,2400.0,3600.5,7392.75,14.0,
30,54,2013-04-28,0,38474.0,4804.0,1086.0,2564.9333333333334,1185.6932551204359,1781.5,2400.0,3040.5,15.0,
31,54,2013-04-29,1,51941.0,36680.0,879.0,8656.833333333334,13834.026578211662,1795.5,4188.0,4803.0,6.0,
32,54,2013-04-30,2,60030.0,13200.0,1198.0,5002.5,4836.098267668416,1201.0,2407.0,10737.5,12.0,0
33,54,2013-05-01,3,47004.0,13251.0,1154.0,3615.6923076923076,3863.256838140055,1201.0,1247.0,4804.0,13.0,
34,54,2013-05-02,4,53677.0,10364.0,1181.0,4129.0,3446.221457383918,1252.0,2455.0,4800.0,13.0,1
35,54,2013-05-03,5,125688.0,72315.0,1200.0,10474.0,19708.587228552293,3330.75,4233.5,7814.5,12.0,
36,54,2013-05-04,6,12413.0,4583.0,1828.0,3103.25,1232.1302352700654,2258.5,3001.0,3845.75,4.0,
37,54,2013-05-05,0,74864.0,23992.0,1130.0,7486.4,8576.042316956125,2311.5,2423.5,9396.0,10.0,
38,54,2013-05-06,1,54802.0,22561.0,1099.0,7828.857142857143,8301.588752131956,1199.5,5996.0,11373.5,7.0,
39,54,2013-05-07,2,42510.0,35329.0,2342.0,10627.5,16467.778852454067,2355.5,2419.5,10691.5,4.0,
40,54,2013-05-08,3,16583.0,4746.0,1133.0,2072.875,1231.4120161714472,1195.0,1746.0,2406.5,8.0,
41,54,2013-05-09,4,63551.0,24443.0,1147.0,12710.2,11244.158470067912,2204.0,11939.0,23818.0,5.0,1
42,54,2013-05-29,3,15650.0,2423.0,1141.0,1956.25,621.0856278669288,1261.5,2400.0,2401.5,8.0,
43,54,2013-05-30,4,41350.0,14400.0,1200.0,5168.75,4556.329185084978,1230.75,4200.0,7327.25,8.0,
