,userID,date,dayofweek,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,level
0,27,2013-03-27,3,13085.0,13085.0,13085.0,13085.0,,13085.0,13085.0,13085.0,1.0,
1,27,2013-03-28,4,1145.0,1145.0,1145.0,1145.0,,1145.0,1145.0,1145.0,1.0,1
2,27,2013-03-29,5,8284.0,2400.0,1085.0,1380.6666666666667,501.47688547595754,1197.75,1200.0,1201.5,6.0,1
3,27,2013-03-30,6,2400.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,2.0,1
4,27,2013-04-01,1,4801.0,1201.0,1200.0,1200.25,0.5,1200.0,1200.0,1200.25,4.0,
5,27,2013-04-02,2,6000.0,2400.0,1200.0,1500.0,600.0,1200.0,1200.0,1500.0,4.0,
6,27,2013-04-03,3,8352.0,2400.0,1152.0,1392.0,494.19024676737604,1200.0,1200.0,1200.0,6.0,1
7,27,2013-04-04,4,7200.0,2400.0,1200.0,1440.0,536.6563145999495,1200.0,1200.0,1200.0,5.0,1
8,27,2013-04-05,5,8400.0,2400.0,1200.0,1400.0,489.89794855663564,1200.0,1200.0,1200.0,6.0,1
9,27,2013-04-06,6,6000.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,5.0,
10,27,2013-04-07,0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
11,27,2013-04-08,1,7200.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,6.0,0
12,27,2013-04-10,3,3600.0,2400.0,1200.0,1800.0,848.5281374238571,1500.0,1800.0,2100.0,2.0,0
13,27,2013-04-11,4,7200.0,2400.0,1200.0,1440.0,536.6563145999495,1200.0,1200.0,1200.0,5.0,
14,27,2013-04-13,6,6001.0,2400.0,1200.0,1500.25,599.8335185699445,1200.0,1200.5,1500.75,4.0,
15,27,2013-04-14,0,8400.0,3600.0,1200.0,1680.0,1073.312629199899,1200.0,1200.0,1200.0,5.0,
16,27,2013-04-15,1,3600.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,3.0,1
17,27,2013-04-16,2,2400.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,2.0,1
18,27,2013-04-17,3,2400.0,2400.0,2400.0,2400.0,,2400.0,2400.0,2400.0,1.0,1
19,27,2013-04-18,4,2385.0,1199.0,1186.0,1192.5,9.192388155425117,1189.25,1192.5,1195.75,2.0,1
20,27,2013-04-19,5,2400.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,2.0,
21,27,2013-04-20,6,4800.0,2400.0,1200.0,1600.0,692.8203230275509,1200.0,1200.0,1800.0,3.0,
22,27,2013-04-21,0,8400.0,2400.0,1200.0,1400.0,489.89794855663564,1200.0,1200.0,1200.0,6.0,
23,27,2013-04-22,1,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
24,27,2013-04-23,2,5999.0,1200.0,1199.0,1199.8,0.4472135954999579,1200.0,1200.0,1200.0,5.0,
25,27,2013-04-24,3,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
26,27,2013-04-25,4,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,2
27,27,2013-04-26,5,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,1
28,27,2013-04-27,6,2400.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,2.0,
29,27,2013-04-28,0,7200.0,2400.0,1200.0,1440.0,536.6563145999495,1200.0,1200.0,1200.0,5.0,
30,27,2013-04-29,1,4752.0,1202.0,1152.0,1188.0,24.055491403558285,1186.5,1199.0,1200.5,4.0,1
31,27,2013-04-30,2,8390.0,1200.0,1190.0,1198.5714285714287,3.779644730092272,1200.0,1200.0,1200.0,7.0,
32,27,2013-05-01,3,4797.0,1200.0,1197.0,1199.25,1.5,1199.25,1200.0,1200.0,4.0,
33,27,2013-05-02,4,3600.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,3.0,
