,userID,date,dayofweek,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,level
0,51,2013-03-28,4,45524.0,45524.0,45524.0,45524.0,,45524.0,45524.0,45524.0,1.0,
1,51,2013-03-29,5,47955.0,39606.0,1095.0,7992.5,15518.433384204734,1200.75,1212.0,3027.75,6.0,
2,51,2013-03-30,6,83430.0,45605.0,3032.0,16686.0,18245.79476208148,4800.0,5999.0,23994.0,5.0,1
3,51,2013-03-31,0,43060.0,38305.0,1159.0,10765.0,18368.96133880919,1189.75,1798.0,11373.25,4.0,
4,51,2013-04-01,1,36586.0,22806.0,1148.0,3326.0,6472.980781680107,1158.0,1205.0,1561.0,11.0,
5,51,2013-04-02,2,53246.0,40774.0,1146.0,7606.571428571428,14758.522395067681,1173.5,1200.0,3889.5,7.0,
6,51,2013-04-03,3,120000.0,118800.0,1200.0,60000.0,83155.75746753799,30600.0,60000.0,89400.0,2.0,1
7,51,2013-04-04,4,55015.0,52712.0,1099.0,18338.333333333332,29768.51484930569,1151.5,1204.0,26958.0,3.0,1
8,51,2013-04-06,6,57433.0,53176.0,1200.0,14358.25,25880.353248168773,1200.0,1528.5,14686.75,4.0,1
9,51,2013-04-07,0,56400.0,55200.0,1200.0,28200.0,38183.76618407357,14700.0,28200.0,41700.0,2.0,
10,51,2013-04-08,1,54816.0,53612.0,1204.0,27408.0,37058.05218842458,14306.0,27408.0,40510.0,2.0,1
11,51,2013-04-09,2,49208.0,44400.0,1200.0,9841.6,19318.733014874448,1200.0,1203.0,1205.0,5.0,1
12,51,2013-04-10,3,49205.0,46805.0,1200.0,16401.666666666668,26330.059026392883,1200.0,1200.0,24002.5,3.0,1
13,51,2013-04-11,4,48000.0,46800.0,1200.0,24000.0,32244.069222106566,12600.0,24000.0,35400.0,2.0,
14,51,2013-04-12,5,51600.0,51600.0,51600.0,51600.0,,51600.0,51600.0,51600.0,1.0,
15,51,2013-04-13,6,58800.0,57600.0,1200.0,29400.0,39880.82245892128,15300.0,29400.0,43500.0,2.0,1
16,51,2013-04-14,0,52463.0,47663.0,1200.0,10492.6,20778.885287714547,1200.0,1200.0,1200.0,5.0,1
17,51,2013-04-15,1,54006.0,52806.0,1200.0,27003.0,36490.952549912974,14101.5,27003.0,39904.5,2.0,1
18,51,2013-04-16,2,47920.0,19200.0,1200.0,7986.666666666667,8259.316815976164,1200.5,4777.5,14662.0,6.0,1
19,51,2013-04-17,3,27451.0,15556.0,1150.0,3921.5714285714284,5206.207892415326,1200.0,2400.0,2972.5,7.0,1
20,51,2013-04-18,4,38427.0,32400.0,1156.0,6404.5,12735.188569471597,1200.5,1203.5,1249.25,6.0,1
21,51,2013-04-19,5,44400.0,43200.0,1200.0,22200.0,29698.484809834998,11700.0,22200.0,32700.0,2.0,
22,51,2013-04-20,6,50474.0,49200.0,1274.0,25237.0,33888.799595146476,13255.5,25237.0,37218.5,2.0,1
23,51,2013-04-21,0,74479.0,46800.0,27679.0,37239.5,13520.588763067975,32459.25,37239.5,42019.75,2.0,
24,51,2013-04-22,1,45575.0,45575.0,45575.0,45575.0,,45575.0,45575.0,45575.0,1.0,
25,51,2013-04-23,2,44405.0,40800.0,1200.0,11101.25,19799.16680696438,1200.0,1202.5,11103.75,4.0,1
26,51,2013-04-24,3,29012.0,7200.0,1194.0,2901.2,1888.854608839265,1500.0,2400.0,3354.5,10.0,
