,userID,date,dayofweek,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,level
0,43,2013-04-02,2,4800.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,4.0,1
1,43,2013-04-03,3,2398.0,1201.0,1197.0,1199.0,2.8284271247461903,1198.0,1199.0,1200.0,2.0,1
2,43,2013-04-04,4,4800.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,4.0,1
3,43,2013-04-05,5,95217.0,92817.0,1200.0,31739.0,52895.09961234594,1200.0,1200.0,47008.5,3.0,1
4,43,2013-04-06,6,97059.0,97059.0,97059.0,97059.0,,97059.0,97059.0,97059.0,1.0,1
5,43,2013-04-08,1,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,1
6,43,2013-04-09,2,3350.0,1200.0,950.0,1116.6666666666667,144.33756729740642,1075.0,1200.0,1200.0,3.0,1
7,43,2013-04-10,3,2300.0,1197.0,1103.0,1150.0,66.46803743153546,1126.5,1150.0,1173.5,2.0,1
8,43,2013-04-11,4,4183.0,2442.0,1741.0,2091.5,495.68185361176984,1916.25,2091.5,2266.75,2.0,
9,43,2013-04-12,5,3602.0,1202.0,1200.0,1200.6666666666667,1.1547005383792515,1200.0,1200.0,1201.0,3.0,1
10,43,2013-04-14,0,1194.0,1194.0,1194.0,1194.0,,1194.0,1194.0,1194.0,1.0,1
11,43,2013-04-15,1,2400.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,2.0,1
12,43,2013-04-16,2,2404.0,1200.0,4.0,801.3333333333334,690.5109219507924,602.0,1200.0,1200.0,3.0,0
13,43,2013-04-17,3,1187.0,1187.0,1187.0,1187.0,,1187.0,1187.0,1187.0,1.0,1
14,43,2013-04-18,4,3395.0,1200.0,1082.0,1131.6666666666667,61.17461347105785,1097.5,1113.0,1156.5,3.0,0
15,43,2013-04-19,5,186929.0,171188.0,1.0,31154.833333333332,68797.84192957412,300.25,1117.0,10387.75,6.0,
16,43,2013-04-22,1,2391.0,1206.0,1185.0,1195.5,14.849242404917497,1190.25,1195.5,1200.75,2.0,1
17,43,2013-04-23,2,4414.0,2400.0,814.0,1471.3333333333333,827.0824223336712,1007.0,1200.0,1800.0,3.0,0
18,43,2013-04-24,3,5918.0,3517.0,1.0,1479.5,1471.2363281721034,900.25,1200.0,1779.25,4.0,
19,43,2013-04-25,4,3605.0,1205.0,1200.0,1201.6666666666667,2.886751345948129,1200.0,1200.0,1202.5,3.0,0
20,43,2013-04-26,5,6022.0,1222.0,1200.0,1204.4,9.838699100999074,1200.0,1200.0,1200.0,5.0,2
21,43,2013-04-27,6,56364.0,55200.0,1164.0,28182.0,38209.22202819628,14673.0,28182.0,41691.0,2.0,
22,43,2013-04-28,0,84751.0,84751.0,84751.0,84751.0,,84751.0,84751.0,84751.0,1.0,
23,43,2013-04-29,1,6551.0,1750.0,1198.0,1310.2,245.8662237884659,1199.0,1200.0,1204.0,5.0,0
24,43,2013-04-30,2,1203.0,1203.0,1203.0,1203.0,,1203.0,1203.0,1203.0,1.0,1
25,43,2013-05-01,3,9657.0,2447.0,1166.0,1379.5714285714287,471.23591301415655,1200.0,1200.0,1222.0,7.0,0
26,43,2013-05-02,4,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,1
27,43,2013-05-03,5,8380.0,1200.0,1189.0,1197.142857142857,3.804758924845368,1197.0,1198.0,1199.5,7.0,1
28,43,2013-05-04,6,4127.0,611.0,548.0,589.5714285714286,25.251119730004998,579.5,600.0,604.5,7.0,
29,43,2013-05-05,0,4800.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,8.0,
30,43,2013-05-06,1,2415.0,657.0,11.0,483.0,266.0610832121075,570.0,577.0,600.0,5.0,
31,43,2013-05-07,2,7814.0,607.0,1.0,558.1428571428571,160.37401340561436,600.0,600.0,600.0,14.0,1
32,43,2013-05-08,3,11356.0,1200.0,556.0,668.0,200.51932575190853,600.0,600.0,600.0,17.0,1
33,43,2013-05-09,4,4800.0,1200.0,600.0,685.7142857142857,226.77868380553633,600.0,600.0,600.0,7.0,1
34,43,2013-05-10,5,192326.0,181023.0,600.0,12821.733333333334,46532.80447547065,600.0,600.0,1175.0,15.0,
35,43,2013-05-13,1,7141.0,1771.0,570.0,714.1,371.48723620962636,600.0,600.0,600.0,10.0,
36,43,2013-05-14,2,4202.0,602.0,600.0,600.2857142857143,0.7559289460184544,600.0,600.0,600.0,7.0,
37,43,2013-05-15,3,2416.0,615.0,600.0,604.0,7.3484692283495345,600.0,600.5,604.5,4.0,1
38,43,2013-05-16,4,2409.0,608.0,1.0,481.8,268.79769344248473,600.0,600.0,600.0,5.0,1
39,43,2013-05-18,6,600.0,600.0,600.0,600.0,,600.0,600.0,600.0,1.0,
40,43,2013-05-19,0,1216.0,616.0,600.0,608.0,11.313708498984761,604.0,608.0,612.0,2.0,
41,43,2013-05-20,1,13799.0,6008.0,600.0,1149.9166666666667,1547.0454220477131,600.0,600.0,747.75,12.0,1
42,43,2013-05-21,2,122428.0,111623.0,600.0,13603.111111111111,36781.64497220198,600.0,1200.0,1200.0,9.0,1
43,43,2013-05-23,4,600.0,600.0,600.0,600.0,,600.0,600.0,600.0,1.0,
44,43,2013-05-24,5,5400.0,1200.0,600.0,675.0,212.13203435596427,600.0,600.0,600.0,8.0,1
45,43,2013-05-25,6,34745.0,31210.0,535.0,5790.833333333333,12455.262508942422,600.0,600.0,1050.0,6.0,
46,43,2013-05-26,0,40082.0,37792.0,538.0,8016.4,16645.094736888703,546.0,600.0,606.0,5.0,
47,43,2013-05-27,1,2878.0,600.0,522.0,575.6,35.2036929880943,557.0,599.0,600.0,5.0,
48,43,2013-05-28,2,1121.0,600.0,1.0,280.25,320.44175237734964,6.25,260.0,534.0,4.0,
