,userID,date,dayofweek,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,level
0,12,2013-03-27,3,29919.0,4800.0,1198.0,1994.6,1253.6050186789869,1200.0,1203.0,2952.5,15.0,2
1,12,2013-03-28,4,23632.0,3582.0,1142.0,1688.0,862.5433768356678,1200.0,1200.0,2100.5,14.0,2
2,12,2013-03-29,5,32407.0,6000.0,1119.0,2492.846153846154,1557.014763693323,1200.0,2083.0,3599.0,13.0,1
3,12,2013-03-30,6,11142.0,2399.0,520.0,1392.75,640.2891645855912,1172.75,1204.5,1483.75,8.0,0
4,12,2013-03-31,0,19322.0,3601.0,1171.0,1486.3076923076924,716.5048714204468,1200.0,1204.0,1226.0,13.0,
5,12,2013-04-01,1,16688.0,2400.0,1158.0,1390.6666666666667,457.2121714226008,1202.0,1203.0,1204.5,12.0,2
6,12,2013-04-02,2,14758.0,3600.0,1198.0,2108.285714285714,939.128800943675,1201.0,2400.0,2579.0,7.0,
7,12,2013-04-03,3,7198.0,1204.0,1195.0,1199.6666666666667,3.265986323710904,1197.75,1200.0,1201.5,6.0,1
8,12,2013-04-04,4,20395.0,12000.0,1122.0,2549.375,3818.8201221057793,1200.0,1202.5,1219.0,8.0,0
9,12,2013-04-05,5,56411.0,50400.0,1200.0,9401.833333333334,20084.917838185615,1200.75,1203.0,1204.5,6.0,2
10,12,2013-04-06,6,59019.0,59019.0,59019.0,59019.0,,59019.0,59019.0,59019.0,1.0,0
11,12,2013-04-07,0,103940.0,95673.0,1135.0,14848.57142857143,35642.73802079531,1200.0,1204.0,1764.0,7.0,
12,12,2013-04-08,1,87353.0,87353.0,87353.0,87353.0,,87353.0,87353.0,87353.0,1.0,
13,12,2013-04-09,2,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,1
14,12,2013-04-10,3,35904.0,14399.0,1132.0,3989.3333333333335,5570.0619161729255,1164.0,1200.0,1267.0,9.0,1
15,12,2013-04-11,4,6298.0,2403.0,1127.0,1574.5,585.0814758077146,1181.75,1384.0,1776.75,4.0,1
16,12,2013-04-12,5,6039.0,2465.0,1163.0,1509.75,637.1485305641064,1194.5,1205.5,1520.75,4.0,
17,12,2013-04-13,6,10769.0,1391.0,1087.0,1196.5555555555557,87.49587291854272,1200.0,1200.0,1200.0,9.0,0
18,12,2013-04-14,0,8424.0,1313.0,1106.0,1203.4285714285713,59.90230141059452,1200.5,1201.0,1201.5,7.0,
19,12,2013-04-15,1,4752.0,1200.0,1152.0,1188.0,24.0,1188.0,1200.0,1200.0,4.0,1
20,12,2013-04-16,2,5885.0,1204.0,1088.0,1177.0,49.879855653359705,1194.0,1199.0,1200.0,5.0,1
21,12,2013-04-17,3,4749.0,1200.0,1149.0,1187.25,25.5,1187.25,1200.0,1200.0,4.0,
22,12,2013-04-18,4,7411.0,1399.0,1195.0,1235.1666666666667,80.37765029326664,1201.25,1205.5,1206.0,6.0,
23,12,2013-04-19,5,5970.0,1200.0,1170.0,1194.0,13.416407864998739,1200.0,1200.0,1200.0,5.0,2
24,12,2013-04-20,6,10650.0,2399.0,1105.0,1331.25,432.66805157897073,1179.5,1199.0,1200.0,8.0,
25,12,2013-04-21,0,21596.0,6002.0,1193.0,3085.1428571428573,2176.785124028202,1202.0,2391.0,4803.0,7.0,
26,12,2013-04-22,1,14252.0,6054.0,1101.0,1781.5,1727.462052508576,1115.0,1192.0,1224.75,8.0,
27,12,2013-04-23,2,2923.0,1204.0,524.0,974.3333333333334,390.02606750489554,859.5,1195.0,1199.5,3.0,
28,12,2013-04-24,3,4685.0,1200.0,1130.0,1171.25,34.73110997362451,1148.75,1177.5,1200.0,4.0,
29,12,2013-04-25,4,7187.0,1206.0,1178.0,1197.8333333333333,10.00832986400162,1200.0,1200.0,1202.25,6.0,1
30,12,2013-04-26,5,10991.0,2497.0,1199.0,1570.142857142857,603.0413000150235,1201.5,1205.0,1843.5,7.0,
31,12,2013-04-27,6,24705.0,8403.0,1094.0,4117.5,3551.837200661089,1183.25,2816.0,7406.75,6.0,
32,12,2013-04-28,0,9583.0,3599.0,1189.0,2395.75,1387.0922523994814,1197.25,2397.5,3596.0,4.0,
33,12,2013-04-29,1,8372.0,1211.0,1162.0,1196.0,16.34013463836819,1195.0,1200.0,1204.5,7.0,0
34,12,2013-04-30,2,2267.0,1182.0,1085.0,1133.5,68.58935777509511,1109.25,1133.5,1157.75,2.0,0
35,12,2013-05-01,3,4697.0,2380.0,1117.0,1565.6666666666667,706.4533483064068,1158.5,1200.0,1790.0,3.0,
36,12,2013-05-02,4,11730.0,1200.0,1081.0,1173.0,43.11741076538701,1167.5,1200.0,1200.0,10.0,
37,12,2013-05-03,5,9424.0,2400.0,1102.0,1346.2857142857142,466.5282107531885,1161.0,1200.0,1200.0,7.0,
38,12,2013-05-04,6,5907.0,1200.0,553.0,984.5,316.88594162568967,738.5,1177.0,1200.0,6.0,
39,12,2013-05-05,0,3145.0,548.0,500.0,524.1666666666666,25.031313722349186,502.0,524.0,546.75,6.0,
40,12,2013-05-06,1,6139.0,1200.0,506.0,613.9,207.9703237376803,537.25,539.0,585.25,10.0,
41,12,2013-05-07,2,22753.0,4795.0,509.0,1422.0625,1253.858390130241,600.0,867.0,1802.0,16.0,1
42,12,2013-05-08,3,8153.0,1800.0,1.0,679.4166666666666,439.1621068131973,581.75,600.0,603.0,12.0,1
43,12,2013-05-09,4,10271.0,605.0,489.0,570.6111111111111,42.77869025425254,527.0,598.0,600.0,18.0,
44,12,2013-05-10,5,5191.0,1200.0,586.0,741.5714285714286,259.84345103854173,587.5,600.0,815.0,7.0,
45,12,2013-05-11,6,14257.0,4800.0,490.0,1296.090909090909,1472.4077868950199,578.5,613.0,924.0,11.0,
46,12,2013-05-12,0,5885.0,1201.0,539.0,653.8888888888889,206.45183726746322,570.0,600.0,602.0,9.0,
47,12,2013-05-13,1,8917.0,2293.0,587.0,891.7,630.5306495325981,597.5,600.0,600.0,10.0,
48,12,2013-05-14,2,16083.0,7200.0,480.0,2010.375,2554.320817611937,573.75,642.0,2100.0,8.0,
49,12,2013-05-15,3,5677.0,600.0,495.0,567.7,46.953996398366115,521.75,600.0,600.0,10.0,
50,12,2013-05-16,4,26293.0,11986.0,498.0,2390.2727272727275,3944.7280030671086,600.0,602.0,900.5,11.0,
51,12,2013-05-17,5,5211.0,1190.0,581.0,744.4285714285714,256.635186690405,599.5,600.0,820.5,7.0,
52,12,2013-05-18,6,7795.0,5395.0,600.0,1559.0,2144.3891904222983,600.0,600.0,600.0,5.0,
53,12,2013-05-19,0,5584.0,2033.0,561.0,797.7142857142857,544.8864451381022,596.5,598.0,599.5,7.0,
54,12,2013-05-20,1,11379.0,1200.0,501.0,632.1666666666666,145.23338216166988,600.0,600.0,600.0,18.0,
55,12,2013-05-21,2,7646.0,1710.0,545.0,849.5555555555555,416.99193970360835,599.0,600.0,1197.0,9.0,
56,12,2013-05-22,3,10084.0,1202.0,493.0,775.6923076923077,281.0712793982411,600.0,601.0,1100.0,13.0,
57,12,2013-05-23,4,6554.0,1200.0,572.0,655.4,192.0140041189126,581.25,600.0,613.75,10.0,1
58,12,2013-05-24,5,7024.0,1200.0,1.0,638.5454545454545,327.92815177607537,541.5,600.0,617.0,11.0,
59,12,2013-05-25,6,7728.0,603.0,559.0,594.4615384615385,14.133974344437972,598.0,600.0,600.0,13.0,
60,12,2013-05-26,0,2918.0,605.0,553.0,583.6,25.37321422287685,559.0,599.0,602.0,5.0,
61,12,2013-05-27,1,31346.0,27432.0,600.0,6269.2,11832.952999991168,915.0,1199.0,1200.0,5.0,
62,12,2013-05-28,2,7059.0,601.0,499.0,588.25,29.772241494996035,598.25,600.0,600.0,12.0,
63,12,2013-05-29,3,7802.0,3000.0,1.0,866.8888888888889,854.3224573374573,600.0,600.0,600.0,9.0,
64,12,2013-05-30,4,10743.0,1798.0,536.0,976.6363636363636,411.0684304899302,600.0,1198.0,1201.5,11.0,
65,12,2013-05-31,5,7528.0,1203.0,225.0,684.3636363636364,281.29033852134796,600.0,600.0,648.5,11.0,
