,date,volunteer,level,home_time,school_time,travel_time,orthers,shopping,working,recreational_activities,date_in_week,cut_class,class_schedule,date_in_week,cut_class,level,stay_userID,stay_dayofweek,stay_dur_sum,stay_max,stay_min,stay_mean,stay_std,stay_25%,stay_med or 50%,stay_75%,stay_freq,stay_level,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-04-01,51,,32938.0,36662.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,,51,1,10.162777777777777,6.335,0.3188888888888889,0.9238888888888888,1.7980502171333628,0.3216666666666666,0.3347222222222222,0.4336111111111111,11.0,,51,1,23792,2320.0,51.0,403.2542372881356,450.6592333391216,121.0,252.0,499.0,59.0,
1,2013-05-01,51,3.0,128400.0,27600.0,0.0,0.0,0.0,0,0.0,2,0.0,0.0,2,0.0,3.0,51,3,35.333333333333336,35.0,0.3333333333333333,17.666666666666668,24.513035081133648,9.0,17.666666666666668,26.333333333333336,2.0,0.0,51,3,876,322.0,40.0,146.0,103.43500374631404,86.0,110.5,189.0,6.0,0.0
2,2013-06-01,51,,1165.0,1800.0,0.0,0.0,0.0,0,0.0,5,0.0,0.0,5,0.0,,51,6,1.1666666666666667,0.5,0.1666666666666666,0.2916666666666667,0.1595711846260563,0.1666666666666666,0.25,0.375,4.0,,51,6,4763,1475.0,101.0,529.2222222222222,513.5257485700638,141.0,313.0,1019.0,9.0,
3,2013-04-02,51,,43200.0,45600.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,1,0.0,,51,2,14.790555555555558,11.32611111111111,0.3183333333333333,2.1129365079365083,4.099589554185466,0.3259722222222222,0.3333333333333333,1.0804166666666668,7.0,,51,2,13846,2511.0,50.0,419.5757575757576,521.7388613031804,141.0,232.0,453.0,33.0,
4,2013-05-02,51,3.0,1200.0,27600.0,0.0,0.0,0.0,0,1200.0,3,0.0,0.0,3,0.0,3.0,51,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,51,4,3672,757.0,61.0,408.0,279.0524144314111,151.0,323.0,726.0,9.0,0.0
5,2013-04-03,51,2.0,118800.0,43200.0,0.0,0.0,0.0,0,0.0,2,0.0,0.0,2,0.0,2.0,51,3,33.333333333333336,33.0,0.3333333333333333,16.666666666666668,23.098821518760552,8.5,16.666666666666668,24.833333333333336,2.0,1.0,51,3,6639,1392.0,60.0,390.52941176470586,355.0665637678129,106.0,302.0,484.0,17.0,1.0
6,2013-05-03,51,2.0,51600.0,12001.0,0.0,1199.0,0.0,0,0.0,4,0.0,0.0,4,0.0,2.0,51,5,12.354166666666666,8.333333333333332,0.3333333333333333,2.0590277777777777,3.109528832505848,0.40625,0.9791666666666666,1.3802083333333333,6.0,1.0,51,5,14541,4185.0,51.0,519.3214285714286,938.80460056517,91.0,151.5,459.25,28.0,1.0
7,2013-04-04,51,1.0,1200.0,8318.0,0.0,0.0,0.0,0,0.0,3,0.0,0.0,3,0.0,1.0,51,4,15.281944444444443,14.64222222222222,0.3052777777777777,5.093981481481481,8.269031902584913,0.3198611111111111,0.3344444444444444,7.488333333333333,3.0,1.0,51,4,14380,3510.0,50.0,575.2,847.678250674551,141.0,293.0,384.0,25.0,1.0
8,2013-05-04,51,,36246.0,171600.0,0.0,0.0,0.0,0,0.0,5,0.0,0.0,5,0.0,,51,6,33.71055555555555,23.166666666666664,10.543888888888889,16.855277777777776,8.925651764077523,13.699583333333331,16.855277777777776,20.01097222222222,2.0,,51,6,37707,9631.0,61.0,1256.9,2490.381252490996,113.75,242.0,505.75,30.0,
9,2013-04-06,51,2.5,85201.0,13288.0,1199.0,0.0,0.0,0,0.0,5,0.0,0.0,5,0.0,2.5,51,6,15.953611111111112,14.77111111111111,0.3333333333333333,3.988402777777778,7.188987013380214,0.3333333333333333,0.4245833333333333,4.079652777777778,4.0,1.0,51,6,23248,4589.0,50.0,664.2285714285714,1014.5724421332044,171.0,312.0,644.5,35.0,1.0
