,date,volunteer,level,home_time,school_time,travel_time,orthers,shopping,working,recreational_activities,date_in_week,cut_class,class_schedule,date_in_week,cut_class,level,stay_userID,stay_dayofweek,stay_dur_sum,stay_max,stay_min,stay_mean,stay_std,stay_25%,stay_med or 50%,stay_75%,stay_freq,stay_level,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-04-01,52,2.0,69600.0,3600.0,1201.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2.0,52,1,6.990833333333334,1.0002777777777778,0.3294444444444444,0.4369270833333333,0.200371785836121,0.3297222222222222,0.3333333333333333,0.4276388888888889,16.0,,52,1,14294,4541.0,91.0,893.375,1181.0907317673214,168.5,404.0,1107.5,16.0,
1,2013-05-01,52,1.0,45597.0,7205.0,1199.0,32399.0,0,0.0,0.0,2,0.0,0.0,2,0.0,1.0,52,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.0,52,3,3686,1728.0,50.0,283.53846153846155,451.8398712273733,101.0,111.0,252.0,13.0,1.0
2,2013-06-01,52,,17981.0,9002.0,600.0,0.0,0,0.0,0.0,5,0.0,0.0,5,0.0,,52,6,0.9975,0.1675,0.1622222222222222,0.1662499999999999,0.0020088538590849,0.1666666666666666,0.1668055555555555,0.1673611111111111,6.0,,52,6,384,192.0,192.0,192.0,0.0,192.0,192.0,192.0,2.0,
3,2013-04-02,52,,89679.0,8401.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,0.0,,52,2,7.655833333333333,1.333611111111111,0.3305555555555555,0.7655833333333333,0.4178370075970958,0.4156249999999999,0.6645833333333333,1.1667361111111112,10.0,,52,2,5551,2306.0,70.0,308.3888888888889,526.3127161330978,83.5,136.5,255.25,18.0,
4,2013-05-02,52,,91200.0,4800.0,0.0,0.0,0,0.0,0.0,3,0.0,0.0,3,0.0,,52,4,0.66,0.3302777777777778,0.3297222222222222,0.33,0.0003928371006591,0.3298611111111111,0.33,0.3301388888888888,2.0,,52,4,4093,1152.0,81.0,341.0833333333333,332.90770174147053,101.0,162.0,497.75,12.0,
5,2013-04-03,52,3.0,68407.0,4799.0,1197.0,0.0,0,0.0,0.0,2,0.0,0.0,2,0.0,3.0,52,3,6.9725,1.003611111111111,0.3186111111111111,0.5363461538461538,0.2914568876576595,0.33,0.3363888888888889,0.6675,13.0,0.0,52,3,7330,1082.0,40.0,366.5,316.6822249178936,156.75,202.0,594.5,20.0,0.0
6,2013-05-03,52,,72000.0,4800.0,0.0,0.0,0,0.0,0.0,4,0.0,0.0,4,0.0,,52,5,1.3344444444444443,0.3344444444444444,0.3333333333333333,0.3336111111111111,0.0005555555555555,0.3333333333333333,0.3333333333333333,0.3336111111111111,4.0,,52,5,2305,910.0,40.0,230.5,272.86921979422874,73.5,141.5,172.0,10.0,
7,2013-04-04,52,5.0,39605.0,11998.0,1195.0,0.0,0,32400.0,0.0,3,0.0,0.0,3,0.0,5.0,52,4,5.66638888888889,1.666388888888889,0.3294444444444444,0.566638888888889,0.4172032234582125,0.3314583333333333,0.3369444444444444,0.6659027777777778,10.0,2.0,52,4,10575,5268.0,102.0,622.0588235294117,1232.0097133641152,182.0,233.0,424.0,17.0,2.0
8,2013-05-04,52,,75103.0,13207.0,0.0,0.0,0,1200.0,0.0,5,0.0,0.0,5,0.0,,52,6,0.6636111111111112,0.3333333333333333,0.3302777777777778,0.3318055555555556,0.0021606040536255,0.3310416666666667,0.3318055555555556,0.3325694444444444,2.0,,52,6,8339,2235.0,70.0,641.4615384615385,656.7099328451153,111.0,546.0,1011.0,13.0,
9,2013-04-05,52,1.0,60035.0,1200.0,0.0,0.0,0,25202.0,0.0,4,0.0,0.0,4,0.0,1.0,52,5,7.6513888888888895,1.3305555555555555,0.3302777777777778,0.7651388888888889,0.3525625923375522,0.4183333333333333,0.8261111111111112,1.0025694444444446,10.0,1.0,52,5,10426,8312.0,20.0,1303.25,2844.0782965915087,126.0,248.0,678.0,8.0,1.0
10,2013-05-05,52,,81600.0,1200.0,0.0,0.0,0,0.0,0.0,-1,0.0,0.0,-1,0.0,,52,0,2.991666666666667,0.6666666666666667,0.3005555555555556,0.3739583333333334,0.1192981523840897,0.33,0.3349999999999999,0.3419444444444444,8.0,,52,0,2687,1263.0,30.0,298.55555555555554,381.6104398175944,71.0,182.0,344.0,9.0,
11,2013-04-06,52,3.0,86262.0,2398.0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,5,0.0,3.0,52,6,2.987222222222222,0.6636111111111112,0.3294444444444444,0.3734027777777777,0.1172983419069057,0.3301388888888888,0.3305555555555555,0.3364583333333333,8.0,0.0,52,6,1506,587.0,80.0,215.14285714285717,182.6767897785855,96.0,121.0,263.0,7.0,0.0
12,2013-05-06,52,,80042.0,6000.0,1200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,,52,1,0.6597222222222223,0.33,0.3297222222222222,0.3298611111111111,0.0001964185503295,0.3297916666666667,0.3298611111111111,0.3299305555555555,2.0,,52,1,1143,435.0,41.0,163.28571428571428,145.93687480747087,65.5,71.0,232.5,7.0,
13,2013-04-07,52,3.0,91201.0,1199.0,0.0,4800.0,0,0.0,0.0,-1,0.0,0.0,-1,0.0,3.0,52,0,1.0002777777777778,0.3336111111111111,0.3333333333333333,0.3334259259259259,0.0001603750747749,0.3333333333333333,0.3333333333333333,0.3334722222222222,3.0,0.0,52,0,8028,2184.0,30.0,535.2,699.3220390390354,106.0,192.0,738.0,15.0,0.0
14,2013-05-07,52,,70795.0,3602.0,1200.0,11721.0,0,0.0,0.0,1,0.0,0.0,1,0.0,,52,2,2.0052777777777777,0.3519444444444444,0.3297222222222222,0.3342129629629629,0.0087901050336191,0.33,0.3301388888888888,0.3325694444444444,6.0,,52,2,838,202.0,71.0,139.66666666666666,55.33775082768243,101.0,136.0,186.75,6.0,
15,2013-04-08,52,3.0,73063.0,3600.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,3.0,52,1,4.658333333333334,1.0002777777777778,0.3297222222222222,0.4234848484848486,0.2155421446156167,0.3301388888888888,0.3333333333333333,0.3368055555555556,11.0,0.0,52,1,8363,3499.0,30.0,696.9166666666666,967.5076187939,71.0,444.5,861.75,12.0,0.0
16,2013-05-08,52,,64147.0,21182.0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,2,0.0,,52,3,0.6594444444444445,0.33,0.3294444444444444,0.3297222222222222,0.0003928371006592,0.3295833333333333,0.3297222222222222,0.3298611111111111,2.0,,52,3,1203,344.0,71.0,171.85714285714286,110.23373435784616,76.0,131.0,252.5,7.0,
17,2013-04-09,52,5.0,81701.0,11999.0,1201.0,2401.0,0,0.0,0.0,1,0.0,0.0,1,0.0,5.0,52,2,3.629444444444445,0.6672222222222223,0.3191666666666666,0.3629444444444445,0.1069768028647612,0.3297916666666667,0.33,0.3302083333333333,10.0,2.0,52,2,5610,2891.0,61.0,467.5,837.7349873861716,88.5,121.5,265.75,12.0,2.0
18,2013-05-09,52,,35223.0,8399.0,0.0,42000.0,0,0.0,0.0,3,0.0,0.0,3,0.0,,52,4,4.010000000000001,0.6666666666666667,0.3288888888888889,0.4010000000000001,0.1392795247271847,0.33,0.3333333333333333,0.3532638888888889,10.0,,52,4,1698,697.0,41.0,283.0,267.47411089673705,71.0,202.0,447.0,6.0,
19,2013-04-10,52,,67200.0,6000.0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,2,0.0,,52,3,2.3272222222222223,0.3338888888888889,0.3297222222222222,0.3324603174603174,0.0017304802866082,0.3315277777777777,0.3333333333333333,0.3336111111111111,7.0,1.0,52,3,6348,1658.0,81.0,453.4285714285714,438.4638769939565,192.0,303.5,488.25,14.0,1.0
20,2013-05-10,52,,45603.0,0.0,0.0,39597.0,0,2400.0,0.0,4,0.0,0.0,4,0.0,,52,5,2.943611111111111,0.3308333333333333,0.305,0.3270679012345679,0.0082893644569494,0.3294444444444444,0.3297222222222222,0.33,9.0,,52,5,383,131.0,60.0,95.75,31.468237955119125,75.75,96.0,116.0,4.0,
