,date,volunteer,level,home_time,school_time,travel_time,orthers,shopping,working,recreational_activities,date_in_week,cut_class,class_schedule,date_in_week,cut_class,level,stay_userID,stay_dayofweek,stay_dur_sum,stay_max,stay_min,stay_mean,stay_std,stay_25%,stay_med or 50%,stay_75%,stay_freq,stay_level,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-06-01,22.0,,14400.0,3600.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,,22,6,0.3344444444444444,0.3344444444444444,0.3344444444444444,0.3344444444444444,,0.3344444444444444,0.3344444444444444,0.3344444444444444,1.0,,22,6,2302,1625.0,61.0,460.4,661.0596039692638,71.0,202.0,343.0,5.0,
1,2013-04-02,22.0,1.0,75601.0,4799.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3900.0,1.0,0.0,1.0,22,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,22,2,13652,4378.0,50.0,650.0952380952381,1030.884664002812,131.0,182.0,626.0,21.0,1.0
2,2013-04-03,22.0,4.0,66003.0,12000.0,3598.0,0.0,0.0,0.0,5999.0,2.0,0.0,11700.0,2.0,0.0,4.0,22,3,1.6994444444444443,0.6666666666666666,0.3661111111111111,0.5664814814814815,0.1735258309064375,0.5163888888888889,0.6666666666666666,0.6666666666666666,3.0,2.0,22,3,21635,3934.0,61.0,636.3235294117648,878.4377220673085,131.0,318.0,632.5,34.0,2.0
3,2013-04-04,22.0,2.0,72000.0,9482.0,0.0,3718.0,0.0,0.0,0.0,3.0,0.0,7800.0,3.0,0.0,2.0,22,4,0.6658333333333333,0.3333333333333333,0.3325,0.3329166666666666,0.0005892556509887,0.3327083333333333,0.3329166666666666,0.333125,2.0,1.0,22,4,19902,4387.0,31.0,642.0,861.422041355649,136.0,373.0,736.5,31.0,1.0
4,2013-05-04,22.0,,166854.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,,22,6,23.34777777777777,22.36777777777777,0.98,11.673888888888888,15.123442701177613,6.326944444444443,11.673888888888888,17.020833333333332,2.0,,22,6,7314,2160.0,30.0,318.0,442.56124383575946,90.5,161.0,367.5,23.0,
5,2013-04-06,22.0,1.0,93550.0,2403.0,0.0,1247.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,22,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,22,6,24492,10158.0,81.0,979.68,2013.3664536458991,161.0,373.0,706.0,25.0,1.0
6,2013-05-06,22.0,4.0,173287.0,3599.0,0.0,0.0,0.0,0.0,4799.0,0.0,1.0,11700.0,0.0,1.0,4.0,22,1,2.3455555555555554,0.9988888888888888,0.3233333333333333,0.5863888888888888,0.3237919936379418,0.3304166666666667,0.5116666666666667,0.767638888888889,4.0,2.0,22,1,11314,3389.0,61.0,665.5294117647059,850.7525431674491,111.0,373.0,766.0,17.0,2.0
7,2013-04-07,22.0,5.0,92177.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,5.0,22,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2.0,22,0,14327,10736.0,70.0,895.4375,2631.86496534935,103.5,181.5,322.5,16.0,2.0
8,2013-05-10,22.0,,89103.0,0.0,0.0,0.0,0.0,0.0,2400.0,4.0,1.0,9000.0,4.0,1.0,,22,5,0.0872222222222222,0.0869444444444444,0.0002777777777777,0.0436111111111111,0.0612825877028341,0.0219444444444444,0.0436111111111111,0.0652777777777777,2.0,,22,5,24832,1544.0,41.0,250.8282828282828,209.2922007968003,161.0,192.0,262.0,99.0,
9,2013-05-15,22.0,,85600.0,0.0,0.0,0.0,0.0,0.0,2400.0,2.0,1.0,11700.0,2.0,1.0,,22,3,0.9383333333333336,0.6366666666666667,0.0002777777777777,0.3127777777777778,0.3183472703949278,0.1508333333333333,0.3013888888888889,0.4690277777777778,3.0,,22,3,12599,1997.0,61.0,449.9642857142857,547.7644453285898,131.0,201.0,499.0,28.0,
