,date,volunteer,level,home_time,school_time,travel_time,orthers,shopping,working,recreational_activities,date_in_week,cut_class,class_schedule,date_in_week,cut_class,level,stay_userID,stay_dayofweek,stay_dur_sum,stay_max,stay_min,stay_mean,stay_std,stay_25%,stay_med or 50%,stay_75%,stay_freq,stay_level,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-04-01,30,,6000.0,7199.0,33601.0,39600.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,,30,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,30,1,26003,5649.0,60.0,838.8064516129032,1209.4351689764069,121.5,353.0,902.5,31.0,
1,2013-05-01,30,,74400.0,6000.0,7200.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,,30,3,0.6658333333333333,0.3333333333333333,0.3325,0.3329166666666666,0.0005892556509887,0.3327083333333333,0.3329166666666666,0.333125,2.0,,30,3,27411,4044.0,20.0,1054.2692307692307,1216.9709464960065,196.25,424.5,1656.25,26.0,
2,2013-04-02,30,,30929.0,11102.0,40825.0,0.0,0.0,0.0,3545.0,1,0.0,0.0,1,0.0,,30,2,3.973333333333333,3.973333333333333,3.973333333333333,3.973333333333333,,3.973333333333333,3.973333333333333,3.973333333333333,1.0,,30,2,35383,5215.0,70.0,822.8604651162791,1159.9354986458627,151.0,342.0,781.0,43.0,
3,2013-05-02,30,,18000.0,4800.0,50441.0,0.0,0.0,0.0,11959.0,3,0.0,0.0,3,0.0,,30,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,30,4,19482,4185.0,60.0,1025.3684210526317,1067.3736828999338,171.0,797.0,1605.0,19.0,
4,2013-05-03,30,4.0,27600.0,3600.0,25200.0,0.0,0.0,0.0,30000.0,4,0.0,0.0,4,0.0,4.0,30,5,1.980555555555556,0.6666666666666667,0.0002777777777777,0.3300925925925926,0.2111832235511737,0.3106944444444444,0.3330555555555555,0.3414583333333333,6.0,2.0,30,5,35391,5991.0,50.0,1474.625,1851.527801867138,171.0,680.5,1739.5,24.0,2.0
5,2013-04-05,30,,43467.0,9600.0,21590.0,0.0,0.0,0.0,13200.0,4,0.0,0.0,4,0.0,,30,5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,,30,5,33430,4428.0,60.0,983.2352941176472,1275.9328864943443,166.0,368.0,1102.0,34.0,
6,2013-05-05,30,,50401.0,9600.0,28799.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,-1,0.0,,30,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,30,0,24053,3176.0,51.0,751.65625,751.7134667469445,240.25,579.5,798.75,32.0,
7,2013-04-06,30,,12943.0,63600.0,9600.0,0.0,0.0,2400.0,3600.0,5,0.0,0.0,5,0.0,,30,6,0.0002777777777777,0.0002777777777777,0.0002777777777777,0.0002777777777777,,0.0002777777777777,0.0002777777777777,0.0002777777777777,1.0,2.0,30,6,32120,12568.0,91.0,1284.8,2612.4650396384886,212.0,414.0,1321.0,25.0,2.0
8,2013-05-06,30,,34803.0,8399.0,33597.0,0.0,0.0,0.0,6001.0,0,0.0,0.0,0,0.0,,30,1,1.2127777777777775,0.6666666666666666,0.2127777777777778,0.4042592592592592,0.2351098596199975,0.2730555555555555,0.3333333333333333,0.5,3.0,,30,1,23770,5678.0,50.0,720.3030303030303,1084.1451264950788,80.0,212.0,1139.0,33.0,
9,2013-04-07,30,3.5,21714.0,0.0,0.0,58800.0,0.0,0.0,0.0,-1,0.0,0.0,-1,0.0,3.5,30,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.0,30,0,16381,2420.0,101.0,819.05,680.3125036566497,208.5,676.0,1311.5,20.0,1.0
