,date,volunteer,level,home_time,school_time,travel_time,orthers,shopping,working,recreational_activities,date_in_week,cut_class,class_schedule,date_in_week,cut_class,level,stay_userID,stay_dayofweek,stay_dur_sum,stay_max,stay_min,stay_mean,stay_std,stay_25%,stay_med or 50%,stay_75%,stay_freq,stay_level,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-05-01,10,,82800.0,0.0,0.0,0.0,1200.0,0.0,0.0,2,1.0,14400.0,2,1.0,,10,3,0.6547222222222222,0.3333333333333333,0.3213888888888889,0.3273611111111111,0.0084459976641726,0.3243749999999999,0.3273611111111111,0.3303472222222222,2.0,,10,3,17850,4316.0,40.0,1275.0,1351.10006461971,151.5,912.5,2035.0,14.0,
1,2013-04-02,10,2.5,85204.0,0.0,0.0,1198.0,0.0,0.0,0.0,1,1.0,10500.0,1,1.0,2.5,10,2,0.3336111111111111,0.3336111111111111,0.3336111111111111,0.3336111111111111,,0.3336111111111111,0.3336111111111111,0.3336111111111111,1.0,1.0,10,2,29935,3016.0,61.0,610.9183673469388,718.12057473933,142.0,313.0,716.0,49.0,1.0
2,2013-04-03,10,3.5,78000.0,8401.0,0.0,0.0,0.0,0.0,0.0,2,1.0,14400.0,2,1.0,3.5,10,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,2.0,10,3,20076,4418.0,60.0,627.375,982.1312490306888,82.5,131.0,829.25,32.0,2.0
3,2013-04-04,10,1.75,79201.0,4800.0,0.0,0.0,0.0,0.0,1199.0,3,1.0,6900.0,3,1.0,1.75,10,4,1.6108333333333331,0.6558333333333334,0.2883333333333333,0.4027083333333333,0.1700781070567285,0.3220833333333333,0.3333333333333333,0.4139583333333333,4.0,1.0,10,4,25323,3338.0,41.0,684.4054054054054,841.4349997824305,222.0,312.0,626.0,37.0,1.0
4,2013-05-04,10,,91200.0,3600.0,0.0,0.0,0.0,1200.0,3600.0,5,0.0,0.0,5,0.0,,10,6,0.6433333333333333,0.3333333333333333,0.31,0.3216666666666666,0.016499158227686,0.3158333333333333,0.3216666666666666,0.3275,2.0,,10,6,9819,1756.0,40.0,288.79411764705884,383.7099424882673,91.0,146.0,355.25,34.0,
5,2013-04-05,10,1.25,81603.0,5997.0,0.0,0.0,0.0,0.0,0.0,4,0.0,6000.0,4,0.0,1.25,10,5,0.2775,0.2775,0.2775,0.2775,,0.2775,0.2775,0.2775,1.0,1.0,10,5,22062,4065.0,30.0,432.5882352941176,739.9487056944038,156.0,282.0,404.0,51.0,1.0
6,2013-05-06,10,,76800.0,0.0,0.0,0.0,0.0,0.0,6000.0,0,1.0,7800.0,0,1.0,,10,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,10,1,17295,3954.0,60.0,524.0909090909091,877.2181300721462,120.0,242.0,534.0,33.0,
7,2013-05-07,10,1.0,84000.0,4799.0,0.0,0.0,2400.0,0.0,8401.0,1,1.0,10500.0,1,1.0,1.0,10,2,1.9438888888888888,0.6627777777777778,0.2811111111111111,0.3887777777777778,0.1548308515528885,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.0,1.0,10,2,17849,3570.0,50.0,356.98,654.9492109924188,110.0,176.5,298.0,50.0,1.0
8,2013-04-08,10,3.5,70800.0,9600.0,0.0,0.0,0.0,0.0,1200.0,0,0.0,7800.0,0,0.0,3.5,10,1,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,2.0,10,1,15419,4277.0,71.0,571.074074074074,936.570746677881,141.0,242.0,458.5,27.0,2.0
9,2013-05-08,10,1.0,72000.0,0.0,0.0,0.0,0.0,0.0,1200.0,2,1.0,14400.0,2,1.0,1.0,10,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,1.0,10,3,23927,5760.0,40.0,996.9583333333334,1396.7584049028187,188.5,383.0,1162.5,24.0,1.0
