,date,volunteer,level,home_time,school_time,travel_time,orthers,shopping,working,recreational_activities,date_in_week,cut_class,class_schedule,date_in_week,cut_class,level,stay_userID,stay_dayofweek,stay_dur_sum,stay_max,stay_min,stay_mean,stay_std,stay_25%,stay_med or 50%,stay_75%,stay_freq,stay_level,conv_userID,conv_dayofweek,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level
0,2013-04-01,27,,51601.0,6000.0,2399.0,0.0,0.0,0,2400.0,0,1.0,11700.0,0,1.0,,27,1,1.333611111111111,0.3336111111111111,0.3333333333333333,0.3334027777777777,0.0001388888888889,0.3333333333333333,0.3333333333333333,0.3334027777777777,4.0,,27,1,19079,4327.0,50.0,596.21875,950.6187368566344,151.75,307.5,534.25,32.0,
1,2013-05-01,27,,75600.0,7200.0,0.0,0.0,0.0,0,0.0,2,1.0,11700.0,2,1.0,,27,3,1.3324999999999998,0.3333333333333333,0.3325,0.3331249999999999,0.0004166666666666,0.333125,0.3333333333333333,0.3333333333333333,4.0,,27,3,25813,3976.0,60.0,526.795918367347,663.3564897421244,171.0,303.0,697.0,49.0,
2,2013-04-02,27,,88800.0,0.0,0.0,0.0,0.0,0,0.0,1,1.0,3900.0,1,1.0,,27,2,1.6666666666666663,0.6666666666666666,0.3333333333333333,0.4166666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.4166666666666666,4.0,,27,2,14858,6286.0,41.0,512.3448275862069,1163.39669796991,111.0,192.0,322.0,29.0,
3,2013-05-02,27,,60000.0,26400.0,0.0,0.0,0.0,0,0.0,3,0.0,7800.0,3,0.0,,27,4,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,,27,4,17402,3630.0,30.0,457.9473684210527,734.6058309629591,101.0,231.5,451.25,38.0,
4,2013-04-03,27,1.0,62404.0,20396.0,0.0,1200.0,0.0,0,0.0,2,0.0,11700.0,2,0.0,1.0,27,3,2.32,0.6666666666666667,0.32,0.3866666666666666,0.1372750685464933,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0,1.0,27,3,27180,4044.0,40.0,604.0,1025.8267619118471,141.0,262.0,424.0,45.0,1.0
5,2013-04-04,27,1.0,76801.0,7199.0,0.0,0.0,0.0,0,2400.0,3,0.0,7800.0,3,0.0,1.0,27,4,2.0,0.6666666666666666,0.3333333333333333,0.4,0.1490711984999859,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.0,1.0,27,4,21600,4054.0,40.0,514.2857142857143,833.4134419103128,163.5,262.5,353.0,42.0,1.0
6,2013-04-05,27,1.0,68400.0,18000.0,0.0,0.0,0.0,0,0.0,4,0.0,9000.0,4,0.0,1.0,27,5,2.333333333333333,0.6666666666666666,0.3333333333333333,0.3888888888888888,0.1360827634879543,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0,1.0,27,5,31013,4347.0,71.0,886.0857142857143,1291.4495816131343,171.5,302.0,714.0,35.0,1.0
7,2013-05-05,27,,72000.0,0.0,0.0,0.0,0.0,0,0.0,-1,0.0,0.0,-1,0.0,,27,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,27,0,7616,2502.0,50.0,331.1304347826087,493.05995434335887,136.0,192.0,343.0,23.0,
8,2013-04-06,27,,130800.0,0.0,1200.0,0.0,0.0,0,0.0,5,0.0,0.0,5,0.0,,27,6,1.6666666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.0,,27,6,12351,1180.0,41.0,352.8857142857143,278.0415512143476,130.5,232.0,575.0,35.0,
9,2013-05-06,27,,58800.0,4800.0,0.0,0.0,0.0,0,0.0,0,1.0,11700.0,0,1.0,,27,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,,27,1,29954,4266.0,60.0,525.5087719298245,799.2492040035139,131.0,262.0,475.0,57.0,
10,2013-04-07,27,,73200.0,0.0,0.0,0.0,0.0,0,0.0,-1,0.0,0.0,-1,0.0,,27,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,27,0,4204,524.0,71.0,262.75,146.24978632463024,146.0,237.0,350.75,16.0,
11,2013-05-07,27,1.0,92400.0,0.0,0.0,0.0,0.0,0,0.0,1,1.0,3900.0,1,1.0,1.0,27,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.0,27,2,23716,2642.0,30.0,431.2,472.8503169315024,151.0,252.0,625.0,55.0,1.0
12,2013-04-08,27,3.0,148732.0,9600.0,0.0,0.0,0.0,0,0.0,0,0.0,11700.0,0,0.0,3.0,27,1,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0,0.0,27,1,26446,4296.0,40.0,508.5769230769231,671.1180705025405,169.5,332.5,526.75,52.0,0.0
13,2013-05-08,27,4.0,69604.0,10796.0,0.0,0.0,0.0,0,0.0,2,0.0,11700.0,2,0.0,4.0,27,3,0.9786111111111112,0.3341666666666666,0.3111111111111111,0.3262037037037037,0.0130772082068611,0.3222222222222222,0.3333333333333333,0.33375,3.0,2.0,27,3,19191,4155.0,40.0,834.3913043478261,1174.6233724874012,141.5,333.0,660.5,23.0,2.0
14,2013-05-09,27,,99600.0,0.0,0.0,0.0,0.0,0,0.0,3,1.0,7800.0,3,1.0,,27,4,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,,27,4,9096,958.0,61.0,284.25,192.82182984433095,141.0,242.0,408.0,32.0,
15,2013-04-10,27,3.0,54040.0,15559.0,0.0,0.0,0.0,0,0.0,2,0.0,11700.0,2,0.0,3.0,27,3,1.0,0.6666666666666666,0.3333333333333333,0.5,0.2357022603955158,0.4166666666666666,0.5,0.5833333333333333,2.0,0.0,27,3,26487,4195.0,40.0,519.3529411764706,944.8491059111906,101.0,232.0,454.0,51.0,0.0
