,level,resp_time
0,1,2013-03-28 00:31:18
1,1,2013-03-28 22:00:15
2,1,2013-03-29 22:12:10
3,4,2013-03-30 22:37:38
4,1,2013-03-31 23:09:16
5,1,2013-04-03 01:04:36
6,1,2013-04-03 06:00:14
7,2,2013-04-04 00:02:55
8,2,2013-04-05 00:44:07
9,1,2013-04-05 06:30:39
10,1,2013-04-06 00:28:14
11,1,2013-04-08 02:11:58
12,1,2013-04-09 08:00:11
13,5,2013-04-09 04:18:28
14,1,2013-04-09 23:09:25
15,5,2013-04-12 22:40:22
16,2,2013-04-18 04:11:42
17,2,2013-04-17 16:17:49
18,1,2013-04-13 22:00:08
19,1,2013-04-11 22:35:39
20,2,2013-04-14 21:05:04
21,2,2013-04-15 00:57:08
22,1,2013-04-15 22:49:32
23,2,2013-04-16 16:00:28
24,2,2013-04-17 02:32:46
25,2,2013-04-18 08:00:10
26,1,2013-04-19 19:38:28
27,5,2013-04-21 04:35:06
28,2,2013-04-22 01:53:20
29,1,2013-04-24 05:01:03
30,5,2013-04-23 14:52:31
31,1,2013-04-23 06:04:59
32,2,2013-04-26 18:00:35
33,2,2013-04-30 05:40:14
34,2,2013-04-28 20:00:25
35,2,2013-04-29 05:19:10
36,1,2013-04-29 21:37:09
37,1,2013-05-15 19:32:20
38,2,2013-05-08 11:12:12
39,1,2013-05-07 08:31:24
40,2,2013-05-08 18:03:47
41,2,2013-05-17 02:39:04
42,2,2013-05-07 19:23:13
43,2,2013-05-06 04:00:10
44,5,2013-05-13 03:45:21
45,1,2013-05-14 19:52:01
46,2,2013-05-16 21:55:22
47,2,2013-05-17 19:53:43
48,2,2013-05-20 08:57:45
49,2,2013-05-21 07:07:00
50,1,2013-05-21 20:00:29
51,1,2013-05-22 08:12:04
52,2,2013-05-23 09:00:04
53,1,2013-05-28 22:17:40
54,2,2013-05-23 19:58:21
