,level,resp_time
5,2.0,2013-03-25 18:54:56
6,2.0,2013-03-26 03:33:26
7,2.0,2013-03-26 03:33:34
8,1.0,2013-03-27 01:12:20
9,4.0,2013-03-28 22:19:12
10,1.0,2013-03-28 02:25:27
11,2.0,2013-03-28 19:25:54
12,2.0,2013-03-28 18:43:12
13,3.0,2013-03-28 19:17:25
14,4.0,2013-03-29 02:05:54
15,1.0,2013-03-29 15:57:22
16,4.0,2013-03-28 21:08:14
17,1.0,2013-03-29 20:54:17
18,4.0,2013-03-29 23:08:06
19,4.0,2013-03-30 04:19:24
20,4.0,2013-03-31 17:54:45
21,5.0,2013-03-31 22:55:27
22,2.0,2013-04-03 00:40:08
23,4.0,2013-04-04 00:27:29
24,1.0,2013-04-02 22:17:41
25,1.0,2013-04-03 16:26:59
26,1.0,2013-04-04 14:59:44
27,2.0,2013-04-04 19:04:18
28,4.0,2013-04-04 23:25:24
29,2.0,2013-04-05 15:02:38
30,1.0,2013-04-05 18:43:29
31,1.0,2013-04-06 00:43:24
32,5.0,2013-04-07 04:45:44
33,3.0,2013-04-08 03:33:45
34,3.0,2013-04-14 22:45:42
35,3.0,2013-04-15 20:28:29
36,3.0,2013-04-09 05:33:43
37,1.0,2013-04-10 00:41:58
38,1.0,2013-04-09 22:43:48
39,2.0,2013-04-12 22:53:40
40,4.0,2013-04-18 15:07:40
41,3.0,2013-04-16 08:15:29
42,3.0,2013-04-16 04:01:35
43,3.0,2013-04-17 09:42:38
44,4.0,2013-04-18 04:22:25
45,1.0,2013-04-25 18:03:17
46,1.0,2013-04-23 08:54:58
47,1.0,2013-04-26 18:02:19
48,2.0,2013-04-29 04:09:07
49,1.0,2013-04-28 20:00:12
50,3.0,2013-04-30 04:27:01
51,4.0,2013-05-15 02:41:36
52,1.0,2013-05-08 18:16:25
53,5.0,2013-05-08 18:16:24
54,4.0,2013-05-16 02:11:34
55,4.0,2013-05-09 03:44:02
56,1.0,2013-05-07 00:31:32
57,1.0,2013-05-15 20:49:45
58,4.0,2013-05-17 02:00:27
59,4.0,2013-05-17 19:45:07
60,4.0,2013-05-18 02:29:17
61,1.0,2013-05-20 04:03:56
62,2.0,2013-05-21 15:57:18
63,1.0,2013-05-22 04:11:19
64,1.0,2013-05-22 20:03:32
65,1.0,2013-05-22 19:41:14
66,1.0,2013-05-23 17:06:35
67,1.0,2013-05-24 07:08:54
68,1.0,2013-05-23 19:19:10
69,2.0,2013-05-25 04:00:14
70,1.0,2013-05-24 21:26:10
71,1.0,2013-05-25 06:14:16
72,2.0,2013-05-25 15:53:56
73,3.0,2013-05-25 16:39:10
74,1.0,2013-06-03 06:00:04
75,1.0,2013-08-07 01:48:04
76,3.0,2013-08-08 00:47:33
77,1.0,2013-08-10 03:44:40
78,2.0,2013-08-16 00:56:08
