,level,resp_time
5,4.0,2013-03-28 22:18:18
6,1.0,2013-03-29 22:10:20
7,2.0,2013-04-03 01:50:57
8,1.0,2013-03-30 22:09:01
9,4.0,2013-03-31 22:00:15
10,2.0,2013-04-01 18:21:34
11,2.0,2013-04-03 06:08:29
12,2.0,2013-04-04 06:00:13
13,1.0,2013-04-05 06:42:36
14,4.0,2013-04-06 01:05:40
15,1.0,2013-04-06 06:35:58
16,4.0,2013-04-08 02:00:25
17,4.0,2013-04-08 20:04:12
18,4.0,2013-04-09 04:03:45
19,4.0,2013-04-15 20:32:34
20,4.0,2013-04-09 08:07:27
21,1.0,2013-04-10 03:20:05
22,4.0,2013-04-11 22:01:31
23,4.0,2013-04-09 20:06:02
24,4.0,2013-04-09 22:00:38
25,1.0,2013-04-10 22:00:07
26,1.0,2013-04-10 10:57:25
27,4.0,2013-04-10 23:22:00
28,4.0,2013-04-11 03:09:35
29,4.0,2013-04-16 08:37:34
30,4.0,2013-04-12 03:09:43
31,1.0,2013-04-12 23:05:40
32,4.0,2013-04-12 06:11:31
33,4.0,2013-04-13 22:34:30
34,1.0,2013-04-14 22:00:07
35,3.0,2013-04-17 09:14:18
36,2.0,2013-04-17 04:01:21
37,4.0,2013-04-18 08:00:52
38,4.0,2013-04-18 04:00:20
39,5.0,2013-04-20 05:11:31
40,2.0,2013-04-30 00:00:04
41,3.0,2013-04-30 07:23:10
42,2.0,2013-04-29 00:00:08
43,2.0,2013-04-29 04:00:00
44,3.0,2013-04-29 20:00:04
45,3.0,2013-04-30 07:19:16
46,2.0,2013-05-02 05:24:05
47,3.0,2013-05-01 05:03:10
48,3.0,2013-05-16 19:33:14
49,3.0,2013-05-15 03:52:02
50,3.0,2013-05-08 04:26:15
51,3.0,2013-05-07 20:24:32
52,3.0,2013-05-08 20:11:09
53,3.0,2013-05-06 04:30:33
54,3.0,2013-05-07 05:49:56
55,3.0,2013-05-15 19:13:16
56,3.0,2013-05-18 02:56:36
57,3.0,2013-05-18 20:36:51
58,3.0,2013-05-19 04:21:15
59,3.0,2013-05-22 04:02:24
60,3.0,2013-05-24 04:00:22
61,4.0,2013-05-24 22:06:06
62,2.0,2013-05-30 02:20:26
