,level,resp_time
2,1.0,2013-04-02 03:17:43
6,2.0,2013-03-27 02:04:16
7,1.0,2013-03-27 03:16:03
8,3.0,2013-03-28 21:18:28
9,3.0,2013-03-28 22:07:51
10,1.0,2013-03-28 23:12:09
11,4.0,2013-03-27 06:15:10
12,4.0,2013-03-27 09:11:10
13,1.0,2013-03-27 21:08:59
14,1.0,2013-03-27 22:26:57
15,1.0,2013-03-27 17:06:46
16,2.0,2013-03-28 04:53:49
17,1.0,2013-03-29 01:54:03
18,3.0,2013-03-28 07:56:46
19,4.0,2013-03-28 02:42:37
20,1.0,2013-03-29 00:10:06
21,2.0,2013-03-29 17:42:44
22,2.0,2013-03-29 21:04:33
23,1.0,2013-03-31 02:53:01
24,1.0,2013-03-30 20:38:42
25,3.0,2013-04-01 01:40:52
26,2.0,2013-04-01 06:26:26
27,1.0,2013-04-01 09:21:09
28,1.0,2013-04-01 16:49:40
29,1.0,2013-04-01 20:30:41
30,1.0,2013-04-03 02:31:44
31,1.0,2013-04-03 00:00:22
32,1.0,2013-04-03 06:38:51
33,1.0,2013-04-03 17:37:22
34,1.0,2013-04-04 00:17:37
35,1.0,2013-04-04 01:56:04
36,1.0,2013-04-04 05:51:34
37,1.0,2013-04-04 06:00:14
38,1.0,2013-04-04 19:44:41
39,1.0,2013-04-05 00:00:05
40,1.0,2013-04-08 02:54:10
41,3.0,2013-04-05 18:16:24
42,1.0,2013-04-06 06:10:20
43,1.0,2013-04-06 01:32:01
44,1.0,2013-04-07 02:26:48
45,1.0,2013-04-07 01:27:34
46,1.0,2013-04-09 09:36:19
47,2.0,2013-04-12 02:20:53
48,1.0,2013-04-09 22:08:47
49,3.0,2013-04-10 10:34:19
50,3.0,2013-04-10 17:49:32
51,2.0,2013-04-12 06:25:18
52,1.0,2013-04-11 03:37:42
53,2.0,2013-04-12 12:35:53
54,2.0,2013-04-13 01:56:56
55,2.0,2013-04-13 11:34:54
56,2.0,2013-04-15 04:07:28
57,2.0,2013-04-14 05:38:52
58,3.0,2013-04-15 07:21:57
59,2.0,2013-04-15 20:21:02
60,2.0,2013-04-16 04:33:48
61,2.0,2013-04-17 05:07:11
62,3.0,2013-04-18 20:34:16
63,2.0,2013-04-18 06:06:34
64,2.0,2013-04-20 20:20:31
65,3.0,2013-04-21 20:21:39
66,2.0,2013-04-23 23:01:48
67,2.0,2013-04-23 06:30:48
68,3.0,2013-04-25 00:57:17
69,2.0,2013-04-23 08:49:55
70,3.0,2013-04-26 07:14:11
71,2.0,2013-04-26 19:00:52
72,3.0,2013-04-27 00:31:29
73,3.0,2013-04-25 21:56:00
74,2.0,2013-04-26 08:19:51
75,2.0,2013-04-29 00:05:09
76,2.0,2013-04-29 20:22:45
77,3.0,2013-05-01 00:13:38
78,1.0,2013-05-01 09:16:48
79,2.0,2013-05-01 21:55:45
80,1.0,2013-05-01 09:16:48
81,1.0,2013-05-01 09:16:48
82,1.0,2013-05-01 09:16:49
83,1.0,2013-05-01 09:16:47
84,1.0,2013-05-01 09:16:48
85,1.0,2013-05-01 09:16:49
86,1.0,2013-05-01 09:16:47
87,1.0,2013-05-02 06:11:26
88,2.0,2013-05-08 18:57:48
89,2.0,2013-05-09 21:59:10
90,3.0,2013-05-05 09:19:36
91,2.0,2013-05-07 03:53:40
92,2.0,2013-05-19 22:36:25
93,2.0,2013-05-23 13:39:14
94,2.0,2013-05-24 07:10:04
