,level,resp_time
5,4.0,2013-03-29 04:21:16
6,1.0,2013-03-29 04:21:18
7,5.0,2013-03-30 22:17:06
8,4.0,2013-03-31 22:22:15
9,1.0,2013-04-02 04:47:35
10,1.0,2013-04-03 02:27:13
11,1.0,2013-04-03 08:04:56
12,4.0,2013-04-04 00:14:01
13,1.0,2013-04-03 22:08:02
14,4.0,2013-04-04 06:01:04
15,4.0,2013-04-05 00:14:18
16,4.0,2013-04-05 08:02:03
17,5.0,2013-04-06 01:37:46
18,5.0,2013-04-06 07:27:02
19,4.0,2013-04-09 08:12:08
20,1.0,2013-04-10 22:00:35
21,5.0,2013-04-11 23:54:11
22,1.0,2013-04-12 22:44:21
23,1.0,2013-04-13 22:02:49
24,4.0,2013-04-14 22:55:29
25,1.0,2013-04-16 05:49:11
26,1.0,2013-04-15 20:21:51
27,2.0,2013-04-18 05:43:25
28,1.0,2013-04-18 08:06:50
29,4.0,2013-04-20 03:09:39
30,1.0,2013-04-21 04:44:01
31,2.0,2013-04-21 19:18:07
32,3.0,2013-04-23 02:00:09
33,1.0,2013-04-30 00:10:34
34,3.0,2013-04-29 04:00:42
35,1.0,2013-04-29 20:21:30
36,1.0,2013-05-02 05:42:07
37,3.0,2013-05-12 21:35:10
38,1.0,2013-05-08 19:22:40
39,5.0,2013-05-07 21:18:27
40,1.0,2013-05-19 19:47:50
41,1.0,2013-05-21 09:01:56
42,1.0,2013-05-21 19:45:31
43,1.0,2013-05-22 19:34:35
