,level,resp_time
0,4.0,2013-03-27 04:45:45
5,1.0,2013-03-30 22:27:26
6,1.0,2013-03-29 19:45:25
7,4.0,2013-03-28 23:53:09
8,5.0,2013-03-30 00:32:58
9,1.0,2013-03-31 18:49:27
10,2.0,2013-04-01 02:45:54
11,1.0,2013-04-03 06:03:04
12,4.0,2013-04-04 07:28:35
13,4.0,2013-04-05 06:08:42
14,4.0,2013-04-06 01:26:41
15,5.0,2013-04-06 09:39:30
16,1.0,2013-04-07 21:21:54
17,1.0,2013-04-09 04:50:01
18,1.0,2013-04-10 22:33:15
19,2.0,2013-04-10 02:59:22
20,1.0,2013-04-16 04:24:02
21,1.0,2013-04-11 02:03:16
22,1.0,2013-04-12 02:44:19
23,4.0,2013-04-13 22:54:36
24,1.0,2013-04-14 23:14:15
25,1.0,2013-04-16 01:52:24
26,1.0,2013-04-17 04:01:47
27,4.0,2013-04-19 00:32:42
28,4.0,2013-04-20 06:44:52
29,2.0,2013-04-28 07:47:46
30,2.0,2013-04-28 21:44:49
31,1.0,2013-04-26 18:03:22
32,2.0,2013-04-28 19:34:02
33,3.0,2013-04-29 05:50:08
34,2.0,2013-04-30 05:58:15
35,1.0,2013-05-07 05:04:20
