,level,resp_time
5,4.0,2013-04-03 06:35:26
6,5.0,2013-04-04 01:39:42
7,4.0,2013-04-03 00:06:25
8,4.0,2013-04-04 00:19:38
9,4.0,2013-04-04 06:11:20
10,4.0,2013-04-04 16:14:34
11,1.0,2013-04-04 18:20:47
12,1.0,2013-04-04 21:54:36
13,4.0,2013-04-05 02:21:50
14,1.0,2013-04-05 00:31:38
15,4.0,2013-04-05 06:05:55
16,4.0,2013-04-05 16:45:57
17,1.0,2013-04-07 18:06:47
18,1.0,2013-04-06 16:30:47
19,4.0,2013-04-06 09:25:02
20,2.0,2013-04-08 05:21:01
21,1.0,2013-04-08 16:40:14
22,4.0,2013-04-08 20:41:39
23,4.0,2013-04-09 08:03:03
24,1.0,2013-04-09 04:58:05
25,1.0,2013-04-09 16:38:23
26,1.0,2013-04-09 22:30:16
27,1.0,2013-04-10 17:18:36
28,2.0,2013-04-10 23:02:12
29,1.0,2013-04-11 17:03:54
30,1.0,2013-04-15 08:14:29
31,1.0,2013-04-11 22:02:24
32,1.0,2013-04-12 23:18:58
33,1.0,2013-04-12 17:57:03
34,1.0,2013-04-13 16:49:05
35,2.0,2013-04-13 19:54:47
36,1.0,2013-04-13 23:48:07
37,1.0,2013-04-18 16:35:25
38,2.0,2013-04-15 16:21:57
39,4.0,2013-04-16 04:22:01
40,4.0,2013-04-16 02:50:27
41,1.0,2013-04-16 16:28:20
42,1.0,2013-04-20 16:33:40
43,1.0,2013-04-20 05:42:33
44,1.0,2013-04-26 16:26:38
45,1.0,2013-04-21 17:09:26
46,2.0,2013-04-22 16:09:56
47,4.0,2013-04-23 06:23:58
48,1.0,2013-04-25 00:29:37
49,1.0,2013-04-23 16:24:13
50,1.0,2013-04-25 16:29:39
51,1.0,2013-04-27 17:10:17
52,1.0,2013-04-26 18:02:32
53,1.0,2013-04-29 04:30:08
54,3.0,2013-04-29 15:12:40
55,3.0,2013-04-30 01:17:12
56,3.0,2013-04-30 04:03:18
57,1.0,2013-04-30 15:28:49
58,1.0,2013-05-01 15:04:19
59,1.0,2013-05-02 05:11:41
60,1.0,2013-05-02 16:27:05
61,1.0,2013-05-03 15:34:00
62,1.0,2013-05-14 17:31:37
63,1.0,2013-05-06 04:10:39
64,1.0,2013-05-07 18:24:07
65,1.0,2013-05-04 17:11:16
66,4.0,2013-05-06 20:10:50
67,4.0,2013-05-15 20:29:08
68,4.0,2013-05-16 17:49:19
69,4.0,2013-05-15 16:49:08
70,1.0,2013-05-12 04:30:06
71,1.0,2013-05-08 18:03:13
72,1.0,2013-05-09 17:39:30
73,1.0,2013-05-13 17:11:16
74,1.0,2013-05-05 17:46:03
75,1.0,2013-05-07 18:24:12
76,3.0,2013-05-08 16:27:11
77,4.0,2013-05-12 17:05:49
78,3.0,2013-05-15 02:15:43
79,4.0,2013-05-16 02:15:08
80,4.0,2013-05-16 19:45:50
81,4.0,2013-05-17 17:44:39
82,1.0,2013-05-18 17:40:34
83,1.0,2013-05-19 19:36:14
84,1.0,2013-05-20 16:44:36
85,1.0,2013-05-21 05:10:15
86,1.0,2013-05-22 04:58:45
87,1.0,2013-05-22 17:41:44
88,1.0,2013-05-23 17:13:33
89,1.0,2013-05-24 17:20:38
90,2.0,2013-05-27 17:28:35
91,5.0,2013-05-31 21:15:52
