,level,resp_time
5,3.0,2013-04-03 01:04:47
6,1.0,2013-04-02 21:21:11
7,3.0,2013-04-01 23:39:18
8,1.0,2013-04-02 01:38:06
9,1.0,2013-04-03 08:25:50
10,3.0,2013-04-04 00:22:49
11,1.0,2013-04-03 06:10:51
12,1.0,2013-04-02 18:01:22
13,3.0,2013-04-03 06:32:32
14,2.0,2013-04-03 16:59:21
15,1.0,2013-04-03 22:06:02
16,1.0,2013-04-04 20:52:03
17,2.0,2013-04-04 06:28:47
18,1.0,2013-04-07 00:46:08
19,5.0,2013-04-07 08:21:22
20,1.0,2013-04-08 03:02:07
21,1.0,2013-04-05 00:00:15
22,1.0,2013-04-05 00:45:34
23,4.0,2013-04-06 06:07:56
24,1.0,2013-04-05 06:00:49
25,3.0,2013-04-05 08:19:34
26,1.0,2013-04-06 00:51:00
27,1.0,2013-04-05 18:43:50
28,4.0,2013-04-06 04:23:19
29,1.0,2013-04-06 07:48:07
30,4.0,2013-04-07 07:12:19
31,1.0,2013-04-07 18:47:24
32,4.0,2013-04-06 21:46:50
33,1.0,2013-04-08 23:24:36
34,1.0,2013-04-08 04:07:25
35,1.0,2013-04-08 20:21:26
36,1.0,2013-04-09 03:54:29
37,1.0,2013-04-09 04:45:57
38,2.0,2013-04-12 22:47:26
39,3.0,2013-04-12 18:00:59
40,1.0,2013-04-09 15:33:26
41,1.0,2013-04-09 21:52:48
42,1.0,2013-04-10 07:41:00
43,1.0,2013-04-10 19:52:21
44,1.0,2013-04-12 01:47:12
45,3.0,2013-04-17 04:52:52
46,1.0,2013-04-12 03:30:26
47,1.0,2013-04-13 21:18:39
48,3.0,2013-04-13 05:22:47
49,1.0,2013-04-13 23:35:37
50,3.0,2013-04-14 22:08:16
51,1.0,2013-04-14 19:54:03
52,1.0,2013-04-15 20:19:30
53,3.0,2013-04-16 03:23:43
54,3.0,2013-04-15 21:57:03
55,3.0,2013-04-16 04:05:12
56,3.0,2013-04-17 08:54:52
57,1.0,2013-04-17 23:23:06
58,3.0,2013-04-18 04:13:14
59,3.0,2013-04-18 08:11:11
60,3.0,2013-04-18 20:35:39
61,3.0,2013-04-22 02:18:35
62,2.0,2013-04-22 02:18:38
63,3.0,2013-04-23 08:10:58
64,4.0,2013-04-26 18:02:19
65,3.0,2013-04-25 19:48:55
66,3.0,2013-04-29 00:05:29
67,3.0,2013-04-30 04:01:21
68,2.0,2013-04-30 00:00:07
69,1.0,2013-05-02 06:26:42
70,3.0,2013-05-01 05:09:44
71,1.0,2013-05-03 05:09:21
72,1.0,2013-05-09 05:23:24
73,1.0,2013-05-07 20:13:45
74,1.0,2013-05-15 20:22:17
75,1.0,2013-05-16 03:44:06
76,1.0,2013-05-08 18:10:13
77,1.0,2013-05-08 06:56:53
78,1.0,2013-05-20 04:11:34
79,1.0,2013-05-21 04:01:45
80,1.0,2013-05-24 04:01:39
81,1.0,2013-05-24 21:33:33
