,level,resp_time
5,1.0,2013-03-28 22:08:55
6,2.0,2013-03-30 23:06:20
7,2.0,2013-04-17 09:14:58
8,3.0,2013-04-16 08:03:05
9,3.0,2013-04-11 23:53:36
10,3.0,2013-04-14 22:33:56
11,3.0,2013-04-15 21:07:32
12,3.0,2013-04-18 05:44:35
13,3.0,2013-04-18 08:00:14
14,3.0,2013-04-19 02:36:51
15,2.0,2013-04-20 19:47:06
16,2.0,2013-04-20 05:56:12
17,3.0,2013-04-21 10:16:05
18,3.0,2013-04-21 08:58:20
19,3.0,2013-04-21 22:10:36
20,3.0,2013-04-30 04:05:10
21,3.0,2013-04-23 09:21:47
22,3.0,2013-04-26 18:26:50
23,3.0,2013-04-29 04:34:15
24,3.0,2013-05-02 05:26:07
25,3.0,2013-05-01 05:02:05
26,3.0,2013-05-07 04:29:39
27,3.0,2013-05-07 18:01:11
28,3.0,2013-05-17 09:53:01
29,3.0,2013-05-08 04:01:05
30,3.0,2013-05-11 08:13:28
31,3.0,2013-05-04 17:18:29
32,3.0,2013-05-07 08:07:24
33,3.0,2013-05-09 05:57:07
34,3.0,2013-05-08 16:30:31
35,3.0,2013-05-15 01:49:25
36,3.0,2013-05-18 02:59:18
37,3.0,2013-05-19 09:50:26
38,3.0,2013-05-20 08:57:36
39,3.0,2013-05-21 10:04:54
40,3.0,2013-05-22 19:15:15
41,3.0,2013-05-24 12:07:05
42,3.0,2013-05-28 16:43:34
43,3.0,2013-05-25 23:45:23
44,3.0,2013-05-26 00:26:29
45,3.0,2013-05-31 04:37:17
46,3.0,2013-06-01 15:37:59
