,level,resp_time
5,2.0,2013-04-04 01:20:25
6,4.0,2013-03-27 22:05:02
7,1.0,2013-03-28 22:48:17
8,4.0,2013-03-29 23:53:58
9,4.0,2013-03-30 22:27:34
10,5.0,2013-03-31 22:25:11
11,1.0,2013-04-03 06:00:22
12,1.0,2013-04-05 06:15:22
13,1.0,2013-04-08 20:00:53
14,4.0,2013-04-07 02:12:16
15,1.0,2013-04-08 02:02:44
16,2.0,2013-04-14 22:40:52
17,1.0,2013-04-09 08:07:43
18,1.0,2013-04-13 22:18:15
19,1.0,2013-04-15 20:13:14
20,1.0,2013-04-11 22:00:44
21,2.0,2013-04-16 04:18:03
22,2.0,2013-04-16 09:16:59
23,4.0,2013-04-17 08:04:53
24,4.0,2013-04-18 04:00:12
25,4.0,2013-04-20 09:48:23
26,1.0,2013-04-25 18:15:18
27,1.0,2013-04-23 08:01:04
28,2.0,2013-04-29 00:01:33
29,2.0,2013-04-29 04:04:54
30,2.0,2013-04-30 04:07:21
31,1.0,2013-05-03 06:18:38
32,1.0,2013-05-06 07:34:58
33,1.0,2013-05-08 08:40:29
34,1.0,2013-05-07 20:42:17
