,level,resp_time
7,4.0,2013-03-31 02:50:03
8,4.0,2013-03-31 02:39:46
9,1.0,2013-04-03 00:01:29
10,4.0,2013-03-31 19:53:52
11,1.0,2013-04-03 06:33:54
12,1.0,2013-04-01 18:31:50
13,1.0,2013-04-03 18:04:38
14,1.0,2013-04-03 02:19:40
15,1.0,2013-04-04 01:03:21
16,4.0,2013-04-04 08:07:08
17,1.0,2013-04-05 00:51:50
18,1.0,2013-04-05 06:23:05
19,4.0,2013-04-07 21:04:16
20,4.0,2013-04-06 23:39:42
21,4.0,2013-04-07 03:03:46
22,4.0,2013-04-07 00:36:32
23,4.0,2013-04-08 02:20:44
24,4.0,2013-04-08 19:13:07
25,4.0,2013-04-08 20:27:51
26,1.0,2013-04-08 22:54:57
27,4.0,2013-04-09 09:45:51
28,4.0,2013-04-09 22:21:52
29,4.0,2013-04-10 19:13:02
30,4.0,2013-04-10 07:58:10
31,1.0,2013-04-15 20:43:12
32,4.0,2013-04-10 22:09:06
33,1.0,2013-04-11 22:51:45
34,4.0,2013-04-12 17:42:45
35,4.0,2013-04-12 22:42:13
36,1.0,2013-04-14 22:01:12
37,4.0,2013-04-13 07:42:13
38,4.0,2013-04-13 23:45:39
39,4.0,2013-04-13 05:46:21
40,1.0,2013-04-17 04:46:27
41,4.0,2013-04-17 08:27:03
42,1.0,2013-04-14 07:16:24
43,1.0,2013-04-15 18:52:23
44,1.0,2013-04-16 04:00:03
45,1.0,2013-04-16 08:23:28
46,1.0,2013-04-17 00:17:25
47,4.0,2013-04-18 10:35:50
48,4.0,2013-04-18 04:03:17
49,1.0,2013-04-22 09:17:08
50,4.0,2013-04-20 06:10:17
51,1.0,2013-04-21 19:02:23
52,4.0,2013-04-23 01:10:27
53,4.0,2013-04-24 19:04:36
54,4.0,2013-04-30 04:02:01
55,4.0,2013-04-22 20:31:59
56,4.0,2013-04-23 10:13:02
57,1.0,2013-04-26 18:00:45
58,1.0,2013-04-26 07:42:23
59,1.0,2013-04-28 20:45:24
60,1.0,2013-04-29 00:01:23
61,1.0,2013-04-30 00:07:27
62,1.0,2013-05-08 18:16:48
63,1.0,2013-05-14 19:51:05
64,1.0,2013-05-08 02:16:19
65,1.0,2013-05-15 02:10:13
66,1.0,2013-05-10 18:50:17
67,1.0,2013-05-06 00:08:50
68,1.0,2013-05-06 04:44:49
69,5.0,2013-05-18 19:23:13
70,1.0,2013-05-22 16:10:17
71,1.0,2013-05-24 19:18:57
72,4.0,2013-05-27 06:29:08
