,level,resp_time
5,2.0,2013-04-03 06:53:52
6,1.0,2013-03-30 22:46:23
7,2.0,2013-04-03 00:55:05
8,1.0,2013-04-04 07:31:50
9,1.0,2013-04-05 01:38:47
10,1.0,2013-04-05 09:03:45
11,1.0,2013-04-06 00:00:55
12,4.0,2013-04-06 06:09:23
13,1.0,2013-04-08 02:23:45
14,1.0,2013-04-09 04:50:36
15,1.0,2013-04-09 09:45:14
16,1.0,2013-04-16 05:26:34
17,1.0,2013-04-10 22:20:14
18,1.0,2013-04-13 22:21:03
19,1.0,2013-04-14 22:07:15
20,2.0,2013-04-15 23:00:10
21,2.0,2013-04-16 08:14:40
22,1.0,2013-04-17 08:27:31
23,2.0,2013-04-16 22:30:25
24,2.0,2013-04-18 04:08:20
25,1.0,2013-04-18 09:58:19
26,1.0,2013-04-20 08:41:12
27,1.0,2013-04-25 19:26:40
28,1.0,2013-04-23 09:38:27
29,1.0,2013-04-26 18:45:30
30,3.0,2013-05-01 00:06:20
31,3.0,2013-05-02 06:43:25
32,2.0,2013-05-03 05:25:07
33,1.0,2013-05-16 02:02:56
34,1.0,2013-05-08 04:12:01
35,1.0,2013-05-08 19:11:39
36,1.0,2013-05-15 02:13:25
37,1.0,2013-05-08 08:21:36
38,2.0,2013-05-16 20:50:16
39,1.0,2013-05-15 19:14:55
40,1.0,2013-05-17 19:45:39
41,1.0,2013-05-19 09:10:33
42,1.0,2013-05-18 02:37:12
43,2.0,2013-05-21 07:18:53
44,2.0,2013-05-20 08:17:49
45,1.0,2013-05-22 05:12:13
46,2.0,2013-05-22 20:58:17
47,1.0,2013-05-23 05:13:39
48,2.0,2013-05-24 04:00:19
