,level,resp_time
0,4,2013-03-31 03:47:36
1,4,2013-03-31 22:12:45
2,1,2013-03-29 22:54:59
3,1,2013-04-02 16:49:46
4,5,2013-04-04 02:28:30
5,1,2013-03-31 00:20:54
6,1,2013-03-27 03:45:59
7,1,2013-03-27 03:45:56
8,4,2013-03-27 05:44:54
9,1,2013-03-29 19:03:55
10,1,2013-03-28 00:43:11
11,1,2013-03-27 20:25:15
12,1,2013-03-27 16:17:34
13,2,2013-03-27 09:40:05
14,4,2013-03-27 17:57:18
15,4,2013-03-28 05:31:41
16,1,2013-03-28 16:34:17
17,4,2013-03-28 19:26:14
18,5,2013-03-28 22:00:32
19,1,2013-03-28 09:31:50
20,1,2013-03-28 09:32:35
21,2,2013-03-29 07:25:25
22,4,2013-03-29 09:54:17
23,1,2013-03-29 18:07:32
24,4,2013-03-29 20:51:10
25,4,2013-03-29 16:53:50
26,5,2013-04-03 21:40:30
27,5,2013-03-30 00:02:02
28,1,2013-03-30 23:38:56
29,1,2013-04-03 00:55:31
30,4,2013-03-30 22:13:47
31,1,2013-03-31 09:35:27
32,1,2013-03-30 23:41:03
33,4,2013-03-31 12:03:56
34,1,2013-04-01 22:53:47
35,1,2013-03-31 07:27:49
36,1,2013-03-31 09:37:45
37,4,2013-03-31 21:46:09
38,1,2013-03-31 22:00:15
39,1,2013-04-01 20:45:00
40,4,2013-04-01 09:09:34
41,4,2013-04-03 22:59:23
42,1,2013-04-01 02:47:30
43,5,2013-04-01 19:06:02
44,4,2013-04-03 17:59:44
45,1,2013-04-04 01:12:20
46,1,2013-04-01 23:50:27
47,4,2013-04-02 00:31:38
48,1,2013-04-02 04:34:05
49,1,2013-04-02 07:16:10
50,4,2013-04-03 19:06:33
51,1,2013-04-03 16:21:35
52,1,2013-04-02 20:54:05
53,1,2013-04-03 00:55:38
54,1,2013-04-02 23:53:04
55,1,2013-04-02 23:53:40
56,1,2013-04-03 03:57:51
57,1,2013-04-03 05:58:46
58,1,2013-04-03 06:57:56
59,4,2013-04-03 17:07:44
60,4,2013-04-04 04:09:59
61,1,2013-04-04 07:33:16
62,1,2013-04-04 18:57:58
63,1,2013-04-04 17:58:51
64,1,2013-04-05 00:06:28
65,1,2013-04-05 00:41:22
66,1,2013-04-06 05:37:35
67,2,2013-04-05 02:04:37
68,2,2013-04-05 03:26:03
69,2,2013-04-05 04:02:10
70,1,2013-04-05 00:44:25
71,1,2013-04-05 09:35:06
72,1,2013-04-05 06:27:41
73,3,2013-04-05 11:37:52
74,1,2013-04-05 23:43:38
75,1,2013-04-08 06:00:45
76,4,2013-04-05 16:52:01
77,1,2013-04-06 00:00:43
78,1,2013-04-05 15:58:26
79,1,2013-04-05 18:04:30
80,1,2013-04-06 02:01:36
81,1,2013-04-07 08:07:28
82,1,2013-04-06 06:06:00
83,5,2013-04-07 05:44:41
84,1,2013-04-07 12:43:49
85,1,2013-04-07 00:13:26
86,1,2013-04-07 02:12:39
87,4,2013-04-07 21:34:17
88,1,2013-04-07 23:16:59
89,1,2013-04-08 17:56:59
90,1,2013-04-08 19:04:37
91,1,2013-04-08 18:44:35
92,5,2013-04-09 00:02:14
93,1,2013-04-08 21:37:59
94,3,2013-04-08 23:00:38
95,1,2013-04-09 02:43:00
96,5,2013-04-14 22:02:36
97,4,2013-04-16 00:17:31
98,5,2013-04-11 23:56:52
99,5,2013-04-09 08:09:10
100,1,2013-04-09 04:00:23
101,1,2013-04-12 15:45:46
102,1,2013-04-12 01:42:55
103,4,2013-04-12 21:00:03
104,1,2013-04-09 16:04:41
105,5,2013-04-10 00:12:13
106,1,2013-04-10 20:01:33
107,1,2013-04-10 06:07:35
108,1,2013-04-10 05:05:34
109,1,2013-04-10 09:47:37
110,4,2013-04-11 06:09:27
111,1,2013-04-11 09:58:57
112,1,2013-04-11 16:56:20
113,4,2013-04-13 03:35:46
114,4,2013-04-12 03:53:41
115,4,2013-04-11 17:55:28
116,4,2013-04-11 22:00:12
117,1,2013-04-12 22:54:25
118,2,2013-04-17 11:19:27
119,2,2013-04-12 06:05:57
120,1,2013-04-12 16:53:47
121,4,2013-04-13 01:06:09
122,4,2013-04-13 22:09:49
123,4,2013-04-14 20:05:54
124,4,2013-04-14 06:03:18
125,4,2013-04-14 03:15:17
126,1,2013-04-14 11:12:33
127,1,2013-04-15 11:08:35
128,2,2013-04-15 18:06:20
129,1,2013-04-16 01:23:23
130,4,2013-04-16 06:03:57
131,4,2013-04-16 04:00:53
132,1,2013-04-16 08:00:30
133,1,2013-04-17 04:00:20
134,1,2013-04-17 08:01:36
135,4,2013-04-17 00:03:08
136,1,2013-04-17 15:50:10
137,1,2013-04-18 00:03:42
138,1,2013-04-18 01:10:33
139,1,2013-04-18 20:36:23
140,1,2013-04-18 08:07:13
141,4,2013-04-18 17:58:11
142,4,2013-04-18 20:03:05
143,1,2013-04-18 04:32:48
144,1,2013-04-18 09:27:43
145,1,2013-04-19 00:01:46
146,1,2013-04-19 15:58:39
147,4,2013-04-19 03:59:05
148,5,2013-04-19 20:52:11
149,1,2013-04-19 06:00:23
150,5,2013-04-19 23:06:28
151,4,2013-04-20 04:22:10
152,4,2013-04-20 05:53:56
153,1,2013-04-26 18:01:59
154,1,2013-04-20 23:47:37
155,4,2013-04-25 18:08:14
156,1,2013-04-21 09:43:27
157,1,2013-04-22 00:00:59
158,1,2013-04-22 04:00:57
159,1,2013-04-22 10:35:07
160,1,2013-04-24 06:05:09
161,1,2013-04-23 04:15:33
162,3,2013-04-23 16:02:20
163,1,2013-04-25 03:01:33
164,1,2013-04-23 02:32:35
165,1,2013-04-24 04:45:29
166,1,2013-04-24 23:07:28
167,4,2013-04-24 02:28:24
168,1,2013-04-28 02:51:38
169,4,2013-04-26 08:17:28
170,4,2013-04-24 20:46:58
171,4,2013-04-25 01:45:17
172,4,2013-04-25 23:54:37
173,4,2013-04-26 04:37:32
174,3,2013-04-30 19:03:24
175,4,2013-04-25 20:00:24
176,1,2013-04-26 21:33:30
177,4,2013-04-28 05:34:17
178,1,2013-04-26 19:07:41
179,4,2013-04-27 21:15:14
180,4,2013-04-28 01:37:29
181,1,2013-04-29 08:15:27
