,level,resp_time
6,5.0,2013-04-08 00:42:06
7,4.0,2013-04-08 03:54:40
8,1.0,2013-04-08 22:41:33
9,1.0,2013-04-09 04:03:32
10,5.0,2013-04-09 08:42:45
11,5.0,2013-04-10 18:48:28
12,2.0,2013-04-11 01:24:12
13,1.0,2013-04-13 00:58:55
14,5.0,2013-04-17 05:21:51
15,2.0,2013-04-15 22:07:40
16,2.0,2013-04-16 04:39:31
17,5.0,2013-04-20 05:32:48
18,1.0,2013-04-21 07:51:32
19,5.0,2013-04-26 18:18:06
20,1.0,2013-05-02 06:55:28
21,5.0,2013-05-04 06:29:56
22,5.0,2013-05-19 19:21:55
23,2.0,2013-05-28 04:42:59
24,4.0,2013-06-04 06:17:12
