,level,resp_time
0,3.0,2013-03-30 21:53:55
6,4.0,2013-03-27 22:00:57
7,3.0,2013-03-28 19:47:59
8,4.0,2013-03-28 17:25:00
9,1.0,2013-03-29 06:17:24
10,1.0,2013-03-29 22:12:07
11,4.0,2013-04-01 02:04:45
12,1.0,2013-04-03 17:26:25
13,4.0,2013-04-03 00:02:11
14,1.0,2013-04-03 15:33:22
15,3.0,2013-04-04 07:00:33
16,4.0,2013-04-05 06:55:22
17,3.0,2013-04-06 07:39:49
18,1.0,2013-04-09 04:27:12
19,1.0,2013-04-15 20:22:38
20,4.0,2013-04-10 07:25:14
21,1.0,2013-04-10 22:05:01
22,1.0,2013-04-11 18:56:07
23,3.0,2013-04-13 22:23:48
24,1.0,2013-04-16 14:00:25
25,5.0,2013-04-19 21:50:12
26,1.0,2013-04-25 18:54:06
27,3.0,2013-04-29 20:22:07
28,3.0,2013-04-30 05:21:18
29,1.0,2013-05-07 17:58:57
30,1.0,2013-05-08 14:18:50
31,1.0,2013-05-07 14:31:50
32,1.0,2013-05-08 04:35:25
33,1.0,2013-05-07 04:09:00
34,2.0,2013-05-23 08:11:14
