,level,resp_time
6,2.0,2013-03-30 22:24:05
7,1.0,2013-03-28 22:03:52
8,2.0,2013-03-31 22:11:24
9,1.0,2013-04-03 00:24:31
10,5.0,2013-04-03 06:44:24
11,5.0,2013-04-04 00:36:54
12,5.0,2013-04-04 08:57:54
13,3.0,2013-04-08 20:23:51
14,1.0,2013-04-05 00:45:16
15,1.0,2013-04-05 15:03:24
16,3.0,2013-04-06 00:45:13
17,3.0,2013-04-06 18:56:27
18,3.0,2013-04-07 03:23:03
19,5.0,2013-04-09 08:25:23
20,1.0,2013-04-10 22:47:38
21,4.0,2013-04-18 04:46:36
22,5.0,2013-04-11 22:12:18
23,1.0,2013-04-12 21:59:58
24,5.0,2013-04-13 23:24:46
25,1.0,2013-04-17 08:00:04
26,2.0,2013-04-14 23:25:28
27,1.0,2013-04-15 20:00:00
28,1.0,2013-04-16 08:00:16
29,4.0,2013-04-17 04:06:52
30,5.0,2013-04-18 08:19:08
31,2.0,2013-04-29 06:20:09
32,2.0,2013-04-23 08:03:47
33,1.0,2013-04-30 08:06:47
34,2.0,2013-04-26 18:06:16
35,1.0,2013-04-29 01:53:50
36,1.0,2013-05-01 06:29:09
37,2.0,2013-05-16 19:42:33
38,2.0,2013-05-16 02:53:43
39,1.0,2013-05-17 20:49:48
40,1.0,2013-05-19 19:26:33
41,3.0,2013-05-19 04:00:04
42,3.0,2013-05-21 06:58:30
43,1.0,2013-05-22 04:09:03
44,3.0,2013-05-21 19:15:14
45,1.0,2013-05-22 19:19:30
46,5.0,2013-05-25 04:10:23
