,level,resp_time
4,1.0,2013-03-30 18:58:48
5,4.0,2013-03-27 23:18:34
6,4.0,2013-03-28 23:59:53
7,1.0,2013-03-29 19:22:50
8,1.0,2013-03-29 22:43:58
9,1.0,2013-03-30 09:52:20
10,2.0,2013-04-01 10:22:31
11,2.0,2013-04-04 00:11:12
12,2.0,2013-04-03 00:21:50
13,2.0,2013-04-03 08:50:13
14,2.0,2013-04-04 06:26:14
15,2.0,2013-04-06 10:35:15
16,2.0,2013-04-05 00:29:11
17,2.0,2013-04-08 02:02:51
18,2.0,2013-04-14 22:00:16
19,2.0,2013-04-09 08:19:16
20,2.0,2013-04-09 04:40:05
21,2.0,2013-04-16 04:54:32
22,2.0,2013-04-10 22:01:54
23,2.0,2013-04-11 22:47:48
24,2.0,2013-04-12 22:00:05
25,2.0,2013-04-13 22:01:32
26,2.0,2013-04-17 04:31:26
27,2.0,2013-04-15 20:54:53
28,2.0,2013-04-17 15:57:14
29,2.0,2013-04-18 04:15:29
30,2.0,2013-04-20 10:08:35
31,2.0,2013-04-26 18:00:17
32,2.0,2013-04-30 04:35:15
33,2.0,2013-04-29 01:38:16
34,2.0,2013-04-29 06:51:57
35,3.0,2013-04-29 20:00:12
36,3.0,2013-04-30 01:16:26
37,3.0,2013-05-08 18:02:35
38,3.0,2013-05-08 16:03:14
39,3.0,2013-05-09 05:41:08
40,3.0,2013-05-20 05:03:28
