,level,resp_time
4,3.0,2013-04-02 02:53:26
5,1.0,2013-03-27 04:41:45
6,1.0,2013-03-30 22:35:27
7,2.0,2013-04-03 15:45:55
8,4.0,2013-03-27 22:27:32
9,1.0,2013-03-28 02:22:29
10,2.0,2013-03-29 16:03:47
11,1.0,2013-03-29 15:10:22
12,1.0,2013-03-29 23:01:33
13,1.0,2013-04-02 17:23:58
14,2.0,2013-04-03 00:17:54
15,1.0,2013-03-31 20:36:25
16,1.0,2013-03-31 19:33:19
17,1.0,2013-03-31 23:55:59
18,1.0,2013-04-04 15:38:21
19,1.0,2013-04-07 00:22:24
20,1.0,2013-04-07 16:49:49
21,2.0,2013-04-05 15:25:14
22,1.0,2013-04-06 01:58:57
23,1.0,2013-04-08 02:03:08
24,2.0,2013-04-16 08:05:32
25,1.0,2013-04-09 15:17:58
26,3.0,2013-04-11 23:06:40
27,2.0,2013-04-15 02:01:42
28,3.0,2013-04-16 04:01:25
29,3.0,2013-04-15 23:03:57
30,1.0,2013-04-17 08:16:42
31,1.0,2013-04-18 09:02:30
32,1.0,2013-04-22 07:08:53
33,3.0,2013-04-26 08:37:34
34,1.0,2013-04-22 05:44:15
35,1.0,2013-04-22 05:44:15
36,3.0,2013-04-25 04:05:09
37,3.0,2013-04-26 18:17:32
38,3.0,2013-04-30 01:47:44
39,3.0,2013-04-28 21:14:10
40,3.0,2013-04-29 15:53:58
41,3.0,2013-04-30 05:49:02
42,3.0,2013-04-29 21:54:49
43,1.0,2013-05-08 04:47:44
44,2.0,2013-05-07 04:03:18
45,2.0,2013-05-07 18:01:43
46,3.0,2013-05-09 05:57:20
