,level,resp_time,time
0,4.0,2013-03-31 23:26:00,1364772360.0
6,1.0,2013-03-30 22:28:29,1364682509.0
7,1.0,2013-03-27 22:37:42,1364423862.0
8,1.0,2013-03-28 23:30:46,1364513446.0
9,1.0,2013-03-29 22:00:55,1364594455.0
10,2.0,2013-04-03 00:39:00,1364949540.0
11,1.0,2013-04-02 17:49:24,1364924964.0
12,1.0,2013-04-04 00:04:19,1365033859.0
13,4.0,2013-04-03 16:14:03,1365005643.0
14,1.0,2013-04-03 22:01:26,1365026486.0
15,1.0,2013-04-04 22:00:54,1365112854.0
16,3.0,2013-04-08 23:02:40,1365462160.0
17,4.0,2013-04-05 01:33:43,1365125623.0
18,4.0,2013-04-06 01:13:19,1365210799.0
19,1.0,2013-04-05 23:34:01,1365204841.0
20,1.0,2013-04-07 21:09:36,1365368976.0
21,2.0,2013-04-08 00:04:16,1365379456.0
22,2.0,2013-04-08 03:52:04,1365393124.0
23,2.0,2013-04-08 21:19:11,1365455951.0
24,1.0,2013-04-09 04:00:30,1365480030.0
25,3.0,2013-04-11 02:58:33,1365649113.0
26,1.0,2013-04-09 19:27:22,1365535642.0
27,1.0,2013-04-10 02:31:22,1365561082.0
28,2.0,2013-04-10 04:48:55,1365569335.0
29,1.0,2013-04-11 23:13:56,1365722036.0
30,3.0,2013-04-10 20:00:24,1365624024.0
31,3.0,2013-04-10 22:37:26,1365633446.0
32,1.0,2013-04-13 22:35:50,1365892550.0
33,4.0,2013-04-12 23:47:00,1365810420.0
34,1.0,2013-04-12 06:46:21,1365749181.0
35,3.0,2013-04-15 06:38:15,1366007895.0
36,3.0,2013-04-14 00:40:27,1365900027.0
37,1.0,2013-04-14 22:00:57,1365976857.0
38,2.0,2013-04-14 20:19:34,1365970774.0
39,1.0,2013-04-16 02:39:18,1366079958.0
40,1.0,2013-04-16 04:01:16,1366084876.0
41,1.0,2013-04-17 04:03:27,1366171407.0
42,1.0,2013-04-18 04:00:26,1366257626.0
43,2.0,2013-04-18 20:43:29,1366317809.0
44,1.0,2013-04-18 02:34:52,1366252492.0
45,2.0,2013-04-18 08:56:17,1366275377.0
46,2.0,2013-04-19 06:17:35,1366352255.0
47,2.0,2013-04-19 16:06:10,1366387570.0
48,3.0,2013-04-19 19:30:05,1366399805.0
49,2.0,2013-04-20 06:13:05,1366438385.0
50,3.0,2013-04-21 20:37:33,1366576653.0
51,3.0,2013-04-22 02:09:58,1366596598.0
52,3.0,2013-04-22 02:10:04,1366596604.0
53,3.0,2013-04-21 20:18:10,1366575490.0
54,3.0,2013-04-30 04:00:57,1367294457.0
55,1.0,2013-04-23 16:16:28,1366733788.0
56,3.0,2013-04-26 06:14:26,1366956866.0
57,3.0,2013-04-26 18:02:17,1366999337.0
58,3.0,2013-04-28 18:23:31,1367173411.0
59,3.0,2013-04-29 00:30:41,1367195441.0
60,3.0,2013-04-28 20:05:35,1367179535.0
61,3.0,2013-04-29 04:13:25,1367208805.0
62,3.0,2013-04-29 20:46:26,1367268386.0
63,4.0,2013-04-30 17:12:49,1367341969.0
64,3.0,2013-04-30 00:00:16,1367280016.0
65,1.0,2013-05-02 05:09:39,1367471379.0
66,1.0,2013-05-02 01:39:35,1367458775.0
67,1.0,2013-05-02 17:27:12,1367515632.0
68,3.0,2013-05-03 06:52:52,1367563972.0
69,3.0,2013-05-06 17:17:53,1367860673.0
70,2.0,2013-05-09 05:36:26,1368077786.0
71,2.0,2013-05-05 00:16:02,1367712962.0
72,2.0,2013-05-05 17:10:02,1367773802.0
73,3.0,2013-05-06 05:25:29,1367817929.0
74,3.0,2013-05-06 05:26:43,1367818003.0
75,3.0,2013-05-09 01:10:32,1368061832.0
76,4.0,2013-05-11 05:28:27,1368250107.0
77,2.0,2013-05-15 02:08:57,1368583737.0
78,2.0,2013-05-07 18:18:22,1367950702.0
79,1.0,2013-05-12 19:14:04,1368386044.0
80,2.0,2013-05-14 02:45:04,1368499504.0
81,2.0,2013-05-07 16:12:16,1367943136.0
82,3.0,2013-05-10 17:34:20,1368207260.0
83,1.0,2013-05-08 04:13:58,1367986438.0
84,2.0,2013-05-15 00:10:19,1368576619.0
85,4.0,2013-05-15 20:37:55,1368650275.0
86,2.0,2013-05-16 03:20:14,1368674414.0
87,1.0,2013-05-04 18:19:23,1367691563.0
88,3.0,2013-05-07 04:00:12,1367899212.0
89,1.0,2013-05-08 18:03:07,1368036187.0
90,1.0,2013-05-11 16:34:20,1368290060.0
91,1.0,2013-05-11 19:25:16,1368300316.0
92,2.0,2013-05-14 19:59:24,1368561564.0
93,4.0,2013-05-17 19:25:34,1368818734.0
94,1.0,2013-05-18 02:31:00,1368844260.0
95,4.0,2013-05-19 20:19:44,1368994784.0
96,1.0,2013-05-19 05:39:09,1368941949.0
97,1.0,2013-05-18 19:14:10,1368904450.0
98,2.0,2013-05-21 02:46:42,1369104402.0
99,3.0,2013-05-20 03:19:23,1369019963.0
100,1.0,2013-05-20 04:06:37,1369022797.0
101,4.0,2013-05-20 03:19:48,1369019988.0
102,1.0,2013-05-20 19:29:32,1369078172.0
103,3.0,2013-05-21 04:40:49,1369111249.0
104,1.0,2013-05-22 05:58:40,1369202320.0
105,3.0,2013-05-23 04:18:58,1369282738.0
106,1.0,2013-05-22 19:34:01,1369251241.0
107,2.0,2013-05-24 04:09:20,1369368560.0
108,2.0,2013-05-23 22:48:54,1369349334.0
109,1.0,2013-05-24 20:54:41,1369428881.0
110,3.0,2013-05-28 05:41:44,1369719704.0
111,3.0,2013-05-28 08:18:23,1369729103.0
