,level,resp_time,time
1,2.0,2013-04-01 08:48:08,1364806088.0
10,1.0,2013-03-27 22:52:09,1364424729.0
11,2.0,2013-03-29 00:39:16,1364517556.0
12,3.0,2013-03-29 06:53:09,1364539989.0
13,4.0,2013-03-29 09:12:36,1364548356.0
14,1.0,2013-03-29 21:01:19,1364590879.0
15,1.0,2013-03-30 19:31:52,1364671912.0
16,5.0,2013-03-31 10:56:11,1364727371.0
17,2.0,2013-03-30 09:39:29,1364636369.0
18,3.0,2013-03-31 06:42:32,1364712152.0
19,1.0,2013-03-31 21:14:31,1364764471.0
20,4.0,2013-04-02 01:31:07,1364866267.0
21,4.0,2013-04-05 22:58:34,1365202714.0
22,1.0,2013-04-06 08:45:47,1365237947.0
23,1.0,2013-04-06 01:49:54,1365212994.0
24,2.0,2013-04-07 09:40:09,1365327609.0
25,1.0,2013-04-08 08:37:13,1365410233.0
26,1.0,2013-04-08 20:26:44,1365452804.0
27,3.0,2013-04-09 04:00:17,1365480017.0
28,2.0,2013-04-12 08:14:40,1365754480.0
29,1.0,2013-04-09 22:25:56,1365546356.0
30,2.0,2013-04-09 19:47:34,1365536854.0
31,1.0,2013-04-12 19:08:43,1365793723.0
32,1.0,2013-04-12 15:06:39,1365779199.0
33,1.0,2013-04-13 20:58:42,1365886722.0
34,2.0,2013-04-14 01:13:20,1365902000.0
35,2.0,2013-04-14 09:13:10,1365930790.0
36,3.0,2013-04-14 07:02:36,1365922956.0
37,1.0,2013-04-14 22:01:04,1365976864.0
38,1.0,2013-04-15 20:25:28,1366057528.0
39,2.0,2013-04-17 08:11:45,1366186305.0
40,2.0,2013-04-18 02:01:09,1366250469.0
41,2.0,2013-04-29 04:00:05,1367208005.0
42,1.0,2013-05-13 18:05:38,1368468338.0
43,2.0,2013-05-15 20:00:39,1368648039.0
44,3.0,2013-05-18 03:32:21,1368847941.0
45,1.0,2013-05-18 20:06:57,1368907617.0
46,2.0,2013-05-20 08:51:19,1369039879.0
47,2.0,2013-05-22 04:06:40,1369195600.0
