,level,resp_time,time
5,4.0,2013-04-03 08:35:26,1364952926.0
6,5.0,2013-04-04 03:39:42,1365021582.0
7,4.0,2013-04-03 02:06:25,1364929585.0
8,4.0,2013-04-04 02:19:38,1365016778.0
9,4.0,2013-04-04 08:11:20,1365037880.0
10,4.0,2013-04-04 18:14:34,1365074074.0
11,1.0,2013-04-04 20:20:47,1365081647.0
12,1.0,2013-04-04 23:54:36,1365094476.0
13,4.0,2013-04-05 04:21:50,1365110510.0
14,1.0,2013-04-05 02:31:38,1365103898.0
15,4.0,2013-04-05 08:05:55,1365123955.0
16,4.0,2013-04-05 18:45:57,1365162357.0
17,1.0,2013-04-07 20:06:47,1365340007.0
18,1.0,2013-04-06 18:30:47,1365247847.0
19,4.0,2013-04-06 11:25:02,1365222302.0
20,2.0,2013-04-08 07:21:01,1365380461.0
21,1.0,2013-04-08 18:40:14,1365421214.0
22,4.0,2013-04-08 22:41:39,1365435699.0
23,4.0,2013-04-09 10:03:03,1365476583.0
24,1.0,2013-04-09 06:58:05,1365465485.0
25,1.0,2013-04-09 18:38:23,1365507503.0
26,1.0,2013-04-10 00:30:16,1365528616.0
27,1.0,2013-04-10 19:18:36,1365596316.0
28,2.0,2013-04-11 01:02:12,1365616932.0
29,1.0,2013-04-11 19:03:54,1365681834.0
30,1.0,2013-04-15 10:14:29,1365995669.0
31,1.0,2013-04-12 00:02:24,1365699744.0
32,1.0,2013-04-13 01:18:58,1365790738.0
33,1.0,2013-04-12 19:57:03,1365771423.0
34,1.0,2013-04-13 18:49:05,1365853745.0
35,2.0,2013-04-13 21:54:47,1365864887.0
36,1.0,2013-04-14 01:48:07,1365878887.0
37,1.0,2013-04-18 18:35:25,1366284925.0
38,2.0,2013-04-15 18:21:57,1366024917.0
39,4.0,2013-04-16 06:22:01,1366068121.0
40,4.0,2013-04-16 04:50:27,1366062627.0
41,1.0,2013-04-16 18:28:20,1366111700.0
42,1.0,2013-04-20 18:33:40,1366457620.0
43,1.0,2013-04-20 07:42:33,1366418553.0
44,1.0,2013-04-26 18:26:38,1366975598.0
45,1.0,2013-04-21 19:09:26,1366546166.0
46,2.0,2013-04-22 18:09:56,1366628996.0
47,4.0,2013-04-23 08:23:58,1366680238.0
48,1.0,2013-04-25 02:29:37,1366831777.0
49,1.0,2013-04-23 18:24:13,1366716253.0
50,1.0,2013-04-25 18:29:39,1366889379.0
51,1.0,2013-04-27 19:10:17,1367064617.0
52,1.0,2013-04-26 20:02:32,1366981352.0
53,1.0,2013-04-29 06:30:08,1367191808.0
54,3.0,2013-04-29 17:12:40,1367230360.0
55,3.0,2013-04-30 03:17:12,1367266632.0
56,3.0,2013-04-30 06:03:18,1367276598.0
57,1.0,2013-04-30 17:28:49,1367317729.0
58,1.0,2013-05-01 17:04:19,1367402659.0
59,1.0,2013-05-02 07:11:41,1367453501.0
60,1.0,2013-05-02 18:27:05,1367494025.0
61,1.0,2013-05-03 17:34:00,1367577240.0
62,1.0,2013-05-14 19:31:37,1368534697.0
63,1.0,2013-05-06 06:10:39,1367795439.0
64,1.0,2013-05-07 20:24:07,1367933047.0
65,1.0,2013-05-04 19:11:16,1367669476.0
66,4.0,2013-05-06 22:10:50,1367853050.0
67,4.0,2013-05-15 22:29:08,1368631748.0
68,4.0,2013-05-16 19:49:19,1368708559.0
69,4.0,2013-05-15 18:49:08,1368618548.0
70,1.0,2013-05-12 06:30:06,1368315006.0
71,1.0,2013-05-08 20:03:13,1368018193.0
72,1.0,2013-05-09 19:39:30,1368103170.0
73,1.0,2013-05-13 19:11:16,1368447076.0
74,1.0,2013-05-05 19:46:03,1367757963.0
75,1.0,2013-05-07 20:24:12,1367933052.0
76,3.0,2013-05-08 18:27:11,1368012431.0
77,4.0,2013-05-12 19:05:49,1368360349.0
78,3.0,2013-05-15 04:15:43,1368566143.0
79,4.0,2013-05-16 04:15:08,1368652508.0
80,4.0,2013-05-16 21:45:50,1368715550.0
81,4.0,2013-05-17 19:44:39,1368794679.0
82,1.0,2013-05-18 19:40:34,1368880834.0
83,1.0,2013-05-19 21:36:14,1368974174.0
84,1.0,2013-05-20 18:44:36,1369050276.0
85,1.0,2013-05-21 07:10:15,1369095015.0
86,1.0,2013-05-22 06:58:45,1369180725.0
87,1.0,2013-05-22 19:41:44,1369226504.0
88,1.0,2013-05-23 19:13:33,1369311213.0
89,1.0,2013-05-24 19:20:38,1369398038.0
90,2.0,2013-05-27 19:28:35,1369657715.0
91,5.0,2013-05-31 23:15:52,1370016952.0
