,level,resp_time,time
2,1.0,2013-03-31 00:00:45,1364662845.0
6,1.0,2013-03-27 09:23:24,1364351004.0
7,1.0,2013-03-29 22:34:22,1364571262.0
8,1.0,2013-03-27 21:28:55,1364394535.0
9,4.0,2013-03-28 00:23:23,1364405003.0
10,1.0,2013-03-28 09:24:33,1364437473.0
11,1.0,2013-03-29 00:24:20,1364491460.0
12,1.0,2013-03-30 00:19:56,1364577596.0
13,2.0,2013-03-30 21:10:53,1364652653.0
14,1.0,2013-04-01 10:33:23,1364787203.0
15,1.0,2013-04-02 09:51:04,1364871064.0
16,1.0,2013-04-03 02:18:18,1364930298.0
17,2.0,2013-04-03 08:12:05,1364951525.0
18,1.0,2013-04-04 02:17:41,1365016661.0
19,1.0,2013-04-04 08:00:08,1365037208.0
20,2.0,2013-04-04 10:14:08,1365045248.0
21,2.0,2013-04-08 10:32:10,1365391930.0
22,1.0,2013-04-05 02:36:36,1365104196.0
23,2.0,2013-04-05 08:33:16,1365125596.0
24,2.0,2013-04-06 08:32:39,1365211959.0
25,3.0,2013-04-07 11:36:40,1365309400.0
26,2.0,2013-04-08 22:18:42,1365434322.0
27,1.0,2013-04-09 06:55:27,1365465327.0
28,1.0,2013-04-09 05:27:27,1365460047.0
29,1.0,2013-04-09 10:20:28,1365477628.0
30,2.0,2013-04-10 00:11:07,1365527467.0
31,2.0,2013-04-12 00:23:13,1365700993.0
32,2.0,2013-04-11 00:19:15,1365614355.0
33,2.0,2013-04-11 11:01:57,1365652917.0
34,2.0,2013-04-17 10:04:22,1366167862.0
35,1.0,2013-04-13 00:18:01,1365787081.0
36,2.0,2013-04-14 00:13:27,1365873207.0
37,2.0,2013-04-16 10:54:36,1366084476.0
38,1.0,2013-04-15 02:21:18,1365967278.0
39,2.0,2013-04-14 06:16:50,1365895010.0
40,1.0,2013-04-15 20:26:12,1366032372.0
41,2.0,2013-04-15 22:01:31,1366038091.0
42,2.0,2013-04-16 07:06:52,1366070812.0
43,2.0,2013-04-17 07:57:03,1366160223.0
44,2.0,2013-04-18 11:15:46,1366258546.0
45,2.0,2013-04-18 06:00:27,1366239627.0
46,1.0,2013-04-19 10:44:44,1366343084.0
47,2.0,2013-04-21 10:13:25,1366514005.0
48,1.0,2013-04-23 09:44:51,1366685091.0
49,3.0,2013-04-29 09:54:28,1367204068.0
50,2.0,2013-04-25 20:15:34,1366895734.0
51,1.0,2013-04-26 20:04:38,1366981478.0
52,2.0,2013-04-29 02:02:59,1367175779.0
53,3.0,2013-04-29 22:00:01,1367247601.0
54,2.0,2013-05-01 11:28:03,1367382483.0
55,2.0,2013-05-02 08:54:17,1367459657.0
56,1.0,2013-05-03 07:03:29,1367539409.0
57,1.0,2013-05-06 09:31:51,1367807511.0
58,2.0,2013-05-10 00:03:11,1368118991.0
59,3.0,2013-05-07 06:18:44,1367882324.0
60,1.0,2013-05-15 04:31:56,1368567116.0
61,2.0,2013-05-08 06:51:02,1367970662.0
62,3.0,2013-05-08 10:00:08,1367982008.0
63,1.0,2013-05-14 10:15:23,1368501323.0
64,3.0,2013-05-16 09:29:55,1368671395.0
65,1.0,2013-05-04 04:48:55,1367617735.0
66,3.0,2013-05-07 21:10:01,1367935801.0
67,2.0,2013-05-09 06:16:39,1368054999.0
68,1.0,2013-05-05 09:54:12,1367722452.0
69,4.0,2013-05-15 21:14:20,1368627260.0
70,1.0,2013-05-08 20:00:21,1368018021.0
71,2.0,2013-05-13 22:27:19,1368458839.0
72,1.0,2013-05-16 04:18:27,1368652707.0
73,3.0,2013-05-17 04:07:40,1368738460.0
74,4.0,2013-05-12 11:06:17,1368331577.0
75,3.0,2013-05-17 09:25:46,1368757546.0
76,4.0,2013-05-19 21:25:04,1368973504.0
77,3.0,2013-05-18 05:58:01,1368831481.0
78,4.0,2013-05-20 10:26:20,1369020380.0
79,1.0,2013-05-20 21:43:56,1369061036.0
80,1.0,2013-05-21 11:12:30,1369109550.0
81,1.0,2013-05-21 08:01:30,1369098090.0
82,1.0,2013-05-22 06:13:29,1369178009.0
83,1.0,2013-05-21 21:14:56,1369145696.0
84,4.0,2013-05-22 21:19:53,1369232393.0
85,4.0,2013-05-22 10:10:55,1369192255.0
86,2.0,2013-05-23 09:43:49,1369277029.0
87,1.0,2013-05-24 06:49:10,1369352950.0
88,3.0,2013-05-23 21:22:13,1369318933.0
89,4.0,2013-05-24 22:04:12,1369407852.0
90,1.0,2013-05-25 06:07:36,1369436856.0
91,3.0,2013-05-25 10:23:25,1369452205.0
92,5.0,2013-05-31 09:12:40,1369966360.0
93,2.0,2013-05-26 11:53:09,1369543989.0
94,4.0,2013-05-29 20:31:45,1369834305.0
95,4.0,2013-06-01 09:06:41,1370052401.0
