,level,resp_time,time
5,3.0,2013-04-03 03:04:47,1364933087.0
6,1.0,2013-04-02 23:21:11,1364919671.0
7,3.0,2013-04-02 01:39:18,1364841558.0
8,1.0,2013-04-02 03:38:06,1364848686.0
9,1.0,2013-04-03 10:25:50,1364959550.0
10,3.0,2013-04-04 02:22:49,1365016969.0
11,1.0,2013-04-03 08:10:51,1364951451.0
12,1.0,2013-04-02 20:01:22,1364907682.0
13,3.0,2013-04-03 08:32:32,1364952752.0
14,2.0,2013-04-03 18:59:21,1364990361.0
15,1.0,2013-04-04 00:06:02,1365008762.0
16,1.0,2013-04-04 22:52:03,1365090723.0
17,2.0,2013-04-04 08:28:47,1365038927.0
18,1.0,2013-04-07 02:46:08,1365277568.0
19,5.0,2013-04-07 10:21:22,1365304882.0
20,1.0,2013-04-08 05:02:07,1365372127.0
21,1.0,2013-04-05 02:00:15,1365102015.0
22,1.0,2013-04-05 02:45:34,1365104734.0
23,4.0,2013-04-06 08:07:56,1365210476.0
24,1.0,2013-04-05 08:00:49,1365123649.0
25,3.0,2013-04-05 10:19:34,1365131974.0
26,1.0,2013-04-06 02:51:00,1365191460.0
27,1.0,2013-04-05 20:43:50,1365169430.0
28,4.0,2013-04-06 06:23:19,1365204199.0
29,1.0,2013-04-06 09:48:07,1365216487.0
30,4.0,2013-04-07 09:12:19,1365300739.0
31,1.0,2013-04-07 20:47:24,1365342444.0
32,4.0,2013-04-06 23:46:50,1365266810.0
33,1.0,2013-04-09 01:24:36,1365445476.0
34,1.0,2013-04-08 06:07:25,1365376045.0
35,1.0,2013-04-08 22:21:26,1365434486.0
36,1.0,2013-04-09 05:54:29,1365461669.0
37,1.0,2013-04-09 06:45:57,1365464757.0
38,2.0,2013-04-13 00:47:26,1365788846.0
39,3.0,2013-04-12 20:00:59,1365771659.0
40,1.0,2013-04-09 17:33:26,1365503606.0
41,1.0,2013-04-09 23:52:48,1365526368.0
42,1.0,2013-04-10 09:41:00,1365561660.0
43,1.0,2013-04-10 21:52:21,1365605541.0
44,1.0,2013-04-12 03:47:12,1365713232.0
45,3.0,2013-04-17 06:52:52,1366156372.0
46,1.0,2013-04-12 05:30:26,1365719426.0
47,1.0,2013-04-13 23:18:39,1365869919.0
48,3.0,2013-04-13 07:22:47,1365812567.0
49,1.0,2013-04-14 01:35:37,1365878137.0
50,3.0,2013-04-15 00:08:16,1365959296.0
51,1.0,2013-04-14 21:54:03,1365951243.0
52,1.0,2013-04-15 22:19:30,1366039170.0
53,3.0,2013-04-16 05:23:43,1366064623.0
54,3.0,2013-04-15 23:57:03,1366045023.0
55,3.0,2013-04-16 06:05:12,1366067112.0
56,3.0,2013-04-17 10:54:52,1366170892.0
57,1.0,2013-04-18 01:23:06,1366222986.0
58,3.0,2013-04-18 06:13:14,1366240394.0
59,3.0,2013-04-18 10:11:11,1366254671.0
60,3.0,2013-04-18 22:35:39,1366299339.0
61,3.0,2013-04-22 04:18:35,1366579115.0
62,2.0,2013-04-22 04:18:38,1366579118.0
63,3.0,2013-04-23 10:10:58,1366686658.0
64,4.0,2013-04-26 20:02:19,1366981339.0
65,3.0,2013-04-25 21:48:55,1366901335.0
66,3.0,2013-04-29 02:05:29,1367175929.0
67,3.0,2013-04-30 06:01:21,1367276481.0
68,2.0,2013-04-30 02:00:07,1367262007.0
69,1.0,2013-05-02 08:26:42,1367458002.0
70,3.0,2013-05-01 07:09:44,1367366984.0
71,1.0,2013-05-03 07:09:21,1367539761.0
72,1.0,2013-05-09 07:23:24,1368059004.0
73,1.0,2013-05-07 22:13:45,1367939625.0
74,1.0,2013-05-15 22:22:17,1368631337.0
75,1.0,2013-05-16 05:44:06,1368657846.0
76,1.0,2013-05-08 20:10:13,1368018613.0
77,1.0,2013-05-08 08:56:53,1367978213.0
78,1.0,2013-05-20 06:11:34,1369005094.0
79,1.0,2013-05-21 06:01:45,1369090905.0
80,1.0,2013-05-24 06:01:39,1369350099.0
81,1.0,2013-05-24 23:33:33,1369413213.0
