,level,resp_time,time
0,2.0,2013-03-30 04:07:48,1364591268.0
1,1.0,2013-04-01 09:19:02,1364782742.0
2,1.0,2013-04-01 00:57:17,1364752637.0
9,4.0,2013-04-02 04:32:04,1364851924.0
10,1.0,2013-04-02 20:56:33,1364910993.0
11,2.0,2013-03-28 02:01:02,1364410862.0
12,1.0,2013-03-30 04:07:51,1364591271.0
13,1.0,2013-03-30 04:07:45,1364591265.0
14,4.0,2013-03-30 04:07:49,1364591269.0
15,1.0,2013-03-30 06:28:19,1364599699.0
16,4.0,2013-03-31 06:07:33,1364684853.0
17,4.0,2013-03-31 05:11:14,1364681474.0
18,1.0,2013-03-31 01:52:25,1364669545.0
19,4.0,2013-03-31 00:01:58,1364662918.0
20,1.0,2013-03-31 18:31:29,1364729489.0
21,4.0,2013-03-31 19:47:31,1364734051.0
22,1.0,2013-04-01 05:35:10,1364769310.0
23,4.0,2013-04-03 07:55:20,1364950520.0
24,4.0,2013-04-01 10:50:52,1364788252.0
25,4.0,2013-04-01 18:32:35,1364815955.0
26,4.0,2013-04-03 07:55:19,1364950519.0
27,1.0,2013-04-03 02:01:46,1364929306.0
28,5.0,2013-04-03 08:19:50,1364951990.0
29,4.0,2013-04-04 03:58:01,1365022681.0
30,1.0,2013-04-04 20:50:07,1365083407.0
31,1.0,2013-04-04 10:01:51,1365044511.0
32,1.0,2013-04-04 19:48:38,1365079718.0
33,1.0,2013-04-05 03:30:58,1365107458.0
34,2.0,2013-04-05 02:11:45,1365102705.0
35,1.0,2013-04-05 10:04:55,1365131095.0
36,1.0,2013-04-05 18:35:56,1365161756.0
37,2.0,2013-04-06 02:15:46,1365189346.0
38,4.0,2013-04-06 04:00:50,1365195650.0
39,4.0,2013-04-06 09:47:38,1365216458.0
40,1.0,2013-04-07 03:59:22,1365281962.0
41,4.0,2013-04-06 18:45:23,1365248723.0
42,4.0,2013-04-07 19:51:19,1365339079.0
43,1.0,2013-04-07 10:05:12,1365303912.0
44,1.0,2013-04-08 04:17:43,1365369463.0
45,5.0,2013-04-08 06:25:53,1365377153.0
46,4.0,2013-04-08 07:50:48,1365382248.0
47,4.0,2013-04-08 18:30:31,1365420631.0
48,4.0,2013-04-09 04:14:23,1365455663.0
49,1.0,2013-04-15 04:07:35,1365973655.0
50,4.0,2013-04-09 06:48:14,1365464894.0
51,5.0,2013-04-09 06:04:10,1365462250.0
52,1.0,2013-04-09 20:58:08,1365515888.0
53,1.0,2013-04-10 00:31:53,1365528713.0
54,1.0,2013-04-09 18:26:24,1365506784.0
55,1.0,2013-04-11 20:55:31,1365688531.0
56,1.0,2013-04-12 01:22:20,1365704540.0
57,4.0,2013-04-10 04:43:32,1365543812.0
58,1.0,2013-04-11 00:17:04,1365614224.0
59,4.0,2013-04-11 07:09:30,1365638970.0
60,2.0,2013-04-11 05:57:47,1365634667.0
61,1.0,2013-04-11 10:13:02,1365649982.0
62,4.0,2013-04-12 05:50:20,1365720620.0
63,1.0,2013-04-13 00:10:37,1365786637.0
64,1.0,2013-04-14 01:41:55,1365878515.0
65,2.0,2013-04-15 22:29:40,1366039780.0
66,1.0,2013-04-16 10:14:36,1366082076.0
67,2.0,2013-04-17 03:52:31,1366145551.0
68,2.0,2013-04-17 07:18:30,1366157910.0
69,1.0,2013-04-17 18:30:31,1366198231.0
70,4.0,2013-04-18 18:26:39,1366284399.0
71,1.0,2013-04-18 06:15:36,1366240536.0
72,4.0,2013-04-21 03:23:55,1366489435.0
73,4.0,2013-04-20 06:17:14,1366413434.0
74,1.0,2013-04-26 18:31:08,1366975868.0
75,1.0,2013-04-20 07:14:22,1366416862.0
76,2.0,2013-04-26 20:02:06,1366981326.0
77,4.0,2013-04-22 03:55:14,1366577714.0
78,1.0,2013-04-25 20:50:38,1366897838.0
79,4.0,2013-04-21 18:43:40,1366544620.0
80,4.0,2013-04-22 05:17:32,1366582652.0
81,4.0,2013-04-22 09:51:03,1366599063.0
82,4.0,2013-04-22 18:40:05,1366630805.0
83,1.0,2013-04-24 09:48:15,1366771695.0
84,4.0,2013-04-24 18:44:47,1366803887.0
85,4.0,2013-04-25 07:39:35,1366850375.0
86,1.0,2013-04-30 03:44:12,1367268252.0
87,4.0,2013-04-23 04:19:36,1366665576.0
88,4.0,2013-04-22 21:06:27,1366639587.0
89,1.0,2013-04-23 06:02:59,1366671779.0
90,2.0,2013-04-23 18:27:46,1366716466.0
91,1.0,2013-04-23 19:56:54,1366721814.0
92,1.0,2013-04-23 09:57:35,1366685855.0
93,1.0,2013-04-23 18:48:33,1366717713.0
94,1.0,2013-04-25 03:23:16,1366834996.0
95,4.0,2013-04-25 18:34:14,1366889654.0
96,4.0,2013-04-27 06:17:25,1367018245.0
97,3.0,2013-04-29 06:04:38,1367190278.0
98,1.0,2013-04-28 22:01:59,1367161319.0
99,4.0,2013-04-30 06:01:45,1367276505.0
100,4.0,2013-04-29 22:25:24,1367249124.0
101,1.0,2013-05-02 08:07:04,1367456824.0
102,1.0,2013-05-03 07:21:08,1367540468.0
103,1.0,2013-05-07 22:00:57,1367938857.0
104,4.0,2013-05-15 23:16:06,1368634566.0
105,1.0,2013-05-08 18:34:23,1368012863.0
106,1.0,2013-05-09 06:29:25,1368055765.0
107,1.0,2013-05-15 05:40:34,1368571234.0
108,4.0,2013-05-15 23:17:00,1368634620.0
109,2.0,2013-05-18 22:15:48,1368890148.0
110,1.0,2013-05-17 22:17:32,1368803852.0
111,4.0,2013-05-23 18:46:18,1369309578.0
