,level,resp_time,time
5,4.0,2013-03-29 00:18:18,1364491098.0
6,1.0,2013-03-30 00:10:20,1364577020.0
7,2.0,2013-04-03 03:50:57,1364935857.0
8,1.0,2013-03-31 00:09:01,1364663341.0
9,4.0,2013-04-01 00:00:15,1364749215.0
10,2.0,2013-04-01 20:21:34,1364822494.0
11,2.0,2013-04-03 08:08:29,1364951309.0
12,2.0,2013-04-04 08:00:13,1365037213.0
13,1.0,2013-04-05 08:42:36,1365126156.0
14,4.0,2013-04-06 03:05:40,1365192340.0
15,1.0,2013-04-06 08:35:58,1365212158.0
16,4.0,2013-04-08 04:00:25,1365368425.0
17,4.0,2013-04-08 22:04:12,1365433452.0
18,4.0,2013-04-09 06:03:45,1365462225.0
19,4.0,2013-04-15 22:32:34,1366039954.0
20,4.0,2013-04-09 10:07:27,1365476847.0
21,1.0,2013-04-10 05:20:05,1365546005.0
22,4.0,2013-04-12 00:01:31,1365699691.0
23,4.0,2013-04-09 22:06:02,1365519962.0
24,4.0,2013-04-10 00:00:38,1365526838.0
25,1.0,2013-04-11 00:00:07,1365613207.0
26,1.0,2013-04-10 12:57:25,1365573445.0
27,4.0,2013-04-11 01:22:00,1365618120.0
28,4.0,2013-04-11 05:09:35,1365631775.0
29,4.0,2013-04-16 10:37:34,1366083454.0
30,4.0,2013-04-12 05:09:43,1365718183.0
31,1.0,2013-04-13 01:05:40,1365789940.0
32,4.0,2013-04-12 08:11:31,1365729091.0
33,4.0,2013-04-14 00:34:30,1365874470.0
34,1.0,2013-04-15 00:00:07,1365958807.0
35,3.0,2013-04-17 11:14:18,1366172058.0
36,2.0,2013-04-17 06:01:21,1366153281.0
37,4.0,2013-04-18 10:00:52,1366254052.0
38,4.0,2013-04-18 06:00:20,1366239620.0
39,5.0,2013-04-20 07:11:31,1366416691.0
40,2.0,2013-04-30 02:00:04,1367262004.0
41,3.0,2013-04-30 09:23:10,1367288590.0
42,2.0,2013-04-29 02:00:08,1367175608.0
43,2.0,2013-04-29 06:00:00,1367190000.0
44,3.0,2013-04-29 22:00:04,1367247604.0
45,3.0,2013-04-30 09:19:16,1367288356.0
46,2.0,2013-05-02 07:24:05,1367454245.0
47,3.0,2013-05-01 07:03:10,1367366590.0
48,3.0,2013-05-16 21:33:14,1368714794.0
49,3.0,2013-05-15 05:52:02,1368571922.0
50,3.0,2013-05-08 06:26:15,1367969175.0
51,3.0,2013-05-07 22:24:32,1367940272.0
52,3.0,2013-05-08 22:11:09,1368025869.0
53,3.0,2013-05-06 06:30:33,1367796633.0
54,3.0,2013-05-07 07:49:56,1367887796.0
55,3.0,2013-05-15 21:13:16,1368627196.0
56,3.0,2013-05-18 04:56:36,1368827796.0
57,3.0,2013-05-18 22:36:51,1368891411.0
58,3.0,2013-05-19 06:21:15,1368919275.0
59,3.0,2013-05-22 06:02:24,1369177344.0
60,3.0,2013-05-24 06:00:22,1369350022.0
61,4.0,2013-05-25 00:06:06,1369415166.0
62,2.0,2013-05-30 04:20:26,1369862426.0
